PubId,Town Name,State,Subdomain,Full Region,WBS Code,Publish Date,DMA,Lat,Lng,Zip Codes
134,Portsmouth,RI,portsmouth,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_PORTSMOUTH,7/30/10,providence,41.59357,-71.297799,2871
135,Newport,RI,newport,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_NEWPORT,7/30/10,providence,41.486088,-71.32467,2840
136,Middletown,RI,middletown,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_MIDDLETOWN,7/30/10,providence,41.520246,-71.279051,2842
137,Clayton-Richmond Heights,MO,clayton-richmondheights,PATCHUS_MN1 PATCHUS_MO1_REG1 PATCHUS_MO1_REG1_CLS2,US_MO_CLAYTON,12/6/10,stlouis,38.645751,-90.328315,"63105, 63117"
138,Evanston,IL,evanston,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS4,US_IL_EVANSTON,9/3/10,chicago,42.04538,-87.698959,"60201, 60202"
139,Skokie,IL,skokie,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_SKOKIE,7/30/10,chicago,42.03413,-87.744807,"60076, 60077"
140,Wilmette-Kenilworth,IL,wilmette,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS3,US_IL_WILMETTE_KENILWRTH,11/19/10,chicago,42.077229,-87.729011,60091
141,Winnetka-Glencoe,IL,winnetka,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS3,US_IL_WINNETKAGLENCOE,9/17/10,chicago,42.108418,-87.740912,"60022, 60093"
142,Deerfield,IL,deerfield,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS2,US_IL_DEERFIELD,11/1/10,chicago,42.152859,-87.88047,60015
143,Northbrook,IL,northbrook,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS1,US_IL_NORTHBROOK,9/9/10,chicago,42.145319,-87.833766,60062
144,Glenview,IL,glenview,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS1,US_IL_GLENVIEW,9/9/10,chicago,42.068945,-87.787988,"60025, 60026"
145,Highland Park,IL,highlandpark,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS2,US_IL_HGHLANDPRKBRAESIDE,9/30/10,chicago,42.187762,-87.805726,60035
147,Niles-Morton Grove,IL,niles,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_NILES,9/30/10,chicago,42.030929,-87.811122,"60714, 60053"
149,Oak Park-River Forest,IL,oakpark,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_OAKPARK,8/25/10,chicago,41.887131,-87.789958,"60301, 60302, 60304, 60305"
150,Libertyville,IL,libertyville,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_LIBERTYVILLE,11/12/10,chicago,42.284935,-87.973736,60048
151,Grayslake,IL,grayslake,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_GRAYSLAKE,9/30/10,chicago,42.33998,-87.984594,60030
152,Buffalo Grove,IL,buffalogrove,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_BUFFALOGROVE,9/7/10,chicago,42.182139,-87.946185,60089
153,Lake Zurich,IL,lakezurich,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_LAKEZURICH,9/21/10,chicago,42.209711,-88.083135,60047
154,Palatine,IL,palatine,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_PALATINE,9/17/10,chicago,42.110355,-88.06303,"60067, 60074"
156,Algonquin-Lake in the Hills,IL,algonquin,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_ALGONQUIN,11/5/10,chicago,42.164962,-88.320217,"60102, 60156"
157,Crystal Lake-Cary,IL,crystallake,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_CRYSTALLAKE,9/29/10,chicago,42.256353,-88.416223,"60014, 60013"
158,Huntley,IL,huntley,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS5,US_IL_HUNTLEY,10/21/10,chicago,42.132647,-88.46751,60142
160,Burr Ridge,IL,burrridge,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_BURRRIDGE,10/1/10,chicago,41.750854,-87.919039,60527
162,Western Springs,IL,westernsprings,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_WESTERNSPRINGS,9/2/10,chicago,41.797831,-87.901309,60558
163,Hinsdale-Clarendon Hills,IL,hinsdale,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_HINSDLECLAREDNHILS,9/16/10,chicago,41.794782,-87.9261,"60514, 60521"
164,Wheaton,IL,wheaton,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_WHEATON,9/17/10,chicago,41.853645,-88.113473,"60187, 60189"
165,Glen Ellyn,IL,glenellyn,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_GLENELLYN,9/10/10,chicago,41.897278,-88.050879,60137
167,Elmhurst,IL,elmhurst,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_ELMHURST,9/17/10,chicago,41.895112,-87.94369,60126
168,St. Charles,IL,stcharles-il,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_STCHARLES,9/1/10,chicago,41.945597,-88.325934,"60174, 60175"
170,Batavia,IL,batavia,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_BATAVIA,10/29/10,chicago,41.845587,-88.311311,60510
171,Geneva,IL,geneva,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_GENEVA,8/27/10,chicago,41.881189,-88.319743,60134
172,Naperville,IL,naperville,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_NAPERVILLE,9/8/10,chicago,41.768991,-88.204787,"60540, 60563, 60564"
173,Downers Grove,IL,downersgrove,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_DOWNERSGROVE,9/17/10,chicago,41.79117,-88.020313,"60515, 60516"
174,Lisle,IL,lisle,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_LISLE,9/29/10,chicago,41.789403,-88.083848,60532
175,Woodridge,IL,woodridge,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_WOODRIDGE,9/13/10,chicago,41.744386,-88.014067,60517
176,Bolingbrook,IL,bolingbrook,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_BOLINGBROOK,9/10/10,chicago,41.685585,-88.103149,"60440, 60490"
177,Orland Park,IL,orlandpark,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_ORLANDPARK,9/14/10,chicago,41.582582,-87.849655,"60462, 60467"
178,Tinley Park,IL,tinleypark,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_TINLEYPARK,9/14/10,chicago,41.601591,-87.781428,"60477, 60487"
179,New Lenox,IL,newlenox,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_NEWLENOX,10/29/10,chicago,41.512282,-87.965654,60451
180,Lemont,IL,lemont,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_LEMONT,9/10/10,chicago,41.679131,-87.970608,60439
181,Plainfield,IL,plainfield,PATCHUS_CM1 PATCHUS_CM1_REG1 PATCHUS_CM1_REG1_CLS6,US_IL_PLAINFIELD,8/26/10,chicago,41.59428,-88.200401,"60544, 60585, 60586"
184,Great Neck,NY,greatneck,PATCHUS_LI1 PATCHUS_LI1_REG1 PATCHUS_LI1_REG1_CLS1,US_NY_GREATNECK,7/26/12,newyork,40.803417,-73.733814,"11021, 11023"
185,New Hyde Park,NY,newhydepark,PATCHUS_LI1 PATCHUS_LI1_REG1 PATCHUS_LI1_REG1_CLS3,US_NY_NEWHYDEPARK,12/6/10,newyork,40.732645,-73.686052,"11040, 11042"
186,Bayside-Douglaston,NY,bayside,PATCHUS_LI1 PATCHUS_NYC1_REG1 PATCHUS_NYC1_REG1_CLS1,US_NY_BAYSIDE,11/11/10,newyork,40.767163,-73.776132,"11360, 11361, 11362"
188,Forest Hills,NY,foresthills,PATCHUS_LI1 PATCHUS_NYC1_REG1 PATCHUS_NYC1_REG1_CLS2,US_NY_FORESTHILLS,9/28/10,newyork,40.721749,-73.844417,11375
189,East Meadow,NY,eastmeadow,PATCHUS_LI1 PATCHUS_LI1_REG2 PATCHUS_LI1_REG2_CLS1,US_NY_EASTMEADOW,9/28/10,newyork,40.712385,-73.557656,11554
190,Five Towns,NY,fivetowns,PATCHUS_LI1 PATCHUS_LI1_REG2 PATCHUS_LI1_REG2_CLS2,US_NY_FIVETOWNS,11/18/10,newyork,40.633934,-73.695176,"11096, 11516, 11557, 11559, 11598"
191,Long Beach,NY,longbeach,PATCHUS_LI1 PATCHUS_LI1_REG2 PATCHUS_LI1_REG2_CLS4,US_NY_LONGBEACH,8/30/10,newyork,40.585236,-73.668551,11561
192,Rockville Centre,NY,rockvillecentre,PATCHUS_LI1 PATCHUS_LI1_REG2 PATCHUS_LI1_REG2_CLS4,US_NY_ROCKVILLECENTRE,7/30/10,newyork,40.668555,-73.638139,11570
193,Malverne-West Hempstead-Lynbrook,NY,malverne-lynbrook,PATCHUS_LI1 PATCHUS_LI1_REG2 PATCHUS_LI1_REG2_CLS4,US_NY_MALVRNE_WHEMPSTEAD,11/2/10,newyork,40.674878,-73.672098,"11552, 11565, 11563"
195,Wantagh-Seaford,NY,wantagh,PATCHUS_LI1 PATCHUS_LI1_REG2 PATCHUS_LI1_REG2_CLS1,US_NY_WANTAGHSEAFORD,8/30/10,newyork,40.683601,-73.510597,"11783, 11793"
197,Deer Park,NY,deerpark-northbabylon,PATCHUS_LI1 PATCHUS_LI2_REG1 PATCHUS_LI2_REG1_CLS2,US_NY_DEERPARK,4/16/12,newyork,40.802982,-73.337095,"11703, 11729"
199,Farmingdale,NY,farmingdale,PATCHUS_LI1 PATCHUS_LI1_REG1 PATCHUS_LI1_REG1_CLS6,US_NY_FARMINGDALE,12/16/10,newyork,40.741374,-73.436457,11735
200,Northport,NY,northport,PATCHUS_LI1 PATCHUS_LI1_REG1 PATCHUS_LI1_REG1_CLS2,US_NY_NORTHPORT,10/6/10,newyork,40.903885,-73.343806,"11731, 11768"
202,Babylon Village,NY,babylonvillage,PATCHUS_LI1 PATCHUS_LI2_REG1 PATCHUS_LI2_REG1_CLS2,US_NY_BABYLONVILLAGE,11/4/10,newyork,40.692684,-73.327995,11702
203,Lindenhurst,NY,lindenhurst,PATCHUS_LI1 PATCHUS_LI2_REG1 PATCHUS_LI2_REG1_CLS2,US_NY_LINDENHURST,3/22/11,newyork,40.686399,-73.372708,11757
205,Port Jefferson,NY,portjefferson,PATCHUS_LI1 PATCHUS_LI2_REG2 PATCHUS_LI2_REG2_CLS2,US_NY_PORTJEFFERSON,10/14/10,hartford,40.949795,-73.061019,"11776, 11777"
207,North Fork,NY,northfork,PATCHUS_LI1 PATCHUS_LI2_REG2 PATCHUS_LI2_REG2_CLS3,US_NY_NORTHFORK,9/24/10,hartford,41.061943,-72.432596,"11935, 11944, 11952, 11971"
208,Hauppauge,NY,hauppauge,PATCHUS_LI1 PATCHUS_LI2_REG2 PATCHUS_LI2_REG2_CLS1,US_NY_HAUPPAUGE,9/29/10,newyork,40.887266,-73.17534,11788
209,East Hampton,NY,easthampton,PATCHUS_LI1 PATCHUS_LI2_REG2 PATCHUS_LI2_REG2_CLS3,US_NY_EASTHAMPTON,10/29/10,hartford,40.949974,-72.197687,"11937, 11954"
210,Southampton,NY,southampton,PATCHUS_LI1 PATCHUS_LI2_REG2 PATCHUS_LI2_REG2_CLS3,US_NY_SOUTHAMPTON,12/9/10,hartford,40.87083,-72.41227,"11963, 11968"
211,Riverhead,NY,riverhead,PATCHUS_LI1 PATCHUS_LI2_REG2 PATCHUS_LI2_REG2_CLS3,US_NY_RIVERHEAD,9/24/10,hartford,40.996175,-72.541431,11901
212,Georgetown,DC,georgetown,PATCHUS_NOVA1 PATCHUS_NOVA1_REG5 PATCHUS_NOVA1_REG5_CLS1,US_DC_GEORGETOWN,9/9/10,washington-dc,38.909061,-77.06445,20007
213,Clarendon-Courthouse-Rosslyn,VA,clarendon,PATCHUS_NOVA1 PATCHUS_NOVA1_REG5 PATCHUS_NOVA1_REG5_CLS1,US_VA_RSLYN_CLRNDN_CRTHS,10/29/10,washington-dc,38.896757,-77.073325,"22201, 22209"
214,Arlington,VA,arlington-va,PATCHUS_NOVA1 PATCHUS_NOVA1_REG5 PATCHUS_NOVA1_REG5_CLS1,US_VA_BALLSTONVASQUARE,9/14/10,washington-dc,38.885867,-77.108003,"22201, 22203"
215,Falls Church,VA,fallschurch,PATCHUS_NOVA1 PATCHUS_NOVA1_REG5 PATCHUS_NOVA1_REG5_CLS1,US_VA_FALLSCHURCH,12/13/10,washington-dc,38.884243,-77.172019,"22041, 22042, 22043, 22044, 22046"
216,Vienna,VA,vienna,PATCHUS_NOVA1 PATCHUS_NOVA1_REG2 PATCHUS_NOVA1_REG2_CLS3,US_VA_VIENNA,10/11/10,washington-dc,38.900159,-77.263014,"22180, 22182"
217,Fairfax City,VA,fairfaxcity,PATCHUS_NOVA1 PATCHUS_NOVA1_REG2 PATCHUS_NOVA1_REG2_CLS3,US_VA_FAIRFAX,9/13/10,washington-dc,38.852245,-77.301838,"22030, 22031"
218,Gaithersburg,MD,gaithersburg,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS3,US_MD_GAITHERSBURG,10/11/10,washington-dc,39.114646,-77.202671,"20877, 20878, 20879"
219,Leesburg,VA,leesburg,PATCHUS_NOVA1 PATCHUS_NOVA1_REG2 PATCHUS_NOVA1_REG2_CLS3,US_VA_LEESBURG,10/28/10,washington-dc,39.108219,-77.560595,"20175, 20176"
220,Herndon,VA,herndon,PATCHUS_NOVA1 PATCHUS_NOVA1_REG2 PATCHUS_NOVA1_REG2_CLS3,US_VA_HERNDON,9/16/10,washington-dc,38.970969,-77.389425,"20170, 20171"
221,Manassas,VA,manassas,PATCHUS_NOVA1 PATCHUS_NOVA1_REG4 PATCHUS_NOVA1_REG4_CLS1,US_VA_MANASSAS,12/16/10,washington-dc,38.744659,-77.487094,"20109, 20110"
222,Manassas Park,VA,manassaspark,PATCHUS_NOVA1 PATCHUS_NOVA1_REG4 PATCHUS_NOVA1_REG4_CLS1,US_VA_MANASSASPARK,12/1/10,washington-dc,38.770824,-77.449626,20111
223,Fredericksburg,VA,fredericksburg,PATCHUS_NOVA1 PATCHUS_NOVA1_REG4 PATCHUS_NOVA1_REG4_CLS1,US_VA_FREDERICKSBURG,12/17/10,washington-dc,38.298345,-77.489887,"22401, 22405, 22407, 22408"
224,Woodbridge,VA,woodbridge-va,PATCHUS_NOVA1 PATCHUS_NOVA1_REG4 PATCHUS_NOVA1_REG4_CLS1,US_VA_WOODBRIDGE,8/20/10,washington-dc,38.609521,-77.264003,"22191, 22192"
225,Old Town Alexandria,VA,oldtownalexandria,PATCHUS_NOVA1 PATCHUS_NOVA1_REG5 PATCHUS_NOVA1_REG5_CLS1,US_VA_OLDTOWNALEXANDRIA,11/29/10,washington-dc,38.798813,-77.044147,22314
226,Mount Vernon,VA,mountvernon,PATCHUS_NOVA1 PATCHUS_NOVA1_REG1 PATCHUS_NOVA1_REG1_CLS1,US_VA_MOUNTVERNON,10/13/10,washington-dc,38.702971,-77.162078,22309
228,Bel Air,MD,belair,PATCHUS_MD1 PATCHUS_MD1_REG1 PATCHUS_MD1_REG1_CLS3,US_MD_BELAIR,9/10/10,baltimore,39.532196,-76.346004,"21014, 21015"
229,Havre de Grace,MD,havredegrace,PATCHUS_MD1 PATCHUS_MD1_REG1 PATCHUS_MD1_REG1_CLS4,US_MD_HAVREDEGRACE,10/18/10,baltimore,39.547342,-76.106539,21078
230,Dundalk,MD,dundalk,PATCHUS_MD1 PATCHUS_MD1_REG1 PATCHUS_MD1_REG1_CLS3,US_MD_DUNDALK,11/15/10,baltimore,39.250599,-76.520798,21222
232,Laurel,MD,laurel,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS4,US_MD_LAUREL,12/13/10,washington-dc,39.095409,-76.859988,"20707, 20708, 20723"
233,Westminster,MD,westminster,PATCHUS_MD1 PATCHUS_MD1_REG2 PATCHUS_MD1_REG2_CLS1,US_MD_WESTMINSTER,12/20/10,baltimore,39.583891,-77.005044,"21157, 21158"
234,Elkridge,MD,elkridge,PATCHUS_MD1 PATCHUS_MD1_REG2 PATCHUS_MD1_REG2_CLS1,US_MD_ELKRIDGE,10/29/10,baltimore,39.212502,-76.713898,21075
235,Ellicott City,MD,ellicottcity,PATCHUS_MD1 PATCHUS_MD1_REG2 PATCHUS_MD1_REG2_CLS3,US_MD_ELLICOTTCITY,9/8/10,baltimore,39.2672,-76.798599,"21042, 21043"
237,Bowie,MD,bowie,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS4,US_MD_BOWIE,9/28/10,washington-dc,38.95117,-76.74662,"20715, 20716, 20720, 20721"
238,Upper Marlboro,MD,uppermarlboro,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS3,US_MD_UPPERMARLBORO,12/16/10,washington-dc,38.816959,-76.754946,"20772, 20774"
239,College Park,MD,collegepark,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS4,US_MD_COLLEGEPARK,7/30/10,washington-dc,38.998334,-76.937249,20740
240,Hyattsville,MD,hyattsville,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS2,US_MD_HYATTSVILLE,8/20/10,washington-dc,38.961047,-76.955929,"20781, 20782, 20783, 20785"
241,Greenbelt,MD,greenbelt,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS4,US_MD_GREENBELT,9/7/10,washington-dc,38.993118,-76.88732,20770
242,Takoma Park,MD,takomapark,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS3,US_MD_TAKOMAPARK,9/2/10,washington-dc,38.982027,-77.003909,20912
243,Kensington,MD,kensington,PATCHUS_MD1 PATCHUS_MD2_REG2 PATCHUS_MD2_REG2_CLS3,US_MD_KENSINGTON,9/15/10,washington-dc,39.025953,-77.073589,20895
244,Pelham,NY,pelham,PATCHUS_HVF2 PATCHUS_HVF1_REG1 PATCHUS_HVF1_REG1_CLS1,US_NY_PELHAM,12/20/10,newyork,40.914039,-73.80752,10803
245,New Rochelle,NY,newrochelle,PATCHUS_HVF2 PATCHUS_HVF1_REG1 PATCHUS_HVF1_REG1_CLS1,US_NY_NEWROCHELLE,9/23/10,newyork,40.930211,-73.773897,"10801, 10804, 10805"
246,Ossining-Croton-on-Hudson,NY,ossining,PATCHUS_HVF2 PATCHUS_HVF1_REG2 PATCHUS_HVF1_REG2_CLS3,US_NY_OSSINNGCROTN_HUDSN,6/1/11,newyork,41.16044,-73.861399,"10520, 10562"
247,Peekskill-Cortlandt,NY,peekskill,PATCHUS_HVF2 PATCHUS_HVF1_REG2 PATCHUS_HVF1_REG2_CLS2,US_NY_PKSKILL_CRTLNDTMNR,12/28/10,newyork,41.287583,-73.923198,"10566, 10567"
248,Southeast-Brewster,NY,southeast,PATCHUS_HVF2 PATCHUS_HVF1_REG2 PATCHUS_HVF1_REG2_CLS3,US_NY_SOUTHEAST_BREWSTER,12/29/10,newyork,41.403234,-73.597992,10509
251,Pleasantville-Briarcliff Manor,NY,pleasantville,PATCHUS_HVF2 PATCHUS_HVF1_REG2 PATCHUS_HVF1_REG2_CLS3,US_NY_BRRCLFMNR_PLSNTVLL,12/28/10,newyork,41.142881,-73.848849,"10510, 10570"
252,White Plains,NY,whiteplains,PATCHUS_HVF2 PATCHUS_HVF1_REG1 PATCHUS_HVF1_REG1_CLS5,US_NY_WHITEPLAINS,11/8/10,newyork,41.026121,-73.754686,"10601, 10603, 10605, 10606"
253,Tiverton-Little Compton,RI,tiverton,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_TIVERTNLTTL_COMPTN,11/30/10,providence,41.616951,-71.176418,"02837, 02878"
255,East Providence,RI,eastprovidence,PATCHUS_CNE1 PATCHUS_BOS3_REG1 PATCHUS_BOS3_REG1_CLS1,US_RI_EASTPROVIDENCE,11/10/10,providence,41.798475,-71.355935,2914
256,Barrington,RI,barrington,PATCHUS_CNE1 PATCHUS_BOS3_REG1 PATCHUS_BOS3_REG1_CLS1,US_RI_BARRINGTON,10/19/10,providence,41.728025,-71.324806,2806
258,Attleboro,MA,attleboro,PATCHUS_CNE1 PATCHUS_BOS3_REG1 PATCHUS_BOS3_REG1_CLS1,US_MA_ATTLEBORO,10/21/10,providence,41.939953,-71.294297,"02703, 02771"
260,North Kingstown,RI,northkingstown,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_NORTHKINGSTOWN,10/8/10,providence,41.576039,-71.451492,2852
262,Narragansett - South Kingstown,RI,narragansett,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_NARRAGANSETT,11/1/10,providence,41.406117,-71.491474,"02882, 02879"
263,East Greenwich,RI,eastgreenwich,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_EASTGREENWICH,12/20/10,providence,41.632992,-71.494707,2818
264,Woonsocket,RI,woonsocket,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_WOONSOCKET,11/23/10,providence,41.997716,-71.498979,2895
266,Smithfield,RI,smithfield,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_SMITHFIELD,9/27/12,providence,41.901142,-71.528504,2917
268,Johnston,RI,johnston,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_JOHNSTON,12/21/10,providence,41.828677,-71.518522,2919
270,Cranston,RI,cranston,PATCHUS_CNE1 PATCHUS_CNE1_REG1 PATCHUS_CNE1_REG1_CLS1,US_RI_CRANSTON,11/18/10,providence,41.768543,-71.468144,"02910, 02920"
273,Martinez,CA,martinez,PATCHUS_NCA1 PATCHUS_NCA1_REG3 PATCHUS_NCA1_REG3_CLS1,US_CA_MARTINEZ,11/30/10,sanfrancisco,38.018063,-122.133889,94553
274,Pinole-Hercules,CA,pinole-hercules,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_HERCULES,10/29/10,sanfrancisco,38.028865,-122.289067,"94547, 94564"
277,Alameda,CA,alameda,PATCHUS_NCA1 PATCHUS_NCA1_REG1 PATCHUS_NCA1_REG1_CLS1,US_CA_ALAMEDA,9/8/10,sanfrancisco,37.754129,-122.28203,"94501, 94502"
278,El Cerrito,CA,elcerrito,PATCHUS_NCA1 PATCHUS_NCA1_REG1 PATCHUS_NCA1_REG1_CLS1,US_CA_ELCERRITO,8/31/10,sanfrancisco,37.918025,-122.302331,"94530, 94707"
279,Albany,CA,albany,PATCHUS_NCA1 PATCHUS_NCA1_REG1 PATCHUS_NCA1_REG1_CLS1,US_CA_ALBANY,6/28/10,sanfrancisco,37.882826,-122.327881,94706
280,Union City,CA,unioncity,PATCHUS_NCA1 PATCHUS_NCA1_REG1 PATCHUS_NCA1_REG1_CLS2,US_CA_UNIONCITY,10/12/10,sanfrancisco,37.599584,-122.018822,94587
281,Piedmont,CA,piedmont,PATCHUS_NCA1 PATCHUS_NCA1_REG1 PATCHUS_NCA1_REG1_CLS1,US_CA_PIEDMONT,10/22/10,sanfrancisco,37.822827,-122.230179,"94610, 94611"
282,San Bruno,CA,sanbruno,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_SANBRUNO,8/24/10,sanfrancisco,37.622761,-122.43641,94066
283,Pacifica,CA,pacifica,PATCHUS_NCA2 PATCHUS_NCA2_REG1 PATCHUS_NCA2_REG1_CLS2,US_CA_PACIFICA,10/7/10,sanfrancisco,37.616433,-122.479136,94044
284,Half Moon Bay,CA,halfmoonbay,PATCHUS_NCA2 PATCHUS_NCA2_REG1 PATCHUS_NCA2_REG1_CLS2,US_CA_HALFMOONBAY,10/15/10,sanfrancisco,37.47374,-122.447437,94019
285,Burlingame-Hillsborough,CA,burlingame-hillsborough,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_BURLINGAME,9/17/10,sanfrancisco,37.587736,-122.367635,94010
286,Millbrae,CA,millbrae,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_MILLBRAE,9/14/10,sanfrancisco,37.598555,-122.399733,94030
287,San Carlos,CA,sancarlos,PATCHUS_NCA2 PATCHUS_NCA2_REG1 PATCHUS_NCA2_REG1_CLS4,US_CA_SANCARLOS,9/14/10,sanfrancisco,37.498401,-122.270319,94070
288,Foster City,CA,fostercity,PATCHUS_NCA2 PATCHUS_NCA2_REG1 PATCHUS_NCA2_REG1_CLS1,US_CA_FOSTERCITY,9/20/10,sanfrancisco,37.570208,-122.222277,94404
290,Mountain View,CA,mountainview,PATCHUS_NCA2 PATCHUS_NCA2_REG3 PATCHUS_NCA2_REG3_CLS2,US_CA_MOUNTAINVIEW,9/28/10,sanfrancisco,37.413214,-122.081267,"94040, 94041, 94043"
291,Saratoga,CA,saratoga,PATCHUS_NCA2 PATCHUS_NCA2_REG3 PATCHUS_NCA2_REG3_CLS1,US_CA_SARATOGA,9/27/12,sanfrancisco,37.266795,-122.028533,95070
292,Newark,CA,newark,PATCHUS_NCA1 PATCHUS_NCA1_REG1 PATCHUS_NCA1_REG1_CLS2,US_CA_NEWARK,12/16/10,sanfrancisco,37.521037,-122.030445,94560
293,Milpitas,CA,milpitas,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_MILPITAS,10/11/10,sanfrancisco,37.43149,-121.884969,95035
295,Gilroy,CA,gilroy,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_GILROY,12/24/10,monterey,36.99745,-121.556044,95020
