PubId,Town Name,State,Subdomain,Full Region,WBS Code,Publish Date,DMA,Lat,Lng,Zip Codes
296,Santa Cruz,CA,santacruz,PATCHUS_NCA2 PATCHUS_NCA2_REG3 PATCHUS_NCA2_REG3_CLS3,US_CA_SANTACRUZ,9/28/10,sanfrancisco,36.961324,-121.960878,"95060, 95062"
297,Scotts Valley,CA,scottsvalley,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_SCOTTSVALLEY,11/29/10,sanfrancisco,37.055048,-122.012723,95066
298,Capitola-Soquel,CA,capitola,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_CAPITOLA_SOQUEL,11/18/10,sanfrancisco,36.974725,-121.951692,"95010, 95073"
299,Watsonville,CA,watsonville,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_WATSONVILLE,12/20/10,monterey,36.944974,-121.816516,95076
300,San Anselmo-Fairfax,CA,sananselmofairfax,PATCHUS_NCA2 PATCHUS_NCA3_REG3 PATCHUS_NCA3_REG3_CLS1,US_CA_SANANSELMOFAIRFAX,7/30/10,sanfrancisco,37.983473,-122.568424,"94930, 94960"
301,Healdsburg,CA,healdsburg,PATCHUS_NCA2 PATCHUS_NCA2_REG2 PATCHUS_NCA2_REG2_CLS3,US_CA_HEALDSBURG,11/30/10,sanfrancisco,38.601167,-122.878837,95448
303,Rohnert Park-Cotati,CA,rohnertpark-cotati,PATCHUS_NCA2 PATCHUS_NCA2_REG2 PATCHUS_NCA2_REG2_CLS2,US_CA_ROHNERTPARK,12/7/10,sanfrancisco,38.343364,-122.7041,94928
304,Petaluma,CA,petaluma,PATCHUS_NCA2 PATCHUS_NCA2_REG2 PATCHUS_NCA2_REG2_CLS2,US_CA_PETALUMA,11/23/10,sanfrancisco,38.241566,-122.635504,"94952, 94954"
305,Dixon,CA,dixon,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_DIXON,11/18/10,sanfrancisco,38.412845,-121.820066,95620
306,Sonoma Valley,CA,sonomavalley,PATCHUS_NCA2 PATCHUS_NCA2_REG2 PATCHUS_NCA2_REG2_CLS3,US_CA_SONOMA,11/30/10,sanfrancisco,38.284914,-122.420889,95476
307,Suisun City,CA,suisuncity,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_SUISUNCITY,11/16/10,sanfrancisco,38.24673,-121.971698,"94585, 94533, 94534"
308,Napa Valley,CA,napavalley,PATCHUS_NCA2 PATCHUS_NCA2_REG2 PATCHUS_NCA2_REG2_CLS2,US_CA_NAPA,11/22/10,sanfrancisco,38.333531,-122.267035,"94558, 94559, 94574"
311,Rosemont,CA,rosemont,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_ROSEMONT,11/18/10,sacramento,38.547545,-121.359893,"95826, 95827"
314,Malibu,CA,malibu,PATCHUS_SCA2 PATCHUS_SCA1_REG2 PATCHUS_SCA1_REG2_CLS2,US_CA_MALIBU,12/21/10,losangeles,34.007098,-118.76091,90265
315,Venice-Mar Vista,CA,venice,PATCHUS_SCA2 PATCHUS_SCA1_REG1 PATCHUS_SCA1_REG1_CLS2,US_CA_VENICE,9/24/10,losangeles,33.994411,-118.46391,"90291, 90066"
317,Studio City,CA,studiocity,PATCHUS_SCA2 PATCHUS_SCA1_REG2 PATCHUS_SCA1_REG2_CLS2,US_CA_STUDIOCITY,9/13/10,losangeles,34.145848,-118.39577,91604
318,Woodland Hills,CA,woodlandhills,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_WOODLANDHILLS,5/31/12,losangeles,34.157556,-118.610902,"91364, 91367"
319,Northridge-Chatsworth,CA,northridge,PATCHUS_SCA2 PATCHUS_SCA1_REG2 PATCHUS_SCA1_REG2_CLS3,US_CA_CHATSWORTH,9/27/10,losangeles,34.256199,-118.600449,"91311, 91324, 91325"
320,Encino-Tarzana,CA,encino,PATCHUS_SCA2 PATCHUS_SCA1_REG2 PATCHUS_SCA1_REG2_CLS3,US_CA_ENCINO,9/20/10,losangeles,34.156755,-118.506773,"91316, 91436, 91356"
321,Altadena,CA,altadena,PATCHUS_SCA2 PATCHUS_SCA2_REG1 PATCHUS_SCA2_REG1_CLS3,US_CA_ALTADENA,10/13/10,losangeles,34.193879,-118.136227,91001
322,San Marino,CA,sanmarino,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_SANMARINO,12/9/10,losangeles,34.121316,-118.115216,91108
323,Sierra Madre,CA,sierramadre,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_SIERRAMADRE,10/4/10,losangeles,34.168106,-118.048907,91024
324,Monrovia,CA,monrovia,PATCHUS_SCA2 PATCHUS_SCA2_REG1 PATCHUS_SCA2_REG1_CLS3,US_CA_MONROVIA,10/18/10,losangeles,34.148507,-117.981786,91016
325,Arcadia,CA,arcadia,PATCHUS_SCA2 PATCHUS_SCA2_REG1 PATCHUS_SCA2_REG1_CLS3,US_CA_ARCADIA,12/10/10,losangeles,34.133407,-118.03115,"91006, 91007"
328,Pacific Palisades,CA,pacificpalisades,PATCHUS_SCA2 PATCHUS_SCA1_REG1 PATCHUS_SCA1_REG1_CLS1,US_CA_PACIFICPALISADES,12/28/10,losangeles,34.055042,-118.524068,90272
329,Westwood-Century City,CA,centurycity,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_WESTWOOD_CENTURY,11/30/10,losangeles,34.056952,-118.415112,"90024, 90049, 90067, 90025"
330,Cerritos-Artesia,CA,cerritos,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_CERRITOS_ARTESIA,12/21/10,losangeles,33.866915,-118.068799,"90701, 90703"
331,Brentwood,CA,brentwood,PATCHUS_SCA2 PATCHUS_SCA1_REG1 PATCHUS_SCA1_REG1_CLS1,US_CA_BRENTWOOD,12/29/10,losangeles,34.086358,-118.489714,90049
332,Hollywood,CA,hollywood,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_HOLLYWOODHILLS,12/30/10,losangeles,34.114349,-118.349441,"90028, 90068"
335,Santa Monica,CA,santamonica,PATCHUS_SCA2 PATCHUS_SCA1_REG1 PATCHUS_SCA1_REG1_CLS4,US_CA_SANTAMONICA,12/10/10,losangeles,34.008541,-118.497526,"90401, 90403, 90404, 90405"
336,Marina del Rey,CA,marinadelrey,PATCHUS_SCA2 PATCHUS_SCA1_REG1 PATCHUS_SCA1_REG1_CLS2,US_CA_MARINADELREY,11/29/10,losangeles,33.956012,-118.434353,"90066, 90292, 90045"
337,Glendora,CA,glendora,PATCHUS_SCA2 PATCHUS_SCA2_REG1 PATCHUS_SCA2_REG1_CLS1,US_CA_GLENDORA,12/8/10,losangeles,34.14202,-117.841798,"91740, 91741"
338,Diamond Bar-Walnut,CA,diamondbar-walnut,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_DIAMONDBAR,12/13/10,losangeles,34.000954,-117.815069,"91765, 91748, 91789"
340,Claremont-La Verne,CA,claremont-laverne,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_CLAREMONT,5/31/12,losangeles,34.122315,-117.714268,"91711, 91750"
342,Banning-Beaumont,CA,banning-beaumont,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_BANNING,12/15/10,sandiego,33.968718,-116.885607,"92220, 92223"
345,Lake Elsinore-Wildomar,CA,lakeelsinore-wildomar,PATCHUS_SCA4 PATCHUS_SCA4_REG1 PATCHUS_SCA4_REG1_CLS1,US_CA_LAKEELSINORE,12/17/10,sandiego,33.688494,-117.317771,"92530, 92532, 92595"
349,Los Alamitos-Seal Beach,CA,losalamitos,PATCHUS_SCA4 PATCHUS_SCA2_REG2 PATCHUS_SCA2_REG2_CLS1,US_CA_LOSALAMITOS_ROSSMR,12/15/10,losangeles,33.800267,-118.062711,"90720, 90740"
350,Fountain Valley,CA,fountainvalley,PATCHUS_SCA4 PATCHUS_SCA2_REG2 PATCHUS_SCA2_REG2_CLS2,US_CA_FOUNTAINVALLEY,12/20/10,losangeles,33.709968,-117.947791,92708
351,Belmont Shore-Naples,CA,belmontshore,PATCHUS_SCA2 PATCHUS_SCA1_REG1 PATCHUS_SCA1_REG1_CLS5,US_CA_BELMONTSHORE_NPLES,12/14/10,losangeles,33.755967,-118.125238,90803
353,Rancho Santa Margarita,CA,ranchosantamargarita,PATCHUS_SCA4 PATCHUS_SCA3_REG1 PATCHUS_SCA3_REG1_CLS2,US_CA_RANCHOSNTMARGARITA,12/22/10,losangeles,33.659905,-117.588524,92688
354,La Mesa-Mount Helix,CA,lamesa,PATCHUS_SCA4 PATCHUS_SCA4_REG2 PATCHUS_SCA4_REG2_CLS1,US_CA_LAMESA,9/29/10,sandiego,32.76985,-117.017795,"91941, 91942"
355,Coronado,CA,coronado,PATCHUS_SCA4 PATCHUS_SCA4_REG2 PATCHUS_SCA4_REG2_CLS3,US_CA_CORONADO,9/30/10,sandiego,32.650859,-117.170499,"92118, 92101"
356,Lemon Grove,CA,lemongrove,PATCHUS_NCA3 PATCHUS_NCA3_REG1 PATCHUS_NCA3_REG1_CLS1,US_CA_LEMONGROVE,10/13/10,sandiego,32.732674,-117.038919,91945
357,La Jolla,CA,lajolla,PATCHUS_SCA4 PATCHUS_SCA4_REG2 PATCHUS_SCA4_REG2_CLS2,US_CA_LAJOLLA,10/18/10,sandiego,32.840697,-117.26017,92037
358,Rancho Bernardo-4S Ranch,CA,ranchobernardo-4sranch,PATCHUS_SCA4 PATCHUS_SCA4_REG1 PATCHUS_SCA4_REG1_CLS1,US_CA_RANCHOBERNARDO,10/28/10,sandiego,33.033989,-117.078615,"92128, 92127, 92129"
359,Carlsbad,CA,carlsbad,PATCHUS_SCA4 PATCHUS_SCA4_REG1 PATCHUS_SCA4_REG1_CLS2,US_CA_CARLSBAD,10/9/10,sandiego,33.12152,-117.287802,"92008, 92009, 92011"
360,Encinitas,CA,encinitas,PATCHUS_SCA4 PATCHUS_SCA4_REG1 PATCHUS_SCA4_REG1_CLS2,US_CA_ENCINITAS,10/26/10,sandiego,33.044161,-117.254422,"92007, 92024"
361,Santee,CA,santee,PATCHUS_SCA4 PATCHUS_SCA4_REG2 PATCHUS_SCA4_REG2_CLS1,US_CA_SANTEE,10/5/10,sandiego,32.859233,-116.988263,92071
362,Ramona,CA,ramona,PATCHUS_SCA4 PATCHUS_SCA4_REG2 PATCHUS_SCA4_REG2_CLS1,US_CA_RAMONA,12/6/10,sandiego,33.021544,-116.846238,92065
363,Poway,CA,poway,PATCHUS_SCA4 PATCHUS_SCA4_REG1 PATCHUS_SCA4_REG1_CLS1,US_CA_POWAY,9/27/10,sandiego,32.99678,-117.012478,92064
364,Weston-Redding-Easton,CT,weston-ct,PATCHUS_HVF2 PATCHUS_HVF2_REG1 PATCHUS_HVF2_REG1_CLS5,US_CT_WESTONREDDNGEASTON,12/8/10,hartford,41.224836,-73.376814,"06612, 06883, 06896"
365,Trumbull,CT,trumbull,PATCHUS_HVF2 PATCHUS_HVF2_REG1 PATCHUS_HVF2_REG1_CLS5,US_CT_TRUMBULL,10/27/10,hartford,41.259907,-73.207957,6611
366,Stamford,CT,stamford,PATCHUS_HVF2 PATCHUS_HVF2_REG1 PATCHUS_HVF2_REG1_CLS1,US_CT_STAMFORD,11/17/10,newyork,41.071572,-73.564496,"06901, 06902, 06905"
367,Shelton,CT,shelton,PATCHUS_HVF2 PATCHUS_HVF2_REG1 PATCHUS_HVF2_REG1_CLS5,US_CT_SHELTON,11/30/10,hartford,41.315646,-73.134981,6484
369,Bethel,CT,bethel,PATCHUS_HVF2 PATCHUS_CCT1_REG2 PATCHUS_CCT1_REG2_CLS1,US_CT_BETHEL,10/8/10,hartford,41.381695,-73.391515,6801
370,Naugatuck,CT,naugatuck,PATCHUS_HVF2 PATCHUS_CCT1_REG2 PATCHUS_CCT1_REG2_CLS3,US_CT_NAUGATUCK,10/11/10,hartford,41.487842,-73.052852,6770
371,Woodbury-Middlebury,CT,woodbury-middlebury,PATCHUS_HVF2 PATCHUS_CCT1_REG2 PATCHUS_CCT1_REG2_CLS4,US_CT_WOODBURYMIDDLEBURY,11/30/10,hartford,41.560612,-73.206246,"06762, 06798"
372,Danbury,CT,danbury,PATCHUS_HVF2 PATCHUS_CCT1_REG2 PATCHUS_CCT1_REG2_CLS2,US_CT_DANBURY,10/21/10,newyork,41.395395,-73.472395,"06810, 06811"
373,Simsbury,CT,simsbury,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS3,US_CT_SIMSBURY,12/14/10,hartford,41.868463,-72.817642,6070
374,Southington,CT,southington,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_SOUTHINGTON,12/20/10,hartford,41.600498,-72.880346,"06479, 06489"
375,West Hartford,CT,westhartford,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS3,US_CT_WESTHARTFORD,11/18/10,hartford,41.7626,-72.75679,"06107, 06110, 06117, 06119"
380,Stonington-Mystic,CT,stonington,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_STONINGTON,12/6/10,providence,41.332649,-71.90121,"06355, 06378, 06379"
381,Ledyard,CT,ledyard,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_LEDYARD,10/13/10,providence,41.442648,-72.019519,"06335, 06339, 06365"
382,Groton,CT,groton,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_GROTON,12/20/10,hartford,41.322798,-72.07217,6340
383,Waterford,CT,waterford,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_WATERFORD,11/9/10,hartford,41.351498,-72.154071,6385
384,Clinton,CT,clinton,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_CLINTON_WESTBROOK,12/7/10,hartford,41.294697,-72.534865,6413
386,New London,CT,newlondon,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_GRISWOLD,12/2/10,hartford,41.331748,-72.09192,6320
389,Glastonbury,CT,glastonbury,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_GLASTONBURY,6/28/12,hartford,41.689449,-72.550533,6033
390,The Haddams-Killingworth,CT,thehaddams-killingworth,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_EASTHADDAM_HADDAM,12/15/10,hartford,41.481655,-72.396631,"06423, 06438, 06419, 06469"
391,Rocky Hill,CT,rockyhill,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_ROCKYHILL,7/11/11,hartford,41.657899,-72.662287,6067
392,Berlin,CT,berlin,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_BERLIN,12/9/10,hartford,41.603448,-72.775729,6037
394,Meriden,CT,meriden,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_MERIDEN,11/23/10,hartford,41.537196,-72.80188,"06450, 06451"
396,Durham-Middlefield,CT,durham,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_KLNGWTH_DRHM_MDFLD,11/30/10,hartford,41.376444,-72.583286,"06419, 06422, 06455"
397,Cheshire,CT,cheshire,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_CHESHIRE,12/8/10,hartford,41.505947,-72.908123,6410
398,North Haven,CT,northhaven,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_NORTHHAVEN,10/18/10,hartford,41.383447,-72.862595,6473
399,Orange,CT,orange,PATCHUS_HVF2 PATCHUS_CCT1_REG2 PATCHUS_CCT1_REG2_CLS4,US_CT_ORANGE,11/1/10,hartford,41.279447,-73.0335,6477
400,Hamden,CT,hamden,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_HAMDEN,11/22/10,hartford,41.395647,-72.913046,"06514, 06517, 06518"
401,North Branford,CT,northbranford,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_NORTHBRANFORD,11/29/10,hartford,41.366297,-72.772342,"06471, 06472"
402,Branford,CT,branford,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_BRANFORD,12/17/10,hartford,41.281997,-72.796142,6405
403,Wallingford,CT,wallingford,PATCHUS_CNE2 PATCHUS_CNE2_REG2 PATCHUS_CNE2_REG2_CLS2,US_CT_WALLINGFORD,8/23/12,hartford,41.456561,-72.810266,6492
405,East Haven,CT,easthaven,PATCHUS_CNE2 PATCHUS_CCT1_REG1 PATCHUS_CCT1_REG1_CLS3,US_CT_EASTHAVEN,10/11/10,hartford,41.301659,-72.861162,"06512, 06513"
406,Stratford,CT,stratford,PATCHUS_HVF2 PATCHUS_CCT1_REG2 PATCHUS_CCT1_REG2_CLS2,US_CT_STRATFORD,1/31/11,hartford,41.207388,-73.126254,"06614, 06615"
407,Tolland,CT,tolland,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_TOLLAND,11/10/10,hartford,41.877697,-72.361142,6084
408,Ellington-Somers,CT,ellington-somers,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_ELLINGTON_SOMERS,12/9/10,hartford,41.907197,-72.412027,"06029, 06071"
409,Vernon,CT,vernon,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_VERNON,2/22/11,hartford,41.836548,-72.463211,6066
410,Suffield,CT,suffield,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_SUFFIELD,12/7/10,hartford,41.990196,-72.690936,6078
412,South Windsor,CT,southwindsor,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_SOUTH_EASTWINDSOR,6/28/12,hartford,41.833748,-72.571483,6074
413,Enfield,CT,enfield,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_ENFIELD,1/25/11,hartford,41.984346,-72.558082,6082
414,Windsor Locks-East Windsor,CT,windsorlocks,PATCHUS_CNE2 PATCHUS_CNE2_REG1 PATCHUS_CNE2_REG1_CLS2,US_CT_WINDSORLOCKS,12/15/10,hartford,41.922847,-72.654713,"06088, 06096"
415,Midtown,GA,midtown,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS2,US_GA_MDTOWN_MORNINGSIDE,12/15/10,atlanta,33.785005,-84.379303,"30308, 30309, 30318"
416,Virginia Highland-Druid Hills,GA,vahi,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS2,US_GA_DRUIDHILLS,12/23/10,atlanta,33.781474,-84.35805,"30306, 30307, 30324"
417,Decatur-Avondale Estates,GA,decatur,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS2,US_GA_DECATUR,12/21/10,atlanta,33.772251,-84.296961,"30030, 30032, 30034, 30035"
418,East Atlanta,GA,eastatlanta,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS2,US_GA_EASTATLANTA,12/15/10,atlanta,33.740002,-84.345001,"30303, 30307, 30308, 30316"
419,Cascade,GA,cascade,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS2,US_GA_CASCADE,11/29/10,atlanta,33.710926,-84.446465,"30310, 30311, 30331"
420,Buckhead,GA,buckhead,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS2,US_GA_BUCKHEAD,12/15/10,atlanta,33.853806,-84.358416,"30305, 30309, 30324, 30326"
421,Sandy Springs,GA,sandysprings,PATCHUS_GA1 PATCHUS_GA1_REG1 PATCHUS_GA1_REG1_CLS1,US_GA_SANDYSPRINGS,12/17/10,atlanta,33.924198,-84.378601,"30328, 30342, 30350"
422,Smyrna-Vinings,GA,smyrna,PATCHUS_GA1 PATCHUS_GA1_REG2 PATCHUS_GA1_REG2_CLS1,US_GA_SMYRNA_VININGS,11/24/10,atlanta,33.878492,-84.533365,"30080, 30082, 30339"
423,Marietta,GA,marietta,PATCHUS_GA1 PATCHUS_GA1_REG2 PATCHUS_GA1_REG2_CLS1,US_GA_MARIETTA,12/30/10,atlanta,33.954031,-84.536365,"30060, 30064, 30008"
424,Kennesaw,GA,kennesaw,PATCHUS_GA1 PATCHUS_GA1_REG2 PATCHUS_GA1_REG2_CLS1,US_GA_KENNESAW,11/29/10,atlanta,33.996984,-84.585028,"30144, 30152"
425,Acworth,GA,acworth,PATCHUS_GA1 PATCHUS_GA1_REG2 PATCHUS_GA1_REG2_CLS1,US_GA_ACWORTH,12/16/10,atlanta,34.035625,-84.690841,"30101, 30102"
426,Roswell,GA,roswell,PATCHUS_GA1 PATCHUS_GA1_REG2 PATCHUS_GA1_REG2_CLS3,US_GA_ROSWELL,12/14/10,atlanta,34.040773,-84.340866,"30075, 30076"
427,Alpharetta-Milton,GA,alpharetta,PATCHUS_GA1 PATCHUS_GA1_REG2 PATCHUS_GA1_REG2_CLS3,US_GA_ALPHARETTA,12/21/10,atlanta,34.088472,-84.34033,"30004, 30005, 30009, 30022"
428,Duluth,GA,duluth,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS3,US_GA_DULUTH,12/23/10,atlanta,34.00014,-84.138466,"30096, 30097"
429,Buford,GA,buford,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS1,US_GA_BUFORD,8/23/12,atlanta,34.104445,-84.031876,"30518, 30519"
431,Suwanee,GA,suwanee,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS3,US_GA_SUWANEE,12/23/10,atlanta,34.052524,-84.065648,30024
432,Snellville,GA,snellville,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS3,US_GA_SNELLVILLE,12/30/10,atlanta,33.855444,-83.997349,"30039, 30078"
433,Lilburn-Mountain Park,GA,lilburn,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS3,US_GA_LILBURN_MTPARK,11/19/10,atlanta,33.858736,-84.147976,30047
434,Lawrenceville,GA,lawrenceville-ga,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS1,US_GA_LAWRENCEVILLE,12/28/10,atlanta,33.963374,-84.015884,"30043, 30044, 30045, 30046"
435,Loganville-Grayson,GA,loganville,PATCHUS_GA1 PATCHUS_GA2_REG1 PATCHUS_GA2_REG1_CLS1,US_GA_LOGANVILLE_GRAYSON,4/21/11,atlanta,33.819829,-83.870123,"30017, 30052"
438,Rochester-Rochester Hills,MI,rochester,PATCHUS_SMI1 PATCHUS_SMI2_REG1 PATCHUS_SMI2_REG1_CLS1,US_MI_ROCHESTER,10/22/10,detroit,42.689167,-83.121208,"48307, 48309"
439,Clawson,MI,clawson,PATCHUS_SMI1 PATCHUS_SMI2_REG1 PATCHUS_SMI2_REG1_CLS1,US_MI_CLAWSON,10/29/10,detroit,42.536934,-83.146649,48017
440,Brighton,MI,brighton,PATCHUS_SMI1 PATCHUS_SMI2_REG2 PATCHUS_SMI2_REG2_CLS3,US_MI_BRIGHTON,12/20/10,detroit,42.529403,-83.787102,"48114, 48116"
441,Hartland,MI,hartland,PATCHUS_SMI1 PATCHUS_SMI2_REG2 PATCHUS_SMI2_REG2_CLS3,US_MI_HARTLAND,10/26/10,detroit,42.648896,-83.738877,"48114, 48353, 48843"
443,White Lake-Highland,MI,whitelake,PATCHUS_SMI1 PATCHUS_SMI2_REG2 PATCHUS_SMI2_REG2_CLS3,US_MI_WHITELAKE,11/11/10,detroit,42.656516,-83.503902,"48383, 48386, 48356, 48357"
446,Grosse Pointe,MI,grossepointe,PATCHUS_SMI1 PATCHUS_SMI1_REG2 PATCHUS_SMI1_REG2_CLS1,US_MI_GROSSEPOINTE,12/9/10,detroit,42.382602,-82.903806,"48230, 48236"
447,St. Clair Shores,MI,stclairshores,PATCHUS_SMI1 PATCHUS_SMI1_REG2 PATCHUS_SMI1_REG2_CLS2,US_MI_STCLAIRSHORES,11/4/10,detroit,42.495769,-82.89186,"48080, 48081, 48082"
448,Huntington Woods-Berkley,MI,berkley,PATCHUS_SMI1 PATCHUS_SMI1_REG1 PATCHUS_SMI1_REG1_CLS1,US_MI_BERKLEY,11/17/10,detroit,42.499497,-83.181024,"48070, 48072"
449,Ferndale,MI,ferndale,PATCHUS_SMI1 PATCHUS_SMI2_REG1 PATCHUS_SMI2_REG1_CLS1,US_MI_FERNDALE,11/12/10,detroit,42.460978,-83.133517,48220
450,Royal Oak,MI,royaloak,PATCHUS_SMI1 PATCHUS_SMI2_REG1 PATCHUS_SMI2_REG1_CLS1,US_MI_ROYALOAK,11/15/10,detroit,42.507245,-83.157558,"48067, 48073"
451,Birmingham,MI,birmingham,PATCHUS_SMI1 PATCHUS_SMI2_REG1 PATCHUS_SMI2_REG1_CLS1,US_MI_BIRMINGHAM,11/5/10,detroit,42.543429,-83.210314,48009
452,Novi,MI,novi,PATCHUS_SMI1 PATCHUS_SMI2_REG2 PATCHUS_SMI2_REG2_CLS2,US_MI_NOVI,6/29/11,detroit,42.48114,-83.494441,"48374, 48375, 48377"
453,Northville,MI,northville,PATCHUS_SMI1 PATCHUS_SMI2_REG2 PATCHUS_SMI2_REG2_CLS2,US_MI_NORTHVILLE,11/22/10,detroit,42.428927,-83.485248,"48167, 48168"
454,West Bloomfield,MI,westbloomfield,PATCHUS_SMI1 PATCHUS_SMI2_REG1 PATCHUS_SMI2_REG1_CLS1,US_MI_WESTBLOOMFIELD,2/21/11,detroit,42.616861,-83.340809,"48322, 48323, 48320"
455,Mahwah,NJ,mahwah,PATCHUS_NNJ3 PATCHUS_NNJ1_REG2 PATCHUS_NNJ1_REG2_CLS4,US_NJ_MAHWAH,12/28/10,newyork,41.078041,-74.176363,7430
456,Oakland,NJ,oakland,PATCHUS_NNJ3 PATCHUS_NNJ1_REG2 PATCHUS_NNJ1_REG2_CLS1,US_NJ_OAKLAND,8/23/12,newyork,41.028062,-74.237129,7436
458,Fair Lawn-Saddle Brook,NJ,fairlawn-saddlebrook,PATCHUS_NNJ3 PATCHUS_NNJ1_REG2 PATCHUS_NNJ1_REG2_CLS2,US_NJ_FAIRLAWN,9/21/10,newyork,40.936426,-74.118745,"07410, 07663"
