Address,CDS,RTYPE,STYPEleMiddle Schoolentary,SPED,SIZE,CHARTER,SNAME,DNAME,Table,CNAME,INCLUDE,VALID,API12B,ST_RANK,SIM_RANK,GR_TARG,API_TARG,AA_NUM,AA_SIG,AA_API,AA_GT,AA_TARG,AI_NUM,AI_SIG,AI_API,AI_GT,AI_TARG,AS_NUM,AS_SIG,AS_API,AS_GT,AS_TARG,FI_NUM,FI_SIG,FI_API,FI_GT,FI_TARG,HI_NUM,HI_SIG,HI_API,HI_GT,HI_TARG,PI_NUM,PI_SIG,PI_API,PI_GT,PI_TARG,WH_NUM,WH_SIG,WH_API,WH_GT,WH_TARG,MR_NUM,MR_SIG,MR_API,MR_GT,MR_TARG,SD_NUM,SD_SIG,SD_API,SD_GT,SD_TARG,EL_NUM,EL_SIG,EL_API,EL_GT,EL_TARG,DI_NUM,DI_SIG,DI_API,DI_GT,DI_TARG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_91,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E91,PCST_E91,CW_CSTE,VCST_M28,PCST_M28,VCST_M91,PCST_M91,CW_CSTM,VCST_S28,PCST_S28,VCST_S91,PCST_S91,CWS_91,VCST_H28,PCST_H28,VCST_H91,PCST_H91,CW_CSTH,VCHS_E91,PCHS_E91,CW_CHSE,VCHS_M91,PCHS_M91,CW_CHSM,TOT_28,TOT_91,CW_SCI,VCST_LS10,PCST_LS10,CWM2_28,VCSTM2_28,PCSTM2_28,CWM2_91,VCSTM2_91,PCSTM2_91,CWS2_91,VCSTS2_91,PCSTS2_91,IRG5
"Bostonia Elementary, 1390 East Broadway, El Cajon, CA, 92021-5812",37679916037576,S,Elementary,,,,Bostonia Elementary,Cajon Valley Union,3,San Diego,1,359,778,3,5,5,783,43,No,806,,,6,No,,,,4,No,,,,12,No,803,,,132,Yes,756,5,761,4,No,,,,147,Yes,779,5,784,4,No,,,,266,Yes,761,5,766,155,Yes,745,5,750,52,No,655,,,11,2,1,3,40,1,40,1,73,4,0,38,7,15,No,91,93,23,29,N/A,90,15,39,32,12,2,2.48,,,25,76,0,0,0,400,0,397,172.3755501,359,172.320,0,0.000,55.8,359,114.880,0,0.000,37.2,109,21.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,309.00,0.00,7.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Chase Avenue Elementary, 195 East Chase Avenue, El Cajon, CA, 92020-6201",37679916037592,S,Elementary,,,,Chase Avenue Elementary,Cajon Valley Union,3,San Diego,1,498,763,3,4,5,768,31,No,777,,,2,No,,,,6,No,,,,8,No,,,,211,Yes,771,5,776,3,No,,,,216,Yes,741,5,746,8,No,,,,416,Yes,748,5,753,304,Yes,731,5,736,18,No,678,,,7,0,1,1,42,1,43,1,81,4,0,54,6,3,No,92,94,24,32,N/A,73,25,46,21,7,1,2.14,,,27,73,0,0,0,546,0,545,172.7601560,498,239.040,0,0.000,56.4,497,159.040,0,0.000,37.5,129,25.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,423.88,0.00,6.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Naranca Elementary, 1030 Naranca Avenue, El Cajon, CA, 92021-5615",37679916037725,S,Elementary,,,,Naranca Elementary,Cajon Valley Union,3,San Diego,1,427,768,3,8,5,773,52,No,728,,,1,No,,,,8,No,,,,5,No,,,,223,Yes,765,5,770,5,No,,,,122,Yes,771,5,776,4,No,,,,357,Yes,757,5,762,293,Yes,758,5,763,38,No,597,,,13,0,2,1,52,1,28,1,80,3,0,63,5,8,No,87,92,24,30,N/A,90,34,42,16,6,1,1.99,,,31,69,0,0,0,495,0,495,168.3092390,427,204.960,0,0.000,56.7,427,136.640,0,0.000,37.8,101,20.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,361.80,0.00,5.6,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Dehesa Charter, 1441 Montiel Road, Suite 143, Escondido, CA, 92026-2242",37680496119564,S,Elementary,,,D,Dehesa Charter,Dehesa Elementary,3,San Diego,1,742,759,3,1,5,764,41,No,696,,,6,No,,,,24,No,777,,,7,No,,,,111,Yes,727,5,732,0,No,,,,495,Yes,769,5,774,58,No,785,,,80,No,682,,,14,No,512,,,51,No,645,,,5,1,3,1,15,0,67,7,9,1,0,2,1,6,No,86,86,6,6,8,80,1,11,27,32,29,3.76,,,13,34,11,21,20,885,4,858,177.8837004,603,289.440,138,41.400,48.6,601,192.320,114,22.800,31.6,161,32.200,93,20.460,3.0,79,15.800,93,21.390,5.5,64,19.200,2.8,62,18.600,2.7,529.76,150.60,5.1,26,2.600,0.0,0,0.000,0.4,24,2.400,0.3,35,1.750,
"Del Dios Middle, 1400 West Ninth Avenue, Escondido, CA, 92025",37680986038194,S,Middle School,,,,Del Dios Middle,Escondido Union,3,San Diego,1,792,740,3,5,5,745,20,No,750,,,4,No,,,,20,No,907,,,21,No,869,,,648,Yes,718,5,723,5,No,,,,74,No,838,,,0,No,,,,671,Yes,721,5,726,475,Yes,669,7,676,90,No,647,,,3,0,3,3,82,1,10,0,82,10,2,44,24,11,No,96,96,N/A,27,28,90,52,25,14,7,3,1.84,,,0,0,33,67,0,833,0,833,168.4332334,792,380.160,0,0.000,51.4,791,253.120,0,0.000,34.2,270,54.000,0,0.000,0.0,264,52.800,0,0.000,7.1,0,0.000,0.0,0,0.000,0.0,740.08,0.00,7.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Mission Middle, 939 East Mission Avenue, Escondido, CA, 92026",37680986038210,S,Middle School,,,,Mission Middle,Escondido Union,3,San Diego,1,952,753,3,8,5,758,15,No,744,,,0,No,,,,9,No,,,,2,No,,,,897,Yes,751,5,756,0,No,,,,29,No,761,,,0,No,,,,904,Yes,747,5,752,739,Yes,714,5,719,102,No,625,,,2,0,1,0,94,0,3,0,93,8,3,53,34,9,No,96,97,N/A,30,29,81,68,20,8,2,1,1.49,,,0,0,36,64,0,999,0,998,166.3361009,952,456.960,0,0.000,51.7,950,304.000,0,0.000,34.4,309,61.800,0,0.000,0.0,307,61.400,0,0.000,6.9,0,0.000,0.0,0,0.000,0.0,884.16,0.00,7.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Juniper Elementary, 1809 South Juniper Street, Escondido, CA, 92025",37680986038228,S,Elementary,,,,Juniper Elementary,Escondido Union,3,San Diego,1,468,773,3,4,5,778,7,No,,,,1,No,,,,7,No,,,,4,No,,,,406,Yes,763,5,768,0,No,,,,43,No,826,,,0,No,,,,425,Yes,763,5,768,356,Yes,753,5,758,47,No,633,,,2,0,1,1,87,0,9,0,89,10,2,68,7,9,No,94,95,23,29,N/A,70,45,30,16,7,3,1.91,,,27,73,0,0,0,506,0,506,172.4632899,468,224.640,0,0.000,56.6,468,149.760,0,0.000,37.7,112,22.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,396.80,0.00,5.6,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Hidden Valley Middle, 2700 Reed Road, Escondido, CA, 92027-1629",37680986093215,S,Middle School,,,,Hidden Valley Middle,Escondido Union,3,San Diego,1,1179,735,3,3,5,740,31,No,743,,,3,No,,,,27,No,826,,,23,No,812,,,931,Yes,718,5,723,7,No,,,,151,Yes,800,A,A,0,No,,,,991,Yes,720,5,725,648,Yes,679,6,685,121,No,589,,,3,0,2,2,79,1,13,0,80,10,1,36,28,8,No,95,95,N/A,29,29,83,44,27,19,8,2,1.97,,,0,0,35,65,0,1245,0,1245,169.8708004,1178,565.440,0,0.000,52.1,1176,376.320,0,0.000,34.7,356,71.200,0,0.000,0.0,357,71.400,0,0.000,6.6,0,0.000,0.0,0,0.000,0.0,1084.56,0.00,6.6,0,0.000,0.0,2,0.200,0.0,0,0.000,0.0,0,0.000,
"William H. Frazier Elementary, 1835 Gum Tree Lane, Fallbrook, CA, 92028-2108",37681146116420,S,Elementary,,,,William H. Frazier Elementary,Fallbrook Union Elementary,3,San Diego,1,433,775,3,2,5,780,3,No,,,,1,No,,,,4,No,,,,4,No,,,,304,Yes,743,5,748,0,No,,,,117,Yes,859,A,A,0,No,,,,318,Yes,754,5,759,218,Yes,709,5,714,65,No,698,,,1,0,1,1,70,0,27,0,70,12,6,45,8,13,No,96,96,29,30,N/A,94,8,12,20,30,30,3.63,,,20,62,18,0,0,453,2,451,179.0342208,433,207.840,0,0.000,56.8,433,138.560,0,0.000,37.9,97,19.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,365.80,0.00,5.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Mount Miguel High, 8585 Blossom Lane, Spring Valley, CA, 91977",37681303734761,S,High School,,,,Mount Miguel High,Grossmont Union High,3,San Diego,1,962,694,3,5,5,699,173,Yes,651,7,658,6,No,,,,19,No,858,,,58,No,802,,,530,Yes,680,6,686,14,No,750,,,153,Yes,725,5,730,2,No,,,,622,Yes,678,6,684,335,Yes,649,8,657,116,Yes,501,15,516,18,1,2,5,56,1,15,0,60,27,0,25,12,12,No,91,94,N/A,N/A,26,92,15,41,28,11,5,2.50,,,0,0,0,0,100,1111,1,1058,162.8179920,0,0.000,920,276.000,26.6,0,0.000,867,173.400,16.7,0,0.000,590,129.800,12.5,0,0.000,604,138.920,13.4,425,127.500,12.3,445,133.500,12.9,0.00,1036.37,3.0,310,31.000,0.0,0,0.000,0.9,94,9.400,1.6,337,16.850,
"Phoenix High, 1600 North Cuyamaca Street, El Cajon, CA, 92020-1109",37681303739000,S,High School,,S,,Phoenix High,Grossmont Union High,3,San Diego,1,21,707,3,,5,712,1,No,,,,0,No,,,,0,No,,,,0,No,,,,9,No,,,,0,No,,,,11,No,749,,,0,No,,,,8,No,,,,4,No,,,,0,No,,,,12,3,0,1,26,0,58,0,36,5,0,7,6,1,No,16,65,N/A,N/A,10,92,6,40,33,11,10,2.79,,,0,0,0,0,100,130,0,130,,0,0.000,21,6.300,32.2,0,0.000,4,0.800,4.1,0,0.000,9,1.980,10.1,0,0.000,15,3.450,17.6,7,2.100,10.7,8,2.400,12.3,0.00,19.58,2.0,4,0.400,0.0,0,0.000,8.7,17,1.700,2.3,9,0.450,
"Highlands Elementary, 3131 South Barcelona Street, Spring Valley, CA, 91977",37681976038459,S,Elementary,,,,Highlands Elementary,La Mesa-Spring Valley,3,San Diego,1,372,772,3,2,5,777,41,No,708,,,1,No,,,,0,No,,,,3,No,,,,192,Yes,745,5,750,2,No,,,,101,Yes,834,A,A,32,No,810,,,243,Yes,723,5,728,99,Yes,668,7,675,74,Yes,562,12,574,12,0,0,1,52,1,26,8,66,11,0,23,5,18,No,96,96,28,33,N/A,98,12,30,34,15,9,2.80,,,23,57,20,0,0,390,0,390,176.2049895,372,178.560,0,0.000,57.3,371,118.720,0,0.000,38.1,73,14.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,311.88,0.00,4.7,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,Y
"Loma Elementary, 10355 Loma Lane, Spring Valley, CA, 91978",37681976098446,S,Elementary,,,,Loma Elementary,La Mesa-Spring Valley,3,San Diego,1,369,769,3,3,5,774,51,No,780,,,4,No,,,,10,No,,,,14,No,884,,,177,Yes,732,5,737,6,No,,,,79,Yes,808,A,A,28,No,782,,,233,Yes,718,5,723,114,Yes,719,5,724,61,Yes,520,14,534,14,1,3,4,49,2,21,7,64,8,0,23,10,17,No,93,93,25,28,N/A,88,9,30,33,21,6,2.84,,,17,62,21,0,0,399,0,399,174.5823442,369,177.120,0,0.000,56.7,366,117.120,0,0.000,37.5,92,18.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,312.64,0.00,5.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
#N/A,37682056038640,S,Middle School,,,,Palm Middle,Lemon Grove,3,San Diego,1,525,754,3,7,5,759,99,Yes,751,5,756,1,No,,,,18,No,879,,,14,No,908,,,308,Yes,731,5,736,12,No,834,,,62,No,785,,,11,No,811,,,525,Yes,754,5,759,161,Yes,669,7,676,76,No,538,,,20,0,4,2,58,2,12,2,100,14,0,22,13,13,No,93,93,N/A,N/A,28,95,21,29,30,15,5,2.53,,,0,0,0,100,0,569,0,568,168.2333642,525,252.000,0,0.000,48.0,523,167.360,0,0.000,31.9,263,52.600,0,0.000,0.0,263,52.600,0,0.000,10.0,0,0.000,0.0,0,0.000,0.0,524.66,0.00,10.0,0,0.000,0.0,1,0.100,0.0,0,0.000,0.0,0,0.000,
"Vista La Mesa Academy, 3900 Violet Street, La Mesa, CA, 91941",37682056038673,S,Elementary,,,,Vista La Mesa Academy,Lemon Grove,3,San Diego,1,445,778,3,4,5,783,79,Yes,750,5,755,3,No,,,,33,No,899,,,14,No,880,,,236,Yes,767,5,772,1,No,,,,53,No,775,,,26,No,757,,,445,Yes,778,5,783,159,Yes,748,5,753,33,No,602,,,19,1,7,3,52,0,12,6,100,16,0,25,11,4,No,92,92,29,28,28,97,12,31,38,14,5,2.71,,,20,41,14,25,0,488,0,487,172.4637215,445,213.600,0,0.000,54.6,444,142.080,0,0.000,36.3,119,23.800,0,0.000,0.0,58,11.600,0,0.000,3.0,0,0.000,0.0,0,0.000,0.0,391.08,0.00,6.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Mountain Peak Charter, 3220 Executive Ridge, Suite 160, Vista, CA, 92081-8572",37682130120253,S,Elementary,,,D,Mountain Peak Charter,Mountain Empire Unified,3,San Diego,1,338,770,3,1,5,775,8,No,,,,1,No,,,,9,No,,,,1,No,,,,152,Yes,762,5,767,2,No,,,,165,Yes,785,5,790,0,No,,,,137,Yes,742,5,747,40,No,686,,,34,No,606,,,4,1,3,0,45,1,48,0,39,0,0,8,4,8,No,88,89,15,10,2,97,6,15,36,23,20,3.36,,,11,37,16,32,5,386,3,382,177.1971467,323,155.040,15,4.500,52.8,323,103.360,14,2.800,35.2,93,18.600,11,2.420,0.8,54,10.800,8,1.840,4.2,3,0.900,0.3,4,1.200,0.4,287.80,14.21,6.3,3,0.300,0.0,0,0.000,0.0,1,0.100,0.0,3,0.150,
"Pivot Charter School - San Diego, 1030 La Bonita Drive, Suite 350, San Marcos, CA, 92078",37682130123240,S,High School,,S,D,Pivot Charter School - San Diego,Mountain Empire Unified,3,San Diego,1,39,701,3,,5,706,2,No,,,,0,No,,,,2,No,,,,0,No,,,,11,No,686,,,0,No,,,,24,No,715,,,0,No,,,,16,No,777,,,2,No,,,,2,No,,,,10,0,4,4,18,0,65,0,30,0,0,2,0,2,No,49,49,N/A,1,5,94,8,12,42,22,17,3.28,,,0,0,10,14,76,83,0,77,,8,3.840,31,9.300,33.8,8,2.560,17,3.400,15.3,4,0.800,12,2.640,6.8,4,0.800,18,4.140,12.7,12,3.600,9.3,15,4.500,11.6,8.00,30.88,5.4,13,1.300,0.0,0,0.000,3.6,14,1.400,1.5,12,0.600,
"Integrity Charter, 701 National City Boulevard, National City, CA, 91950-1123",37682210101360,S,Elementary,,,D,Integrity Charter,National Elementary,3,San Diego,1,179,775,3,2,5,780,5,No,,,,1,No,,,,0,No,,,,1,No,,,,162,Yes,774,5,779,1,No,,,,2,No,,,,0,No,,,,84,Yes,764,5,769,140,Yes,758,5,763,13,No,673,,,3,1,0,1,90,1,1,0,33,4,0,67,10,7,No,98,98,18,21,N/A,89,26,28,31,10,6,2.40,,,21,42,13,23,0,183,0,183,177.6499844,179,85.920,0,0.000,55.6,179,57.280,0,0.000,37.1,40,8.000,0,0.000,0.0,17,3.400,0,0.000,2.2,0,0.000,0.0,0,0.000,0.0,154.60,0.00,5.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Central Elementary, 933 E Avenue, National City, CA, 91950-3416",37682216038731,S,Elementary,,,,Central Elementary,National Elementary,3,San Diego,1,477,767,3,4,5,772,7,No,,,,0,No,,,,13,No,856,,,26,No,902,,,420,Yes,755,5,760,2,No,,,,7,No,,,,2,No,,,,477,Yes,767,5,772,343,Yes,754,5,759,60,No,720,,,1,0,3,5,88,1,2,0,100,18,0,67,6,12,No,94,95,19,30,N/A,87,32,33,23,11,2,2.19,,,22,58,20,0,0,511,0,511,172.9633394,477,228.960,0,0.000,57.4,477,152.640,0,0.000,38.3,86,17.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,398.80,0.00,4.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"El Toyon Elementary, 2000 East Division Street, National City, CA, 91950-1823",37682216038749,S,Elementary,,,,El Toyon Elementary,National Elementary,3,San Diego,1,313,758,3,3,5,763,17,No,673,,,0,No,,,,5,No,,,,22,No,890,,,265,Yes,755,5,760,2,No,,,,2,No,,,,0,No,,,,313,Yes,758,5,763,233,Yes,761,5,766,35,No,587,,,6,0,2,8,83,1,1,0,100,18,0,73,2,11,No,95,95,22,32,N/A,81,32,29,25,12,2,2.24,,,20,63,17,0,0,332,1,330,172.6648413,313,150.240,0,0.000,57.0,313,100.160,0,0.000,38.0,65,13.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,263.40,0.00,4.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Lincoln Acres, 2200 Lanoitan Avenue, National City, CA, 91950-6298",37682216038798,S,Elementary,,,,Lincoln Acres,National Elementary,3,San Diego,1,422,769,3,4,5,774,9,No,,,,0,No,,,,8,No,,,,5,No,,,,376,Yes,759,5,764,2,No,,,,17,No,804,,,1,No,,,,422,Yes,769,5,774,319,Yes,758,5,763,68,Yes,680,6,686,2,0,2,1,88,1,4,0,100,19,0,67,7,14,No,94,95,19,32,N/A,82,26,35,22,14,4,2.35,,,22,60,18,0,0,449,0,449,172.9119244,422,202.560,0,0.000,57.3,422,135.040,0,0.000,38.2,79,15.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,353.40,0.00,4.5,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Learning Choice Academy, 4215 Spring Street, Suite 321, La Mesa, CA, 91941",37683380106799,S,Elementary,,,D,Learning Choice Academy,San Diego Unified,3,San Diego,1,494,759,3,5,5,764,31,No,764,,,8,No,,,,13,No,838,,,25,No,742,,,216,Yes,739,5,744,1,No,,,,200,Yes,776,5,781,0,No,,,,245,Yes,714,5,719,40,No,626,,,60,No,622,,,6,2,3,5,42,0,42,0,49,0,0,5,7,11,No,86,88,3,3,5,93,4,18,28,29,21,3.46,,,11,30,9,20,30,590,11,577,170.7618839,353,169.440,141,42.300,45.0,351,112.320,138,27.600,29.7,100,20.000,134,29.480,6.3,49,9.800,92,21.160,6.6,54,16.200,3.4,57,17.100,3.6,311.56,158.79,5.2,44,4.400,0.0,0,0.000,0.1,3,0.300,0.1,5,0.250,
"Kearny Construction Tech, 7651 Wellington Way, San Diego, CA, 92111",37683380107102,S,High School,,,,Kearny Construction Tech,San Diego Unified,3,San Diego,1,251,702,3,7,5,707,36,No,632,,,0,No,,,,28,No,812,,,5,No,,,,158,Yes,686,6,692,2,No,,,,19,No,795,,,3,No,,,,203,Yes,701,5,706,117,Yes,649,8,657,39,No,522,,,14,0,11,2,62,1,7,2,77,16,1,25,30,14,No,93,96,N/A,N/A,27,83,23,35,27,11,4,2.39,,,0,0,0,0,100,271,0,268,161.8021652,0,0.000,251,75.300,25.3,0,0.000,246,49.200,16.5,0,0.000,242,53.240,17.9,0,0.000,173,39.790,13.4,121,36.300,12.2,111,33.300,11.2,0.00,297.83,3.4,100,10.000,0.0,0,0.000,0.2,5,0.500,0.1,4,0.200,
#N/A,37683380107185,S,High School,,,,Crawford CHAMPS,San Diego Unified,3,San Diego,1,222,700,3,9,5,705,69,Yes,668,7,675,0,No,,,,75,Yes,767,5,772,2,No,,,,72,Yes,647,8,655,0,No,,,,4,No,,,,0,No,,,,221,Yes,701,5,706,146,Yes,664,7,671,23,No,471,,,32,0,34,1,32,0,2,0,99,10,0,42,38,11,No,91,95,N/A,N/A,16,88,46,35,11,6,2,1.82,,,0,0,0,0,100,256,0,249,155.3493851,0,0.000,222,66.600,26.9,0,0.000,218,43.600,17.6,0,0.000,113,24.860,10.1,0,0.000,156,35.880,14.5,104,31.200,12.6,104,31.200,12.6,0.00,247.19,3.4,84,8.400,0.0,0,0.000,0.2,4,0.400,2.0,101,5.050,
"Iftin Charter, 5465 El Cajon Boulevard, San Diego, CA, 92115-3620",37683380108548,S,Elementary,,,D,Iftin Charter,San Diego Unified,3,San Diego,1,251,762,3,9,5,767,217,Yes,766,5,771,0,No,,,,7,No,,,,0,No,,,,5,No,,,,0,No,,,,7,No,,,,0,No,,,,249,Yes,763,5,768,223,Yes,756,5,761,15,No,488,,,86,0,3,0,2,0,3,0,99,0,0,88,0,6,No,91,96,20,21,N/A,0,0,0,0,0,0,,,,18,46,12,24,0,278,0,278,157.3016550,251,120.480,0,0.000,55.0,251,80.320,0,0.000,36.6,66,13.200,0,0.000,0.0,26,5.200,0,0.000,2.4,0,0.000,0.0,0,0.000,0.0,219.20,0.00,6.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"King-Chavez Arts Academy, 415 31st Street, San Diego, CA, 92102-4236",37683380109033,S,Elementary,,,D,King-Chavez Arts Academy,San Diego Unified,3,San Diego,1,159,775,3,7,5,780,6,No,,,,0,No,,,,0,No,,,,0,No,,,,151,Yes,780,5,785,0,No,,,,2,No,,,,0,No,,,,159,Yes,775,5,780,137,Yes,779,5,784,8,No,,,,4,0,0,0,95,0,1,0,100,4,0,83,3,5,No,95,99,20,28,N/A,69,31,52,11,3,3,1.96,,,0,100,0,0,0,169,2,167,171.5126094,159,76.320,0,0.000,55.7,159,50.880,0,0.000,37.1,49,9.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,137.00,0.00,7.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"King-Chavez Athletics Academy, 415 31st Street, San Diego, CA, 92102-4236",37683380109041,S,Elementary,,,D,King-Chavez Athletics Academy,San Diego Unified,3,San Diego,1,160,777,3,5,5,782,6,No,,,,0,No,,,,2,No,,,,0,No,,,,151,Yes,766,5,771,0,No,,,,1,No,,,,0,No,,,,160,Yes,777,5,782,136,Yes,770,5,775,7,No,,,,4,0,1,0,95,0,1,0,100,3,0,78,6,4,No,98,98,19,27,N/A,68,40,37,15,5,3,1.94,,,0,100,0,0,0,166,2,164,173.0218434,160,76.800,0,0.000,55.7,160,51.200,0,0.000,37.2,49,9.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,137.80,0.00,7.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Mission Bay High, 2475 Grand Avenue, San Diego, CA, 92109-4825",37683383734431,S,High School,,,,Mission Bay High,San Diego Unified,3,San Diego,1,978,693,3,3,5,698,110,Yes,638,8,646,4,No,,,,33,No,813,,,11,No,766,,,642,Yes,667,7,674,2,No,,,,159,Yes,802,A,A,16,No,784,,,722,Yes,665,7,672,375,Yes,605,10,615,129,Yes,542,13,555,11,0,3,1,65,0,17,2,70,25,0,16,36,13,No,96,97,N/A,N/A,28,83,22,29,23,16,11,2.64,,,0,0,0,0,100,1030,2,1015,166.7911947,0,0.000,973,291.900,26.2,0,0.000,956,191.200,17.2,0,0.000,906,199.320,17.9,0,0.000,639,146.970,13.2,412,123.600,11.1,398,119.400,10.7,0.00,1112.44,3.2,351,35.100,0.0,0,0.000,0.2,22,2.200,0.2,55,2.750,
"Chollas/Mead Elementary, 401 North 45th Street, San Diego, CA, 92102-4732",37683386039382,S,Elementary,,,,Chollas/Mead Elementary,San Diego Unified,3,San Diego,1,520,766,3,4,5,771,45,No,790,,,3,No,,,,41,No,828,,,3,No,,,,417,Yes,757,5,762,5,No,,,,2,No,,,,4,No,,,,520,Yes,766,5,771,375,Yes,757,5,762,51,No,646,,,9,1,8,1,80,1,0,1,100,22,0,65,7,10,No,94,96,25,30,N/A,80,30,41,17,9,2,2.12,,,22,63,15,0,0,557,2,554,171.9881103,520,249.600,0,0.000,56.9,520,166.400,0,0.000,37.9,113,22.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,438.60,0.00,5.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Euclid Elementary, 4166 Euclid Avenue, San Diego, CA, 92105-1910",37683386039523,S,Elementary,,,,Euclid Elementary,San Diego Unified,3,San Diego,1,361,765,3,4,5,770,30,No,798,,,0,No,,,,47,No,822,,,0,No,,,,279,Yes,750,5,755,1,No,,,,2,No,,,,2,No,,,,361,Yes,765,5,770,318,Yes,764,5,769,28,No,600,,,9,0,13,0,77,0,1,1,100,14,1,79,9,6,No,95,97,22,31,N/A,95,49,30,12,5,4,1.83,,,25,75,0,0,0,388,0,388,171.9089391,361,173.280,0,0.000,56.6,361,115.520,0,0.000,37.7,88,17.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,306.40,0.00,5.7,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Field Elementary, 4375 Bannock Avenue, San Diego, CA, 92117-2810",37683386039556,S,Elementary,,,,Field Elementary,San Diego Unified,3,San Diego,1,194,762,3,2,5,767,7,No,,,,0,No,,,,9,No,,,,7,No,,,,150,Yes,763,5,768,3,No,,,,13,No,647,,,5,No,,,,194,Yes,762,5,767,126,Yes,779,5,784,34,No,590,,,3,0,5,3,77,1,7,3,100,21,0,43,23,15,No,96,97,21,37,N/A,91,15,42,24,14,5,2.51,,,20,55,25,0,0,204,2,202,174.8447146,194,93.120,0,0.000,57.7,194,62.080,0,0.000,38.5,31,6.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,161.40,0.00,3.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Horton Elementary, 5050 Guymon Street, San Diego, CA, 92102-3734",37683386039754,S,Elementary,,,,Horton Elementary,San Diego Unified,3,San Diego,1,354,767,3,6,5,772,23,No,795,,,0,No,,,,25,No,884,,,0,No,,,,297,Yes,755,5,760,2,No,,,,1,No,,,,6,No,,,,354,Yes,767,5,772,274,Yes,752,5,757,63,Yes,758,5,763,7,0,7,0,84,1,0,2,100,13,0,61,16,17,No,93,95,19,31,N/A,97,47,31,17,5,1,1.82,,,24,58,18,0,0,381,0,381,169.7023159,354,169.920,0,0.000,57.2,352,112.640,0,0.000,37.9,72,14.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,296.96,0.00,4.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
