School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,,CCRPI Score,address
2012,667,Gwinnett County,1212,Gwinnett Online Campus,"09, 10, 11, 12",H,62.5,8.1,NA,0,,0,measle_turquoise,83.1,"Gwinnett Online Campus, 2595 Beaver Ruin Road, Building F, Norcross, GA, 300714124"
2012,642,Dawson County,198,Dawson County High School,"09, 10, 11, 12",H,54.9,10.4,15,0,3,3,measle_turquoise,83.3,"Dawson County High School , 1665 Perimeter Rd , Dawsonville, GA, 30534-4328"
2012,644,DeKalb County,5055,Dunwoody High School,"09, 10, 11, 12",H,56.9,11,13.1,0,2.7,2.7,measle_turquoise,83.7,"Dunwoody High School, 5035 Vermack Rd, Dunwoody, GA, 30338-4626"
2012,658,Forsyth County,5050,Forsyth Central High School,"09, 10, 11, 12",H,57.9,9.7,14.1,0.5,2.2,2.7,measle_turquoise,84.4,"Forsyth Central High School, 520 Tribble Gap Rd, Cumming, GA, 30040-2226"
2012,675,Henry County,307,Ola High School,"09, 10, 11, 12",H,58,11.4,14.1,0,0.9,0.9,measle_turquoise,84.4,"Ola High School, 357 N Ola Rd , Mcdonough, GA, 30252-5621"
2012,678,Jackson County,107,East Jackson Comprehensive High School,"09, 10, 11, 12",H,54.6,11.1,14.1,0,4.9,4.9,measle_turquoise,84.7,"East Jackson Comprehensive High School, 1435 Hoods Mill Rd , Commerce, GA, 30529-7241"
2012,747,Walton County,199,Loganville High School,"09, 10, 11, 12",H,56.1,10.2,15,0,3.4,3.4,measle_turquoise,84.7,"Loganville High School, 3305 Highway 78, Loganville, GA, 30052-3715"
2012,625,Chatham County,115,Woodville-Tompkins Technical and Career High School,"PK, 09",H,53.9,9.9,13.8,0,7.4,7.4,small_yellow,85,"Woodville-Tompkins Technical and Career High School, 151 Coach Joe Turner St, Savannah, GA, 31408-3437"
2012,667,Gwinnett County,105,Mill Creek High School,"09, 10, 11, 12",H,59.7,9.1,15,0.5,0.7,1.2,small_yellow,85,"Mill Creek High School, 4400 Braselton Hwy, Hoschton, GA, 30548-1621"
2012,678,Jackson County,191,Jackson County High School,"09, 10, 11, 12",H,56.3,10.6,14.1,0,4.9,4.9,small_yellow,85.9,"Jackson County High School, 1668 Winder Hwy, Jefferson, GA, 30549-5458"
2012,628,Cherokee County,197,Woodstock High School,"09, 10, 11, 12",H,60,10.4,15,0,0.8,0.8,small_yellow,86.2,"Woodstock High School, 2010 Towne Lake Hills South Dr , Woodstock, GA, 30189-5288"
2012,633,Cobb County,2056,North Cobb High School,"09, 10, 11, 12",H,56,11.6,15,0,3.9,3.9,small_yellow,86.5,"North Cobb High School, 3400 Old 41 Hwy NW, Kennesaw, GA, 30144-1072"
2012,669,Hall County,1556,North Hall High School,"09, 10, 11, 12",H,59.1,11.1,15,0,1.3,1.3,small_yellow,86.5,"North Hall High School, 4885 Mount Vernon Rd, Gainesville, GA, 30506-2765"
2012,667,Gwinnett County,176,Parkview High School,"09, 10, 11, 12",H,60.8,9.8,14.1,0.5,1.8,2.3,small_yellow,87,"Parkview High School, 998 Cole Rd SW, Lilburn, GA, 30047-5422"
2012,660,Fulton County,506,Fulton Science Academy High School,"09, 10, 11, 12",H,59.5,12.7,15,0,0,0,small_yellow,87.2,"Fulton Science Academy High School, 4100 Old Milton Pkwy , Alpharetta, GA, 30005-4442"
2012,633,Cobb County,373,Sprayberry High School,"09, 10, 11, 12",H,57.7,11.1,15,0,3.7,3.7,small_yellow,87.5,"Sprayberry High School, 2525 Sandy Plains Rd , Marietta, GA, 30066-5717"
2012,628,Cherokee County,191,Sequoyah High School,"09, 10, 11, 12",H,60.5,11.3,15,0,0.7,0.7,small_yellow,87.5,"Sequoyah High School, 4485 Hickory Rd , Canton, GA, 30115-4194"
2012,628,Cherokee County,176,Etowah High School,"09, 10, 11, 12",H,60.7,10.5,15,0.5,0.8,1.3,small_yellow,87.5,"Etowah High School, 6565 Putnam Ford Dr, Woodstock, GA, 30189-1501"
2012,628,Cherokee County,106,Creekview High School,"09, 10, 11, 12",H,61,10.4,15,0.5,0.6,1.1,small_yellow,87.5,"Creekview High School, 1550 Owens Store Rd , Canton, GA, 30115-8903"
2012,658,Forsyth County,195,North Forsyth High School,"09, 10, 11, 12",H,59.9,10.6,15,1,1.7,2.7,small_yellow,88.2,"North Forsyth High School, 3635 Coal Mountain Dr , Cumming, GA, 30028-3279"
2012,628,Cherokee County,115,River Ridge High School,"09, 10, 11",H,62.8,10.5,14.1,0,0.8,0.8,small_yellow,88.2,"River Ridge High School, 400 Arnold Mill Rd, Woodstock, GA, 30188-2834"
2012,658,Forsyth County,107,West Forsyth High School,"09, 10, 11, 12",H,62.7,10,15,0,1,1,small_yellow,88.7,"West Forsyth High School, 4155 Drew Rd , Cumming, GA, 30040-9441"
2012,667,Gwinnett County,805,Peachtree Ridge High School,"09, 10, 11, 12",H,60.2,10.6,15,0,3,3,small_yellow,88.8,"Peachtree Ridge High School, 1555 Old Peachtree Rd NW , Suwanee, GA, 30024-2012"
2012,633,Cobb County,209,Allatoona High School,"09, 10, 11, 12",H,59.6,11.3,15,0,3,3,small_yellow,88.9,"Allatoona High School, 3300 Dallas Acworth Hwy NW , Acworth, GA, 30101-7659"
2012,660,Fulton County,205,Alpharetta High School,"09, 10, 11, 12",H,62,10.5,15,0,1.5,1.5,small_yellow,89,"Alpharetta High School, 3595 Webb Bridge Rd, Alpharetta, GA, 30005-4140"
2012,633,Cobb County,101,Kennesaw Mountain High School,"09, 10, 11, 12",H,59.8,11.1,15,0.5,2.9,3.4,small_yellow,89.3,"Kennesaw Mountain High School, 1898 Kennesaw Due West Rd NW , Kennesaw, GA, 30152-4221"
2012,667,Gwinnett County,4556,North Gwinnett High School,"09, 10, 11, 12",H,62.9,10.8,15,0,1.2,1.2,small_yellow,89.9,"North Gwinnett High School, 20 Level Creek Rd, Suwanee, GA, 30024-1714"
2012,708,Oconee County,293,Oconee County High School,"09, 10, 11, 12",H,62.8,9.8,15,0.5,2.6,3.1,small_yellow,90.7,"Oconee County High School, 2721 Hog Mountain Rd , Watkinsville, GA, 30677-4818"
2012,675,Henry County,101,Union Grove High,"09, 10, 11, 12",H,63.4,11.7,15,0,0.8,0.8,small_yellow,90.9,"Union Grove High, 120 E Lake Rd , Mcdonough, GA, 30252-4812"
2012,660,Fulton County,910,Johns Creek High School,"09, 10, 11, 12",H,63.7,11.2,15,0,1,1,small_yellow,90.9,"Johns Creek High School, 5575 State Bridge Rd, Johns Creek, GA, 30022-8165"
2012,660,Fulton County,392,Chattahoochee High School,"09, 10, 11, 12",H,62.8,12.2,15,0.5,1.3,1.8,small_yellow,91.8,"Chattahoochee High School, 5230 Taylor Rd, Alpharetta, GA, 30022-6015"
2012,667,Gwinnett County,182,Brookwood High School,"09, 10, 11, 12",H,63.9,10.8,15,1,1.1,2.1,small_yellow,91.8,"Brookwood High School, 1255 Dogwood Rd , Snellville, GA, 30078-2249"
2012,633,Cobb County,707,Hillgrove High School,"09, 10, 11, 12",H,62.7,12.3,15,0.5,2.6,3.1,small_yellow,93.1,"Hillgrove High School, 4165 Luther Ward Rd , Powder Springs, GA, 30127-1185"
2012,660,Fulton County,203,Northview High School,"09, 10, 11, 12",H,64.9,11.8,15,0.5,1.1,1.6,small_yellow,93.3,"Northview High School, 10625 Parsons Rd, Duluth, GA, 30097-1717"
2012,660,Fulton County,106,Milton High School,"09, 10, 11, 12",H,65.5,11.7,15,0.5,0.8,1.3,small_yellow,93.5,"Milton High School, 13025 Birmingham Hwy, Alpharetta, GA, 30004-7306"
2012,633,Cobb County,192,Harrison High School,"09, 10, 11, 12",H,64.9,12,15,0.5,1.5,2,small_yellow,93.9,"Harrison High School, 4500 Due West Rd NW, Kennesaw, GA, 30152-3855"
2012,658,Forsyth County,190,South Forsyth High School,"09, 10, 11, 12",H,65.5,12.1,15,0,1.3,1.3,small_yellow,93.9,"South Forsyth High School, 585 Peachtree Pkwy , Cumming, GA, 30041-6821"
2012,633,Cobb County,188,Pope High School,"09, 10, 11, 12",H,65.8,11.8,15,0,1.5,1.5,small_yellow,94.1,"Pope High School, 3001 Hembree Rd NE, Marietta, GA, 30062-4205"
2012,633,Cobb County,175,Walton High School,"09, 10, 11, 12",H,65.8,11.5,15,1,1.1,2.1,small_yellow,94.4,"Walton High School, 1590 Bill Murdock Rd, Marietta, GA, 30062-5953"
2012,633,Cobb County,381,Lassiter High School,"09, 10, 11, 12",H,66,11.8,15,0.5,1.1,1.6,small_yellow,94.4,"Lassiter High School, 2601 Shallowford Rd , Marietta, GA, 30066-3038"
2012,658,Forsyth County,214,Lambert High School,"09, 10, 11, 12",H,67.2,11.4,15,0,1,1,small_yellow,94.6,"Lambert High School, 805 Nichols Rd, Suwanee, GA, 30024-1603"
2012,708,Oconee County,105,North Oconee High School,"09, 10, 11, 12",H,64.9,11.4,15,1.5,2,3.5,small_yellow,94.8,"North Oconee High School, 1081 Rocky Branch Rd , Bogart, GA, 30622-2799"
2012,644,DeKalb County,407,Dekalb Early College Academy,"09, 10, 11, 12",H,63.6,12.1,15,0,4.5,4.5,small_green,95.2,"Dekalb Early College Academy, 1701 Mountain Industrial Blvd , Stone Mountain, GA, 30083-1027"
2012,644,DeKalb County,410,DeKalb School of the Arts,"08, 09, 10, 11, 12",H,67.1,10.1,15,1,2.3,3.3,small_green,95.5,"DeKalb School of the Arts, 1192 Clarendon Ave, Avondale Estates, GA, 30002-1570"
2012,625,Chatham County,499,Savannah Arts Academy,"09, 10, 11, 12",H,69.6,11,15,1.5,0.9,2.4,small_green,98,"Savannah Arts Academy, 500 Washington Ave , Savannah, GA, 31405-2358"
2012,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology","09, 10, 11, 12",H,69.1,11,15,1.5,3.2,4.7,small_green,99.8,"Gwinnett School of Mathematics, Science and Technology, 970 Mcelvaney Ln, Lawrenceville, GA, 30044-2300"
2012,622,Carroll County,112,KidsPeace,"06, 07, 08, 09, 10, 11",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"KidsPeace, 101 Kidspeace Dr, Bowdon, GA, 30108-3447"
2012,625,Chatham County,209,Savannah Gateway to College,"10, 11, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Savannah Gateway to College, 5717 White Bluff Rd, Savannah, GA, 31405-5521"
2012,625,Chatham County,107,UHS of Savannah Coastal Harbor Treatment Center,"04, 05, 06, 11",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"UHS of Savannah Coastal Harbor Treatment Center, 1150 Cornell Ave , Savannah, GA, 31406-2702"
2012,625,Chatham County,3062,Low Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 08, 09, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Low Elementary School, 15 Blue Ridge Ave , Savannah, GA, 31404-5800"
2012,633,Cobb County,807,Devereux Ackerman Academy,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Devereux Ackerman Academy, 1291 Stanley Rd NW , Kennesaw, GA, 30152-4359"
2012,644,DeKalb County,503,East DeKalb Special Education Center,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 09, 10, 11",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"East DeKalb Special Education Center, 5839 Memorial Dr , Stone Mountain, GA, 30083-3486"
2012,644,DeKalb County,302,DeKalb Transition School,"06, 07, 08, 09",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"DeKalb Transition School, 2670 Old Wesley Chapel Rd, Decatur, GA, 30034-2354"
2012,644,DeKalb County,510,Margaret Harris Comprehensive School,"PK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Margaret Harris Comprehensive School, 1634 Knob Hill Dr NE, Atlanta, GA, 30329-3209"
2012,644,DeKalb County,707,UHS of Laurel Heights,"03, 04, 05, 06, 07, 08, 09, 10, 11",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"UHS of Laurel Heights, 934 Briarcliff Rd NE , Atlanta, GA, 30306-2618"
2012,648,Douglas County,507,Youth Villages at Inner Harbour,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Youth Villages at Inner Harbour, 4685 Dorsett Shoals Rd , Douglasville, GA, 30135-4921"
2012,660,Fulton County,307,Georgia Baptist Chidlren's Home and Family Ministries,"03, 04, 05, 06, 07, 08, 09, 10",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Georgia Baptist Chidlren's Home and Family Ministries, 9250 Hutcheson Ferry Rd , Palmetto, GA, 30268-2303"
2012,667,Gwinnett County,708,Oakland Meadow School,"PK, KK, 01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Oakland Meadow School, 590 Old Snellville Hwy , Lawrenceville, GA, 30046-9318"
2012,707,Newton County,113,Challenge Charter Academy,"06, 07, 08, 09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Challenge Charter Academy, 8134 Geiger St NW, Covington, GA, 30014-1288"
2012,715,Polk County,207,Harpst Academy,"04, 05, 06, 07, 08, 09, 10, 11",H,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Harpst Academy, 740 Fletcher St , Cedartown, GA, 30125-3249"
