School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score
2012,710,Paulding County,2352,Herschel Jones Middle School,"06, 07, 08",M,54.3,9.9,8.3,0,1.9,1.9,74.4
2012,774,Dublin City,0102,Dublin Middle School,"06, 07, 08",M,52.4,10.7,11.3,0,0,0,74.4
2012,605,Baldwin County,0199,Creekside Elementary School,"KK, 01, 02, 03, 04, 05",E,52.3,9.9,9.8,1,1.5,2.5,74.5
2012,633,Cobb County,0110,International Academy of Smyrna,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,51.4,11.4,11.3,0,0.4,0.4,74.5
2012,721,Richmond County,2064,Warren Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.7,8.9,8.3,0,0.6,0.6,74.5
2012,755,Whitfield County,3052,Tunnel Hill Elementary School,"KK, 01, 02, 03, 04, 05",E,53.3,7.8,9,1,3.4,4.4,74.5
2012,792,Valdosta City,0106,J. L. Lomax Elementary School,"KK, 01, 02, 03, 04, 05",E,47.5,9.7,11.3,0,6,6,74.5
2012,792,Valdosta City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,51,9.2,10.5,0,3.8,3.8,74.5
2012,614,Brooks County,0197,Brooks County Middle School,"06, 07, 08",M,52.9,8.6,10.5,0,2.6,2.6,74.6
2012,634,Coffee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,48.1,9.6,13.1,0,3.8,3.8,74.6
2012,686,Lanier County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,53,8.8,9.8,0,3,3,74.6
2012,724,Screven County,0197,Screven County Middle School,"06, 07, 08",M,50,10.1,9,0.5,5,5.5,74.6
2012,741,Troup County,1052,LaGrange High School,"09, 10, 11, 12",H,51.7,9.8,13.1,0,0,0,74.6
2012,776,Gainesville City,3050,Gainesville High School,"09, 10, 11, 12",H,49.3,10,11.3,0.5,3.5,4,74.6
2012,612,Bleckley County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,52.7,9.4,11.3,0,1.3,1.3,74.7
2012,632,Clinch County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,53.5,9.8,9.8,0,1.6,1.6,74.7
2012,633,Cobb County,1060,Garrett Middle School,"06, 07, 08",M,51.1,9.4,12,0.5,1.7,2.2,74.7
2012,638,Coweta County,1054,Ruth Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.7,9.4,8.3,1,2.3,3.3,74.7
2012,667,Gwinnett County,1016,Anderson-Livsey Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.7,9.9,9,1,2.1,3.1,74.7
2012,667,Gwinnett County,1018,Lanier High School,"09, 10, 11, 12",H,50.6,9.6,13.1,0.5,0.9,1.4,74.7
2012,671,Haralson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,55.3,9,8.3,0,2.1,2.1,74.7
2012,685,Lamar County,0199,Lamar County Middle School,"06, 07, 08",M,53.2,9.1,10.5,0.5,1.4,1.9,74.7
2012,689,Liberty County,0183,Lyman Hall Elementary School,"KK, 01, 02, 03, 04, 05",E,53.9,9.7,7.5,0.5,3.1,3.6,74.7
2012,721,Richmond County,0114,Pine Hill Middle School,"06, 07, 08",M,50,8.7,13.5,0.5,2,2.5,74.7
2012,601,Appling County,5050,Fourth District Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.3,9.7,7.5,1,3.3,4.3,74.8
2012,636,Columbia County,0183,Harlem High School,"09, 10, 11, 12",H,50.8,10.5,13.1,0,0.4,0.4,74.8
2012,648,Douglas County,5052,Annette Winn Elementary School,"KK, 01, 02, 03, 04, 05",E,47.9,11.1,10.5,0,5.3,5.3,74.8
2012,683,Johnson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.7,7.6,7.5,0,5,5,74.8
2012,738,Toombs County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.2,8.9,8.3,0,3.4,3.4,74.8
2012,750,Washington County,0199,T. J. Elder Middle School,"06, 07, 08",M,54.2,9.1,9,0.5,2,2.5,74.8
2012,755,Whitfield County,4050,Dug Gap Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.2,9,9.8,1,6.8,7.8,74.8
2012,622,Carroll County,0212,Mt. Zion High School,"09, 10, 11, 12",H,49.7,9.9,13.1,0.5,1.7,2.2,74.9
2012,627,Chattooga County,3050,Menlo Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,52.7,8.9,8.3,1,4,5,74.9
2012,641,Dade County,0101,Dade Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.9,8.2,9,0.5,1.3,1.8,74.9
2012,658,Forsyth County,0219,i-Achieve Academy,"06, 07, 08, 09, 10, 11, 12",M,56.7,7,NA,0,,0,74.9
2012,675,Henry County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,52.1,10.2,11.3,0,1.3,1.3,74.9
2012,755,Whitfield County,2052,Pleasant Grove Elementary School,"KK, 01, 02, 03, 04, 05",E,50.1,9.7,10.5,1,3.6,4.6,74.9
2012,785,Rome City,0173,West Central Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,50.1,9.6,9,1,5.2,6.2,74.9
2012,616,Bulloch County,0203,New Southeast Bulloch High School,"PK, 09, 10, 11, 12",H,51.7,7.7,11.3,0,4.3,4.3,75
2012,659,Franklin County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.1,8.2,9,0,1.7,1.7,75
2012,663,Glynn County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,50.8,9.4,13.1,0,1.7,1.7,75
2012,709,Oglethorpe County,0198,Oglethorpe County Elementary School,"03, 04, 05",E,55.4,8.5,9,0,2.1,2.1,75
2012,717,Putnam County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,48,10.7,12.2,0,4.1,4.1,75
2012,623,Catoosa County,3050,Cloud Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.4,8.4,9,1,2.3,3.3,75.1
2012,644,DeKalb County,3064,Pleasantdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.1,9.7,12,1,1.3,2.3,75.1
2012,686,Lanier County,0111,Lanier County Elementary School,"03, 04, 05",E,53,8.8,9.8,0.5,3,3.5,75.1
2012,689,Liberty County,0101,Midway Middle School,"06, 07, 08",M,52.9,9.4,9,1,2.8,3.8,75.1
2012,707,Newton County,0206,Alcovy High School,"09, 10, 11, 12",H,48.8,10.3,13.1,0,2.9,2.9,75.1
2012,715,Polk County,0102,Rockmart High School,"09, 10, 11, 12",H,48.2,10.4,13.1,0.5,2.9,3.4,75.1
2012,732,Tattnall County,0301,Collins Elementary School ,"PK, KK, 01, 02, 03, 04, 05",E,52.6,8.4,9,0.5,4.6,5.1,75.1
2012,737,Tift County,0199,Tift County High School,"09, 10, 11, 12",H,48.9,10.4,11.3,0,4.5,4.5,75.1
2012,741,Troup County,0204,Callaway Middle School,"06, 07, 08",M,51.7,9.4,10.5,0.5,3,3.5,75.1
2012,755,Whitfield County,3050,Dawnville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.3,8.6,11.3,1,5.9,6.9,75.1
2012,601,Appling County,0103,Appling County High School,"09, 10, 11, 12",H,49.1,9.2,14.1,0,2.8,2.8,75.2
2012,612,Bleckley County,0105,Bleckley County High School,"09, 10, 11, 12",H,52.7,9.4,11.3,0,1.8,1.8,75.2
2012,619,Calhoun County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,51.6,8.2,9.8,0,5.6,5.6,75.2
2012,644,DeKalb County,0311,Leadership Preparatory Academy,"KK, 01, 02, 03, 04, 05, 06",M,50.9,8.9,NA,1,3.8,4.8,75.2
2012,660,Fulton County,0603,Sandy Springs Middle School,"06, 07, 08",M,51,9.2,12,0.5,2.5,3,75.2
2012,673,Hart County,0202,South Hart Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.3,8.6,7.5,0.5,4.3,4.8,75.2
2012,633,Cobb County,5052,Brumby Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.7,10.7,11.3,1.5,4.1,5.6,75.3
2012,660,Fulton County,0206,Oakley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.8,9.8,10.5,0.5,5.7,6.2,75.3
2012,675,Henry County,0391,Eagle's Landing High School,"09, 10, 11, 12",H,51.7,10.7,11.3,0,1.6,1.6,75.3
2012,683,Johnson County,0197,Johnson County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,7.6,7.5,0.5,5,5.5,75.3
2012,704,Morgan County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,53.4,8.5,12.2,0,1.2,1.2,75.3
2012,710,Paulding County,0210,Sara M. Ragsdale Elementary,"PK, KK, 01, 02, 03, 04, 05",E,56,9.2,9,0.5,0.6,1.1,75.3
2012,752,Webster County,0108,Webster County High School,"09, 10, 11, 12",H,46.5,11.6,15,0,2.2,2.2,75.3
2012,776,Gainesville City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,52.7,10.1,12,0,0.5,0.5,75.3
2012,617,Burke County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,52.9,9.7,9.8,0,3,3,75.4
2012,631,Clayton County,3054,Haynie Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.9,9.8,9.8,0.5,3.4,3.9,75.4
2012,631,Clayton County,0277,Pointe South Middle School,"06, 07, 08",M,51.7,10.2,10.5,0,3,3,75.4
2012,638,Coweta County,0201,Welch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.1,8.4,9,0.5,0.4,0.9,75.4
2012,667,Gwinnett County,4052,Dacula High School,"09, 10, 11, 12",H,53.6,8.5,12.2,0,1.1,1.1,75.4
2012,689,Liberty County,0105,Bradwell Institute,"09, 10, 11, 12",H,49,11.2,11.3,0,3.9,3.9,75.4
2012,707,Newton County,0117,Clements Middle School,"06, 07, 08",M,51.3,10.6,9.8,0.5,3.2,3.7,75.4
2012,740,Treutlen County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.7,8.5,9,0,3.2,3.2,75.4
2012,755,Whitfield County,0675,Valley Point Middle School,"06, 07, 08",M,55.2,9.2,9,0.5,1.5,2,75.4
2012,785,Rome City,0193,Rome High School,"09, 10, 11, 12",H,53.7,9,11.3,1,0.4,1.4,75.4
2012,601,Appling County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,49,9.2,14.1,0,3.2,3.2,75.5
2012,614,Brooks County,0110,Brooks County High School,"07, 08, 09, 10, 11, 12",H,46.9,10.1,13.1,0,5.4,5.4,75.5
2012,629,Clarke County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,53,9.9,9.8,0,2.8,2.8,75.5
2012,659,Franklin County,0105,Franklin County Middle School,"06, 07, 08",M,56.1,8.2,9,0.5,1.7,2.2,75.5
2012,676,Houston County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,53.4,9.5,12.2,0,0.4,0.4,75.5
2012,681,Jefferson County,3550,Wrens Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.6,9.1,12,1,0.8,1.8,75.5
2012,715,Polk County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.6,9.6,8.3,0,3,3,75.5
2012,715,Polk County,0103,Cedartown Middle School,"06, 07, 08",M,53,8.7,11.3,0.5,2,2.5,75.5
2012,717,Putnam County,0114,Putnam County High School,"09, 10, 11, 12",H,48,10.7,12.2,0.5,4.1,4.6,75.5
2012,613,Brantley County,0101,Waynesville Primary School,"PK, KK, 01, 02, 03",E,49.6,NA,9,0.5,6.2,6.7,75.6
2012,629,Clarke County,2056,Barnett Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54,10.6,8.3,0,2.7,2.7,75.6
2012,635,Colquitt County,0187,Odom Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.6,7.8,9,1,4.2,5.2,75.6
2012,652,Elbert County,1050,Beaverdam Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.6,9.9,9,0.5,5.6,6.1,75.6
2012,660,Fulton County,0605,Hapeville Charter Middle School,"06, 07, 08",M,52.4,8.7,9.8,0,4.7,4.7,75.6
2012,687,Laurens County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,53.1,9.2,11.3,0,2,2,75.6
2012,689,Liberty County,1050,Jordye Bacon Elementary School,"KK, 01, 02, 03, 04, 05",E,52.9,8.2,9.8,1,3.7,4.7,75.6
2012,737,Tift County,4050,Omega Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.3,10.4,9.8,0.5,4.6,5.1,75.6
2012,619,Calhoun County,0179,Calhoun County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.6,8.2,9.8,0.5,5.6,6.1,75.7
2012,625,Chatham County,0300,Southwest Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.1,9.2,8.3,0.5,2.6,3.1,75.7
2012,631,Clayton County,0304,James Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.3,9.2,7.5,0,2.7,2.7,75.7
2012,631,Clayton County,0116,Eddie White Academy,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,51.2,9.9,12,1.5,1.1,2.6,75.7
2012,644,DeKalb County,0497,Stephenson High School,"09, 10, 11, 12",H,49.3,10.6,12.2,0,3.6,3.6,75.7
2012,652,Elbert County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,55.2,8.6,10.5,0,1.4,1.4,75.7
2012,687,Laurens County,0110,West Laurens High School,"09, 10, 11, 12",H,52.1,9,12.2,0,2.4,2.4,75.7
2012,721,Richmond County,0297,McBean Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.8,9.3,9.8,0.5,6.3,6.8,75.7
2012,743,Twiggs County,0207,Twiggs Middle School,"05, 06, 07, 08",E,51.1,10.8,11.3,0.5,2,2.5,75.7
2012,786,Social Circle City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.7,9,9,0,3,3,75.7
2012,625,Chatham County,2056,Gould Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53,9.2,10.5,1.5,1.6,3.1,75.8
2012,635,Colquitt County,3054,Okapilco Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.5,10.6,7.5,0.5,3.7,4.2,75.8
2012,640,Crisp County,0197,Crisp County Middle School,"06, 07, 08",M,51,9.6,10.5,0,4.7,4.7,75.8
2012,640,Crisp County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,51,9.6,10.5,0,4.7,4.7,75.8
2012,644,DeKalb County,2065,Cary Reynolds Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.8,10.5,10.5,1,2,3,75.8
2012,660,Fulton County,3066,Riverwood International Charter School,"09, 10, 11, 12",H,54.5,9.7,10.3,0,1.3,1.3,75.8
2012,664,Gordon County,0176,Tolbert Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,9.9,7.5,0.5,3.2,3.7,75.8
2012,667,Gwinnett County,0294,Nesbit Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.2,10.4,8.3,0.5,6.4,6.9,75.8
2012,686,Lanier County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,51.7,9.3,11.3,0,3.5,3.5,75.8
2012,691,Long County,0105,Walker Middle School,"04, 05, 06, 07, 08",E,54.5,9,9.8,0.5,2,2.5,75.8
2012,704,Morgan County,1050,Morgan County High School,"09, 10, 11, 12",H,53.4,8.5,12.2,0.5,1.2,1.7,75.8
2012,715,Polk County,0310,Youngs Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.6,9,7.5,1.5,4.2,5.7,75.8
2012,746,Walker County,0190,Ridgeland High School,"09, 10, 11, 12",H,48.6,10.3,14.1,0,2.8,2.8,75.8
2012,755,Whitfield County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,55,9.1,9.8,0,1.9,1.9,75.8
2012,772,Dalton City,1052,Roan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.3,8.8,10.5,0.5,4.7,5.2,75.8
2012,633,Cobb County,0592,Bryant Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.8,11.6,9.8,1.5,4.2,5.7,75.9
2012,705,Murray County,1052,Spring Place Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,52.9,8.5,9,1,4.5,5.5,75.9
2012,740,Treutlen County,2050,Treutlen Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,8.5,9,0.5,3.2,3.7,75.9
2012,625,Chatham County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.7,9,9,0,3.3,3.3,76
2012,663,Glynn County,4752,Glynn Academy,"09, 10, 11, 12",H,52.8,9.5,13.1,0,0.6,0.6,76
2012,677,Irwin County,2050,Irwin County High School,"09, 10, 11, 12",H,47,10.8,14.1,0,4.1,4.1,76
2012,677,Irwin County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,47,10.8,14.1,0,4.1,4.1,76
2012,692,Lowndes County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,51.6,9.4,12.2,0,2.8,2.8,76
2012,707,Newton County,0173,Newton High School,"09, 10, 11, 12",H,48.4,10.7,14.1,0,2.8,2.8,76
2012,709,Oglethorpe County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.4,8.5,9,0,2.1,2.1,76
2012,726,Spalding County,0192,Cowan Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.8,11.5,12.8,1.5,3.4,4.9,76
2012,776,Gainesville City,0110,Gainesville Middle School,"06, 07, 08",M,52.9,10.1,12,0.5,0.5,1,76
2012,614,Brooks County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,53.8,9.1,9.8,0,3.4,3.4,76.1
2012,657,Floyd County,0107,Pepperell High School,"09, 10, 11, 12",H,51,9.7,11.3,0.5,3.6,4.1,76.1
2012,663,Glynn County,0106,Sterling Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.4,9.2,10.5,1,1,2,76.1
2012,721,Richmond County,0103,Freedom Park Elementary,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,57,8.8,9,0.5,0.8,1.3,76.1
2012,776,Gainesville City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,53.2,10.4,8.3,0,4.2,4.2,76.1
2012,625,Chatham County,4052,Bloomingdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.3,8.8,9.8,1,2.3,3.3,76.2
2012,625,Chatham County,4070,Windsor Forest Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.3,8.4,9,1.5,4,5.5,76.2
2012,648,Douglas County,0498,Eastside Elementary School,"KK, 01, 02, 03, 04, 05",E,50.3,11.3,10.5,0.5,3.6,4.1,76.2
2012,652,Elbert County,0104,Elbert County Middle School ,"06, 07, 08",M,55.2,8.6,10.5,0.5,1.4,1.9,76.2
2012,653,Emanuel County,0192,Swainsboro Middle School,"06, 07, 08",M,52.3,9.5,12.8,0.5,1.1,1.6,76.2
2012,660,Fulton County,4062,North Springs High School,"09, 10, 11, 12",H,51,9.6,13.1,0,2.5,2.5,76.2
2012,692,Lowndes County,5050,Lowndes High School,"09, 10, 11, 12",H,51.8,9.4,12.2,0,2.8,2.8,76.2
2012,710,Paulding County,2052,New Georgia Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.9,8.2,9.8,0.5,2.8,3.3,76.2
2012,715,Polk County,0188,Northside Elementary,"PK, KK, 01, 02, 03, 04, 05",E,52.2,10.4,9.8,1,2.8,3.8,76.2
2012,761,Atlanta Public Schools,0199,Centennial Place Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.2,9.2,9,0.5,1.3,1.8,76.2
2012,7820612,State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School,0612,Ivy Prep Academy at Kirkwood for Girls School,"KK, 01, 02, 03, 04, 05, 06",M,52.6,9.8,11.3,0,2.5,2.5,76.2
2012,7820612,State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06",M,52.6,9.8,11.3,0,2.5,2.5,76.2
2012,786,Social Circle City,0200,Social Circle Elementary School,"03, 04, 05",E,54.2,9,9,1,3,4,76.2
2012,622,Carroll County,0208,Mt. Zion Middle School ,"06, 07, 08",M,55.2,9.3,9.8,0.5,1.5,2,76.3
2012,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06, 07, 08",M,51.9,10,12,0,2.4,2.4,76.3
2012,633,Cobb County,0309,Lindley 6th Grade Academy,6,M,46.9,9.8,14.3,0.5,4.8,5.3,76.3
2012,644,DeKalb County,5059,Kingsley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.4,9.2,9.8,0.5,0.4,0.9,76.3
2012,644,DeKalb County,0203,Lithonia Middle School,"06, 07, 08",M,51.1,10.1,12.8,0.5,1.8,2.3,76.3
2012,648,Douglas County,2054,Turner Middle School,"06, 07, 08",M,53,9.5,12,0,1.8,1.8,76.3
2012,648,Douglas County,4052,Mount Carmel Elementary School,"KK, 01, 02, 03, 04, 05",E,53.6,8.1,9.8,0.5,4.3,4.8,76.3
2012,675,Henry County,0105,Dutchtown High,"09, 10, 11, 12",H,53,10.4,11.3,0.5,1.1,1.6,76.3
2012,686,Lanier County,0101,Lanier County Middle School,"06, 07, 08",M,51.7,9.3,11.3,0.5,3.5,4,76.3
2012,689,Liberty County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,49.7,11.2,11.3,0,4.1,4.1,76.3
2012,710,Paulding County,0294,Northside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.6,8.5,9.8,0.5,2.9,3.4,76.3
2012,746,Walker County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,49.1,9.8,13.1,0,4.3,4.3,76.3
2012,746,Walker County,0206,Rossville Middle School,"06, 07, 08",M,54.9,8.9,9,0,3.5,3.5,76.3
2012,657,Floyd County,0111,Model High,"09, 10, 11, 12",H,50.5,9.5,14.1,0,2.3,2.3,76.4
2012,657,Floyd County,0103,Coosa Middle School,"06, 07, 08",M,51.2,9.6,11.3,0,4.3,4.3,76.4
2012,667,Gwinnett County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,54.4,9.6,12.2,0,0.2,0.2,76.4
2012,669,Hall County,0189,West Hall High School,"09, 10, 11, 12",H,52.7,10,11.3,0,2.4,2.4,76.4
2012,706,Muscogee County,3069,Waddell Elementary School,"KK, 01, 02, 03, 04, 05",E,53.5,10,9,1,2.9,3.9,76.4
2012,712,Pickens County,0203,Jasper Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,9.1,9.8,0.5,1.2,1.7,76.4
2012,738,Toombs County,4050,Toombs Central Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,8.5,7.5,1,3.6,4.6,76.4
2012,755,Whitfield County,0475,Eastbrook Middle School,"06, 07, 08",M,52.4,9.8,12,1,1.2,2.2,76.4
2012,765,Calhoun City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,51.1,8.4,15,0,1.9,1.9,76.4
2012,615,Bryan County,0502,Bryan County High School,"09, 10, 11, 12",H,50,8.9,13.1,0,4.5,4.5,76.5
2012,627,Chattooga County,2052,Summerville Middle School,"06, 07, 08",M,51.8,9.2,10.5,0.5,4.5,5,76.5
2012,645,Dodge County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.9,9.3,8.3,0,2,2,76.5
2012,669,Hall County,0294,West Hall Middle School,"06, 07, 08",M,52.9,10.3,11.3,0.5,1.5,2,76.5
2012,689,Liberty County,0102,Liberty Elementary School ,"KK, 01, 02, 03, 04, 05",E,54.1,9,9,1,3.4,4.4,76.5
2012,691,Long County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,54.3,9.4,10.5,0,2.3,2.3,76.5
2012,707,Newton County,0198,Middle Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.4,11.1,9.8,1,3.2,4.2,76.5
2012,747,Walton County,0111,Walnut Grove High School,"09, 10, 11, 12",H,52.4,9.6,13.1,0,1.4,1.4,76.5
2012,751,Wayne County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,54.1,9.2,12.8,0,0.4,0.4,76.5
2012,755,Whitfield County,0575,North Whitfield Middle School,"06, 07, 08",M,54.4,9.3,8.3,1,3.5,4.5,76.5
2012,792,Valdosta City,0309,S.L. Mason Elementary School,"KK, 01, 02, 03, 04, 05",E,51.9,9,9.8,0,5.8,5.8,76.5
2012,624,Charlton County,4050,St. George Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,52.6,9.4,9.4,0.5,4.7,5.2,76.6
2012,631,Clayton County,0197,Kendrick Middle School,"06, 07, 08",M,53.3,10.3,11.3,0.5,1.2,1.7,76.6
2012,648,Douglas County,0187,Alexander High School,"09, 10, 11, 12",H,50.1,9.8,11.3,0,5.4,5.4,76.6
2012,662,Glascock County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,50.7,9.9,13.1,0,2.9,2.9,76.6
2012,680,Jeff Davis County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.9,10,8.3,0,3.4,3.4,76.6
2012,710,Paulding County,0394,East Paulding Middle School,"06, 07, 08",M,53.9,9.2,11.3,0.5,1.7,2.2,76.6
2012,746,Walker County,0198,LaFayette High School,"09, 10, 11, 12",H,49.7,9.3,12.2,0,5.4,5.4,76.6
2012,755,Whitfield County,0175,Northwest Whitfield County High School,"09, 10, 11, 12",H,52,9.3,11.3,0.5,3.5,4,76.6
