School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,Marker_Type,CCRPI Score,address
2012,669,Hall County,100,C. W. Davis Middle School,"06, 07, 08",M,59.8,9.4,11.3,0,2.5,2.5,measle_turquoise,83,"C. W. Davis Middle School, 4450 Hog Mt. Road , Flowery Branch, GA, 30542"
2012,675,Henry County,397,Austin Road Middle School,"06, 07, 08",M,54.1,10.6,13.5,0.5,4.4,4.9,measle_turquoise,83.1,"Austin Road Middle School, 100 Austin Rd , Stockbridge, GA, 30281-1247"
2012,704,Morgan County,5050,Morgan County Middle School,"06, 07, 08",M,56.9,8.5,12,1,5.4,6.4,measle_turquoise,83.8,"Morgan County Middle School, 920 Pearl St , Madison, GA, 30650-1056"
2012,675,Henry County,213,Locust Grove Middle,"06, 07, 08",M,58.3,10.1,11.3,0.5,3.7,4.2,measle_turquoise,83.9,"Locust Grove Middle, 3315 S Ola Rd, Locust Grove, GA, 30248-4039"
2012,722,Rockdale County,278,Conyers Middle School,"06, 07, 08",M,57.8,9.9,11.3,1,4,5,measle_turquoise,84,"Conyers Middle School, 400 Sigman Rd NW , Conyers, GA, 30012-3626"
2012,622,Carroll County,177,Central Middle School,"06, 07, 08",M,60.2,9.4,11.3,0.5,2.8,3.3,measle_turquoise,84.2,"Central Middle School, 155 Whooping Creek Rd, Carrollton, GA, 30116-4800"
2012,710,Paulding County,297,J. A. Dobbins Middle School,"06, 07, 08",M,56.2,10.4,12.8,0.5,4.4,4.9,measle_turquoise,84.3,"J. A. Dobbins Middle School, 637 Williams Lake Rd , Powder Springs, GA, 30127-5719"
2012,669,Hall County,389,North Hall Middle School,"06, 07, 08",M,58.7,9.3,12.8,0.5,3.2,3.7,measle_turquoise,84.5,"North Hall Middle School, 4856 Rilla Rd , Gainesville, GA, 30506-2756"
2012,622,Carroll County,198,Bay Springs Middle School,"06, 07, 08",M,58.8,9.9,12.8,0.5,2.5,3,measle_turquoise,84.5,"Bay Springs Middle School, 122 Bay Springs Rd, Villa Rica, GA, 30180-3733"
2012,608,Bartow County,101,Woodland Middle School at Euharlee,"06, 07, 08",M,57.8,9,14.3,0.5,3.2,3.7,measle_turquoise,84.8,"Woodland Middle School at Euharlee, 1061 Euharlee Rd , Euharlee, GA, 30145-2807"
2012,675,Henry County,308,Woodland Middle School,"06, 07, 08",M,59.6,9.4,11.3,0.5,4.2,4.7,small_yellow,85,"Woodland Middle School, 820 Moseley Dr , Stockbridge, GA, 30281-2904"
2012,675,Henry County,507,Ola Middle School,"06, 07, 08",M,59.7,9.4,12.8,0.5,2.8,3.3,small_yellow,85.2,"Ola Middle School, 353 N Ola Rd , Mcdonough, GA, 30252-5621"
2012,633,Cobb County,4056,Daniell Middle School,"06, 07, 08",M,60.2,9.5,11.3,0.5,3.7,4.2,small_yellow,85.2,"Daniell Middle School, 2900 Scott Rd , Marietta, GA, 30066-3777"
2012,669,Hall County,289,East Hall Middle School,"06, 07, 08",M,55.9,11.1,11.3,0.5,6.5,7,small_yellow,85.3,"East Hall Middle School, 4120 E Hall Rd , Gainesville, GA, 30507-9401"
2012,667,Gwinnett County,283,Shiloh Middle School,"06, 07, 08",M,56.1,10.7,12,0,6.5,6.5,small_yellow,85.3,"Shiloh Middle School, 4285 Shiloh Rd , Snellville, GA, 30039-6146"
2012,695,Madison County,1052,Madison County Middle School,"06, 07, 08",M,57.4,9.8,11.3,0.5,6.5,7,small_yellow,85.5,"Madison County Middle School, 3215 Highway 172, Comer, GA, 30629"
2012,607,Barrow County,198,Westside Middle School,"06, 07, 08",M,58.9,9.2,11.3,0.5,5.6,6.1,small_yellow,85.5,"Westside Middle School, 240 Matthews School Rd, Winder, GA, 30680-3984"
2012,628,Cherokee County,1052,Clayton Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,55.7,9.7,15,0.5,4.8,5.3,small_yellow,85.7,"Clayton Elementary School, 221 Upper Burris Rd , Canton, GA, 30114-4401"
2012,644,DeKalb County,797,Henderson Middle School,"06, 07, 08",M,61.5,10.4,12,0,1.8,1.8,small_yellow,85.7,"Henderson Middle School, 2830 Henderson Mill Rd, Chamblee, GA, 30341-5712"
2012,644,DeKalb County,290,Sequoyah Middle School,"06, 07, 08",M,54.6,10.7,13.5,0.5,6.5,7,small_yellow,85.8,"Sequoyah Middle School, 3456 Aztec Rd, Atlanta, GA, 30340-2702"
2012,667,Gwinnett County,186,Pinckneyville Middle School,"06, 07, 08",M,60.4,9.3,11.3,0.5,4.3,4.8,small_yellow,85.8,"Pinckneyville Middle School, 5440 W Jones Bridge Rd, Norcross, GA, 30092-2021"
2012,607,Barrow County,289,Russell Middle School,"06, 07, 08",M,57.3,10,13.5,1,4.1,5.1,small_yellow,85.9,"Russell Middle School, 84 W Midland Ave , Winder, GA, 30680-2500"
2012,625,Chatham County,4058,Hesse School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,60,9.4,12.8,0.5,3.2,3.7,small_yellow,85.9,"Hesse School, 9116 Whitefield Ave , Savannah, GA, 31406-6941"
2012,625,Chatham County,311,Coastal Middle School,"06, 07, 08",M,56.3,9.6,14.3,2,3.8,5.8,small_yellow,86,"Coastal Middle School, 4595 US Highway 80 E, Savannah, GA, 31410-2926"
2012,689,Liberty County,197,Lewis Frasier Middle School,"06, 07, 08",M,58.4,9.5,13.5,0.5,4.1,4.6,small_yellow,86,"Lewis Frasier Middle School, 910 Long Frasier Dr, Hinesville, GA, 31313-5438"
2012,644,DeKalb County,189,Peachtree Middle School,"06, 07, 08",M,61.5,9.9,12.8,0.5,1.4,1.9,small_yellow,86.1,"Peachtree Middle School, 4664 N Peachtree Rd , Atlanta, GA, 30338-5811"
2012,644,DeKalb County,1010,DeKalb Academy of Technology and the Environment Charter School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,60.9,10.5,12,0.5,2.4,2.9,small_yellow,86.3,"DeKalb Academy of Technology and the Environment Charter School, 1492 Kelton Dr, Stone Mountain, GA, 30083-1918"
2012,633,Cobb County,280,Pine Mountain Middle School,"06, 07, 08",M,59.2,10.7,12.8,0.5,3.2,3.7,small_yellow,86.4,"Pine Mountain Middle School, 2720 Pine Mountain Cir NW, Kennesaw, GA, 30152-4635"
2012,660,Fulton County,284,Holcomb Bridge Middle School,"06, 07, 08",M,60.2,10.4,12,0.5,3.3,3.8,small_yellow,86.4,"Holcomb Bridge Middle School, 2700 Holcomb Bridge Rd, Alpharetta, GA, 30022-5307"
2012,633,Cobb County,407,Barber Middle School,"06, 07, 08",M,59.8,10.3,11.3,0.5,4.7,5.2,small_yellow,86.6,"Barber Middle School, 4222 Cantrell Rd NW , Acworth, GA, 30101-3707"
2012,747,Walton County,102,Youth Middle School,"06, 07, 08",M,60.6,10.1,11.3,0.5,4.5,5,small_yellow,87,"Youth Middle School, 1804 Highway 81 , Loganville, GA, 30052-4593"
2012,675,Henry County,394,Eagle's Landing Middle School,"06, 07, 08",M,58.4,10.2,12.8,0.5,5.3,5.8,small_yellow,87.2,"Eagle's Landing Middle School, 295 Tunis Rd, Mcdonough, GA, 30253-4202"
2012,678,Jackson County,109,Kings Bridge Middle School,"06, 07, 08",M,56.5,9.6,15,0.5,5.8,6.3,small_yellow,87.4,"Kings Bridge Middle School, 1630 New Kings Bridge Rd , Athens, GA, 30607-3921"
2012,642,Dawson County,106,Riverview Middle School,"06, 07, 08",M,59,10.4,12.8,0.5,4.8,5.3,small_yellow,87.5,"Riverview Middle School, 5126 Highway 9 S , Dawsonville, GA, 30534-6023"
2012,644,DeKalb County,510,Margaret Harris Comprehensive School,"PK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,54.3,NA,NA,0.5,10,10,small_yellow,87.6,"Margaret Harris Comprehensive School, 1634 Knob Hill Dr NE, Atlanta, GA, 30329-3209"
2012,667,Gwinnett County,1312,Ivy Prepatory Academy School,"06, 07, 08, 09",M,56.5,10.5,15,1,5.1,6.1,small_yellow,88.1,"Ivy Prepatory Academy School, 5575 Peachtree Pkwy, Norcross, GA, 30092-2551"
2012,667,Gwinnett County,1020,New Life Academy of Excellence Duluth,"KK, 01, 02, 03, 04, 05, 06, 07",M,64.2,10.3,NA,0.5,,0.5,small_yellow,88.1,"New Life Academy of Excellence Duluth, 4725 River Green Pkwy, Duluth, GA, 30096-2567"
2012,722,Rockdale County,378,Edwards Middle School,"06, 07, 08",M,59,10.4,12,1,5.8,6.8,small_yellow,88.2,"Edwards Middle School, 2633 Stanton Rd SE , Conyers, GA, 30094-2535"
2012,666,Greene County,109,LAKE OCONEE CHARTER,"PK, KK, 01, 02, 03, 04, 05, 06",M,65.8,8.8,NA,0.5,,0.5,small_yellow,88.3,"LAKE OCONEE CHARTER, 5800 Lake Oconee Pkwy , Greensboro, GA, 30642-3796"
2012,722,Rockdale County,294,Memorial Middle School,"06, 07, 08",M,59.6,10.8,12,1,5,6,small_yellow,88.4,"Memorial Middle School, 3205 Underwood Rd SE , Conyers, GA, 30013-2309"
2012,628,Cherokee County,116,Indian Knoll Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",M,60.3,11.1,13.5,0.5,3,3.5,small_yellow,88.4,"Indian Knoll Elementary, 3635 Univeter Rd, Canton, GA, 30115-4750"
2012,644,DeKalb County,1050,DeKalb Elementary School of the Arts,"KK, 01, 02, 03, 04, 05, 06, 07",M,59.1,9.3,14.3,0.5,5.4,5.9,small_yellow,88.6,"DeKalb Elementary School of the Arts, 797 Fayetteville Rd SE, Atlanta, GA, 30316-2359"
2012,644,DeKalb County,705,DeKalb PATH Academy Charter School,"05, 06, 07, 08",M,55.9,10.7,12.8,0.5,8.8,9.3,small_yellow,88.7,"DeKalb PATH Academy Charter School, 3007 Hermance Dr NE , Atlanta, GA, 30319-2627"
2012,678,Jackson County,297,West Jackson Middle School,"06, 07, 08",M,60.2,9.4,14.3,0,4.8,4.8,small_yellow,88.7,"West Jackson Middle School, 400 Gum Springs Church Rd, Jefferson, GA, 30549-4419"
2012,658,Forsyth County,202,Otwell Middle School,"06, 07, 08",M,60.3,9.4,14.3,0.5,4.2,4.7,small_yellow,88.7,"Otwell Middle School, 605 Tribble Gap Rd , Cumming, GA, 30040-2227"
2012,667,Gwinnett County,188,Richards Middle School,"06, 07, 08",M,60.3,10.4,12,0.5,5.6,6.1,small_yellow,88.8,"Richards Middle School, 3555 Sugarloaf Pkwy, Lawrenceville, GA, 30044-5403"
2012,707,Newton County,123,Newton County Theme School at Ficquett,"KK, 01, 02, 03, 04, 05, 06",M,60.9,9.4,15,0.5,3.2,3.7,small_yellow,89,"Newton County Theme School at Ficquett, 2207 Williams Street, Covington, GA, 30014"
2012,678,Jackson County,197,East Jackson Middle School,"06, 07, 08",M,58.6,9.2,13.5,0.5,7.3,7.8,small_yellow,89.1,"East Jackson Middle School, 1880 Hoods Mill Rd , Commerce, GA, 30529-5741"
2012,667,Gwinnett County,905,Duluth Middle School,"06, 07, 08",M,62.2,10.4,12,0.5,4,4.5,small_yellow,89.1,"Duluth Middle School , 3200 Pleasant Hill Rd, Duluth, GA, 30096-3160"
2012,710,Paulding County,201,Lena Mae Moses Middle School,"06, 07, 08",M,61.6,10.3,13.5,0.5,3.4,3.9,small_yellow,89.3,"Lena Mae Moses Middle School, 1066 Old County Farm Rd, Dallas, GA, 30132-0345"
2012,675,Henry County,603,Luella Middle School,"06, 07, 08",M,61.2,10.7,13.5,0,4.2,4.2,small_yellow,89.6,"Luella Middle School, 2075 Hampton Locust Grove Rd, Locust Grove, GA, 30248-2017"
2012,667,Gwinnett County,1112,Moore Middle School,"06, 07, 08",M,59.6,11,12,1,6.4,7.4,small_yellow,90,"Moore Middle School, 1221 Lawrenceville Hwy, Lawrenceville, GA, 30046-4711"
2012,628,Cherokee County,190,Mountain Road Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,61.2,9.9,15,0.5,3.4,3.9,small_yellow,90,"Mountain Road Elementary School, 615 Mountain Rd , Woodstock, GA, 30188-2229"
2012,660,Fulton County,406,Amana Academy School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,59.9,12.1,15,0,3.1,3.1,small_yellow,90.1,"Amana Academy School, 1565 Holcomb Bridge Rd , Roswell, GA, 30076-2517"
2012,709,Oglethorpe County,112,Oglethorpe County Middle School,"06, 07, 08",M,61.4,10.8,12,0.5,5.4,5.9,small_yellow,90.1,"Oglethorpe County Middle School, 270 Buddy Faust Rd, Crawford, GA, 30630-2203"
2012,7830310,Commission Charter Schools- Fulton Leadership Academy,310,Fulton Leadership Academy,"06, 07",M,58,10.8,14.3,0,7.1,7.1,small_yellow,90.2,"Fulton Leadership Academy, 4141 Old Fairburn Rd, Atlanta, GA, 30349-1747"
2012,628,Cherokee County,201,Chapman Intermediate School,"05, 06",M,62.1,10.3,15,0.5,2.4,2.9,small_yellow,90.3,"Chapman Intermediate School, 6500 Putnam Ford Dr , Woodstock, GA, 30189-1502"
2012,644,DeKalb County,406,Chamblee Middle School,"06, 07, 08",M,65.2,10.4,11.3,1,2.4,3.4,small_yellow,90.3,"Chamblee Middle School, 3601 Sexton Woods Dr , Chamblee, GA, 30341-2016"
2012,607,Barrow County,106,Haymon-Morris Middle School,"06, 07, 08",M,60.7,10.7,14.3,0.5,4.5,5,small_yellow,90.7,"Haymon-Morris Middle School, 1008 Haymon Morris Rd , Winder, GA, 30680-7840"
2012,660,Fulton County,302,Elkins Pointe Middle School,"06, 07, 08",M,62.4,10.5,13.5,0.5,4,4.5,small_yellow,90.9,"Elkins Pointe Middle School, 11290 Elkins Rd, Roswell, GA, 30076-1201"
2012,633,Cobb County,4050,Awtrey Middle School,"06, 07, 08",M,63.3,10.8,12.8,0.5,3.6,4.1,small_yellow,91,"Awtrey Middle School, 3601 Nowlin Rd NW , Kennesaw, GA, 30144-1032"
2012,747,Walton County,291,Loganville Middle School,"06, 07, 08",M,61.7,9.7,15,0.5,4.3,4.8,small_yellow,91.2,"Loganville Middle School, 152 Clark McCullers Dr , Loganville, GA, 30052-3919"
2012,660,Fulton County,602,Fulton Science Academy,"06, 07, 08",M,62.7,12,15,0.5,1.2,1.7,small_yellow,91.4,"Fulton Science Academy, 1675 Hembree Rd, Alpharetta, GA, 30004-2083"
2012,648,Douglas County,407,Brighten Academy,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,64.7,9.8,14.3,0,2.6,2.6,small_yellow,91.4,"Brighten Academy, 3264 Brookmont Pkwy , Douglasville, GA, 30135-2108"
2012,628,Cherokee County,198,R. M. Moore Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,59.5,12.1,15,0.5,4.4,4.9,small_yellow,91.5,"R. M. Moore Elementary School, 1375 Puckett Rd, Waleska, GA, 30183-3464"
2012,667,Gwinnett County,1056,Lilburn Middle School,"06, 07, 08",M,57.8,11.2,13.5,1.5,7.6,9.1,small_yellow,91.6,"Lilburn Middle School, 4994 Lawrenceville Hwy NW, Lilburn, GA, 30047-4912"
2012,642,Dawson County,109,New Dawson County Middle School,"06, 07, 08",M,62.5,10.5,13.5,0.5,5,5.5,small_yellow,92,"New Dawson County Middle School, 332 Highway 9 N , Dawsonville, GA, 30534"
2012,648,Douglas County,180,Fairplay Middle School,"06, 07, 08",M,63.9,9.7,14.3,0,4.2,4.2,small_yellow,92.1,"Fairplay Middle School, 8311 Highway 166 , Douglasville, GA, 30135-6219"
2012,628,Cherokee County,3052,Hickory Flat Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,64.4,9.8,15,0.5,2.4,2.9,small_yellow,92.1,"Hickory Flat Elementary School, 2755 E Cherokee Dr , Canton, GA, 30115-9251"
2012,628,Cherokee County,305,Creekland Middle School,"06, 07, 08",M,64.5,10,14.3,0.5,2.8,3.3,small_yellow,92.1,"Creekland Middle School, 1555 Owens Store Rd , Canton, GA, 30115-8904"
2012,633,Cobb County,602,Palmer Middle School,"06, 07, 08",M,62.6,11.4,14.3,0,4,4,small_yellow,92.3,"Palmer Middle School, 690 N Booth Rd NW, Kennesaw, GA, 30144-2106"
2012,625,Chatham County,400,Oglethorpe Charter School,"06, 07, 08",M,64.3,9.7,14.3,0,4.1,4.1,small_yellow,92.4,"Oglethorpe Charter School, 707 Stiles Ave , Savannah, GA, 31415-5324"
2012,615,Bryan County,199,Richmond Hill Middle School,"06, 07, 08",M,64.1,10.3,15,0.5,2.6,3.1,small_yellow,92.5,"Richmond Hill Middle School, 665 Harris Trail Rd, Richmond Hill, GA, 31324-3523"
2012,660,Fulton County,204,KIPP South Fulton Academy School,"05, 06, 07, 08",M,59,10.9,15,0.5,7.3,7.8,small_yellow,92.7,"KIPP South Fulton Academy School, 1286 Washington Ave , Atlanta, GA, 30344-3537"
2012,628,Cherokee County,509,J. Knox Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",M,63.3,10.2,15,0.5,4,4.5,small_yellow,93,"J. Knox Elementary, 151 River Bend Way, Canton, GA, 30114-1818"
2012,667,Gwinnett County,279,Five Forks Middle School,"06, 07, 08",M,63.4,9.9,15,0.5,4.2,4.7,small_yellow,93,"Five Forks Middle School, 3250 River Dr , Lawrenceville, GA, 30044-5530"
2012,667,Gwinnett County,1012,Grace Snell Middle School,"06, 07, 08",M,62.3,11.2,13.5,0,6.2,6.2,small_yellow,93.2,"Grace Snell Middle School, 3800 Brushy Fork Road, Loganville, GA, 30052"
2012,722,Rockdale County,107,General Ray Davis Middle School,"06, 07, 08",M,62.7,9.7,15,1,4.8,5.8,small_yellow,93.2,"General Ray Davis Middle School, 3375 E Fairview Rd SW , Stockbridge, GA, 30281-5651"
2012,710,Paulding County,108,Sammy McClure Sr. Middle School,"06, 07, 08",M,65.3,10.4,15,0,2.6,2.6,small_yellow,93.3,"Sammy McClure Sr. Middle School, 315 Bob Grogan Dr , Dallas, GA, 30132-6674"
2012,669,Hall County,112,World Language Academy,"PK, KK, 01, 02, 03, 04, 05, 06",M,62,12.4,NA,0.5,5.4,5.9,small_yellow,93.4,"World Language Academy, 4670 Winder Hwy, Flowery Branch, GA, 30542"
2012,667,Gwinnett County,2058,Snellville Middle School,"06, 07, 08",M,62.2,11.2,13.5,0,6.5,6.5,small_yellow,93.4,"Snellville Middle School, 3155 Pate Rd, Snellville, GA, 30078-5028"
2012,628,Cherokee County,113,Mill Creek Middle School,"06, 07, 08",M,64.1,10.6,15,1,2.7,3.7,small_yellow,93.4,"Mill Creek Middle School, 442 Arnold Mill Rd, Woodstock, GA, 30188-2834"
2012,708,Oconee County,198,Malcom Bridge Middle School,"06, 07, 08",M,65.8,8.8,15,1,2.8,3.8,small_yellow,93.4,"Malcom Bridge Middle School, 2500 Malcom Bridge Rd, Bogart, GA, 30622-2385"
2012,648,Douglas County,3550,Chapel Hill Middle School,"06, 07, 08",M,62.4,10.6,15,0.5,5,5.5,small_yellow,93.5,"Chapel Hill Middle School, 3989 Chapel Hill Rd, Douglasville, GA, 30135-2712"
2012,667,Gwinnett County,304,Berkmar Middle School,"06, 07, 08",M,61.4,11.8,12,0.5,8.1,8.6,small_yellow,93.8,"Berkmar Middle School, 4355 Lawrenceville Hwy NW , Lilburn, GA, 30047-3420"
2012,658,Forsyth County,206,Little Mill Middle School,"06, 07, 08",M,63.9,10.5,15,1.5,2.9,4.4,small_yellow,93.8,"Little Mill Middle School, 6800 Little Mill Rd , Cumming, GA, 30041-4236"
2012,660,Fulton County,105,Hopewell Middle School,"06, 07, 08",M,64.8,10.5,15,1,2.5,3.5,small_yellow,93.8,"Hopewell Middle School, 13060 Cogburn Rd, Alpharetta, GA, 30004-3605"
2012,633,Cobb County,507,McClure Middle School,"06, 07, 08",M,65.4,10.7,15,0,2.7,2.7,small_yellow,93.8,"McClure Middle School, 3660 Old Stilesboro Rd NW , Kennesaw, GA, 30152-3150"
2012,7830210,Commission Charter Schools- Pataula Charter Academy,210,Pataula Charter Academy,"KK, 01, 02, 03, 04, 05, 06, 07",M,62.6,10.8,15,1,4.7,5.7,small_yellow,94.1,"Pataula Charter Academy, 18637 Hartford St, Edison, GA, 39846-5605"
2012,660,Fulton County,384,Haynes Bridge Middle School,"06, 07, 08",M,64,10.5,15,0.5,4.2,4.7,small_yellow,94.2,"Haynes Bridge Middle School, 10665 Haynes Bridge Rd, Alpharetta, GA, 30022-4803"
2012,675,Henry County,703,Union Grove Middle,"06, 07, 08",M,65.1,11.3,15,0,2.8,2.8,small_yellow,94.2,"Union Grove Middle, 210 E Lake Rd, Mcdonough, GA, 30252-4813"
2012,644,DeKalb County,410,DeKalb School of the Arts,"08, 09, 10, 11, 12",M,65.4,10.7,15,1.5,1.7,3.2,small_yellow,94.3,"DeKalb School of the Arts, 1192 Clarendon Ave, Avondale Estates, GA, 30002-1570"
2012,644,DeKalb County,507,The Champion Middle Theme School,"06, 07, 08",M,62.9,10.2,15,0.5,5.9,6.4,small_yellow,94.5,"The Champion Middle Theme School, 5265 Mimosa Dr , Stone Mountain, GA, 30083-3624"
2012,667,Gwinnett County,297,Hull Middle School,"06, 07, 08",M,64.3,10.6,15,0.5,4.2,4.7,small_yellow,94.6,"Hull Middle School, 1950 Old Peachtree Rd , Duluth, GA, 30097-3422"
2012,667,Gwinnett County,209,Lanier Middle School,"06, 07, 08",M,63.8,10,15,1,5.2,6.2,small_green,95,"Lanier Middle School, 6482 Suwanee Dam Rd, Buford, GA, 30518-5521"
2012,628,Cherokee County,297,Woodstock Middle School,"06, 07, 08",M,64,11.2,15,1.5,3.3,4.8,small_green,95,"Woodstock Middle School, 2000 Towne Lake Hills South Dr , Woodstock, GA, 30189-5288"
2012,708,Oconee County,193,Oconee County Middle School,"06, 07, 08",M,66.8,9.6,15,0.5,3.2,3.7,small_green,95.1,"Oconee County Middle School, 1101 Mars Hill Rd , Watkinsville, GA, 30677-4829"
2012,628,Cherokee County,187,Rusk Middle School,"07, 08",M,65.3,11,15,0.5,3.4,3.9,small_green,95.2,"Rusk Middle School, 4695 Hickory Rd , Canton, GA, 30115-4196"
2012,633,Cobb County,499,Lost Mountain Middle School,"06, 07, 08",M,66.5,10.6,15,1,2.2,3.2,small_green,95.3,"Lost Mountain Middle School, 700 Old Mountain Rd NW , Kennesaw, GA, 30152-3841"
2012,625,Chatham County,4054,Ellis Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,64.6,10.7,14.3,1.5,4.3,5.8,small_green,95.4,"Ellis Elementary School, 220 E 49th St, Savannah, GA, 31405-2200"
2012,658,Forsyth County,498,North Forsyth Middle School,"06, 07, 08",M,66.2,10.3,15,1,3,4,small_green,95.5,"North Forsyth Middle School, 3645 Coal Mountain Dr , Cumming, GA, 30028-3279"
2012,628,Cherokee County,181,Booth Middle School,"07, 08",M,66.4,10.4,15,1,2.9,3.9,small_green,95.7,"Booth Middle School, 6550 Putnam Ford Dr , Woodstock, GA, 30189-1502"
2012,675,Henry County,206,Dutchtown Middle School,"06, 07, 08",M,63.4,11.3,15,0.5,5.6,6.1,small_green,95.8,"Dutchtown Middle School, 155 Mitchell Rd , Hampton, GA, 30228-1729"
2012,667,Gwinnett County,497,McConnell Middle School,"06, 07, 08",M,65.5,11.2,15,0.5,3.8,4.3,small_green,96,"McConnell Middle School, 550 Ozora Rd , Loganville, GA, 30052-5026"
2012,667,Gwinnett County,1510,North Gwinnett Middle School,"06, 07, 08",M,65.6,11.7,15,1.5,2.2,3.7,small_green,96,"North Gwinnett Middle School, 160 Peachtree Industrial Blvd, Sugar Hill, GA, 30518-6288"
2012,633,Cobb County,607,Lovinggood Middle School,"06, 07, 08",M,66.8,10.8,15,0.5,2.9,3.4,small_green,96,"Lovinggood Middle School, 3825 Luther Ward Rd , Powder Springs, GA, 30127-1181"
2012,667,Gwinnett County,108,Trickum Middle School,"06, 07, 08",M,64.8,10.8,15,0.5,5,5.5,small_green,96.1,"Trickum Middle School , 130 Killian Hill Rd SW , Lilburn, GA, 30047-3905"
2012,667,Gwinnett County,204,Frank N. Osborne Middle School,"06, 07, 08",M,65.4,12,15,1,2.8,3.8,small_green,96.2,"Frank N. Osborne Middle School, 4404 Braselton Hwy, Hoschton, GA, 30548-1621"
2012,633,Cobb County,299,Durham Middle School,"06, 07, 08",M,66.3,10.9,15,1.5,2.6,4.1,small_green,96.3,"Durham Middle School, 2891 Mars Hill Rd NW, Acworth, GA, 30101-4538"
2012,660,Fulton County,184,Crabapple Middle School,"06, 07, 08",M,67.9,10.8,15,0.5,2.3,2.8,small_green,96.5,"Crabapple Middle School, 10700 Crabapple Rd, Roswell, GA, 30075-3029"
2012,667,Gwinnett County,197,Creekland Middle School,"06, 07, 08",M,64.7,11.1,15,1,4.8,5.8,small_green,96.6,"Creekland Middle School, 170 Russell Rd , Lawrenceville, GA, 30043-3627"
2012,633,Cobb County,184,McCleskey Middle School,"06, 07, 08",M,65.8,10.8,15,0.5,4.5,5,small_green,96.6,"McCleskey Middle School, 4080 Maybreeze Rd , Marietta, GA, 30066-2734"
2012,660,Fulton County,402,River Trail Middle School,"06, 07, 08",M,67.7,11.3,15,1,1.6,2.6,small_green,96.6,"River Trail Middle School, 10795 Rogers Cir, Duluth, GA, 30097-1979"
2012,667,Gwinnett County,1210,Couch Middle School,"06, 07, 08",M,66.1,10.9,15,0.5,4.2,4.7,small_green,96.7,"Couch Middle School, 1777 Grayson Hwy, Grayson, GA, 30017-1250"
2012,660,Fulton County,597,Northwestern Middle School,"06, 07, 08",M,68.8,10.6,15,0.5,1.9,2.4,small_green,96.8,"Northwestern Middle School, 12805 Birmingham Hwy , Alpharetta, GA, 30004-3792"
2012,658,Forsyth County,598,South Forsyth Middle School,"06, 07, 08",M,69.2,10.7,15,0.5,1.4,1.9,small_green,96.8,"South Forsyth Middle School, 2865 Old Atlanta Rd , Cumming, GA, 30041-6918"
2012,667,Gwinnett County,405,Glenn C. Jones Middle School,"06, 07, 08",M,65.9,11.5,15,0.5,4.1,4.6,small_green,97,"Glenn C. Jones Middle School, 3575 Ridge Rd, Buford, GA, 30519-4032"
2012,667,Gwinnett County,198,Alton C. Crews Middle School,"06, 07, 08",M,67.4,11,15,1,2.6,3.6,small_green,97,"Alton C. Crews Middle School, 1000 Old Snellville Hwy , Lawrenceville, GA, 30044-6222"
2012,658,Forsyth County,199,Vickery Creek Middle School,"06, 07, 08",M,68.3,11.4,15,0.5,1.9,2.4,small_green,97.1,"Vickery Creek Middle School, 6240 Post Rd , Cumming, GA, 30040-7378"
2012,658,Forsyth County,407,Piney Grove Middle School,"06, 07, 08",M,67.1,11,15,1,3.2,4.2,small_green,97.3,"Piney Grove Middle School, 8135 Majors Rd , Cumming, GA, 30041-7058"
2012,628,Cherokee County,205,Freedom Middle School,"06, 07, 08",M,67.7,10.8,15,1,3,4,small_green,97.5,"Freedom Middle School, 10550 Bells Ferry Rd , Canton, GA, 30114-2041"
2012,660,Fulton County,591,Taylor Road Middle School,"06, 07, 08",M,68.5,10.7,15,0.5,2.8,3.3,small_green,97.5,"Taylor Road Middle School, 5150 Taylor Rd, Alpharetta, GA, 30022-4547"
2012,658,Forsyth County,303,Liberty Middle School,"06, 07, 08",M,66.7,10.6,15,1.5,3.8,5.3,small_green,97.6,"Liberty Middle School, 7465 Wallace Tatum Rd , Cumming, GA, 30028-7961"
2012,667,Gwinnett County,380,Dacula Middle School,"06, 07, 08",M,65.5,11.2,15,0.5,5.5,6,small_green,97.7,"Dacula Middle School, 137 Dacula Rd , Dacula, GA, 30019-2133"
2012,660,Fulton County,497,Webb Bridge Middle School,"06, 07, 08",M,68.1,11.8,15,1,1.8,2.8,small_green,97.7,"Webb Bridge Middle School, 4455 Webb Bridge Rd, Alpharetta, GA, 30005-9008"
