DISTRICT,ADDRESS,SCHOOL,,SCHOOLID,TYPE,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
LEXINGTON 1,"Carolina Springs Middle, 6180 Platt Springs Road, Lexington, SC, 29073",CAROLINA SPRINGS MIDDLE,http://csms.lexington1.net:8037/,3201063,MIDD,B,80,,,80,,
LEXINGTON 1,"Forts Pond Elementary, 7350 Fish Hatchery Road, Pelion, SC, 29123",FORTS POND ELEMENTARY,http://fpes.lexington1.net:8039/,3201064,ELEM,A,93.2,93.2,,,,
LEXINGTON 1,"New Providence Elementary, 1118 Old Cherokee Road, Lexington, SC, 29072",NEW PROVIDENCE ELEMENTARY,http://npes.lexington1.net:8040/,3201065,ELEM,A,99.1,99.1,,,,
LEXINGTON 1,"Rocky Creek Elementary, 430 Calks Ferry Road, Lexington, SC, 29072",ROCKY CREEK ELEMENTARY,http://rces.lexington1.net:8041/,3201066,ELEM,B,85.8,85.8,,,,
LEXINGTON 1,"Meadow Glen Elementary, 510 Ginny Lane, Lexington, SC, 29072",MEADOW GLEN ELEMENTARY,http://mges.lexington1.net:8042/,3201067,ELEM,A,93.4,93.4,,,,
LEXINGTON 1,"Meadow Glen Middle, 440 Ginny Lane, Lexington, SC, 29072",MEADOW GLEN MIDDLE,http://mgms.lexington1.net:8043/,3201068,MIDD,B,87.5,,,87.5,,
LEXINGTON 2,"Airport High, 1315 Boston Avenue, West Columbia, SC, 29170",AIRPORT HIGH,https://sites.google.com/a/lex2.org/schools-ahs/,3202009,HIGH,D,68.8,,,,,68.8
LEXINGTON 2,"Brookland-Cayce Senior High, 1300 State Street, Cayce, SC, 29033",BROOKLAND CAYCE SENIOR HIGH,https://sites.google.com/a/lex2.org/schools-bch/,3202011,HIGH,C,75.2,,,,,75.2
LEXINGTON 2,"R. H. Fulmer Middle, 1614 Walterboro Street, West Columbia, SC, 29170",R H FULMER MIDDLE,https://sites.google.com/a/lex2.org/fms/,3202012,MIDD,B,87.5,,,87.5,,
LEXINGTON 2,"Brookland Cayce Grammar School No. 1 , 114 Hook Avenue, West Columbia, SC, 29169",B-C GRAMMAR NUMBER 1 ELEMENTARY,https://sites.google.com/a/lex2.org/schools-bc1/,3202014,ELEM,C,75.4,75.4,,,,
LEXINGTON 2,"Cyril B. Busbee Creative Arts Academy, 501 Bulldog Boulevard, Cayce, SC, 29033",CYRIL B BUSBEE CREATIVE ARTS ACA,https://sites.google.com/a/lex2.org/schools-busbee/,3202017,MIDD,B,80.4,,,80.4,,
LEXINGTON 2,"Congaree Elementary, 1221 Ramblin' Road, West Columbia, SC, 29172",CONGAREE ELEMENTARY,https://sites.google.com/a/lex2.org/schools-congaree/,3202019,ELEM,C,76.5,76.5,,,,
LEXINGTON 2,"Northside Middle, 157 Cougar Drive, West Columbia, SC, 29169",NORTHSIDE MIDDLE,https://sites.google.com/a/lex2.org/schools-nm/,3202020,MIDD,B,87.1,,,87.1,,
LEXINGTON 2,"Pineview Elementary, 3035 Leaphart Road, West Columbia, SC, 29169",PINEVIEW ELEMENTARY,https://sites.google.com/a/lex2.org/schools-pineview/,3202022,ELEM,C,71.3,71.3,,,,
LEXINGTON 2,"Saluda River Academy for the Arts, 1520 Duke Avenue, West Columbia, SC, 29169",SALUDA RIVER ACADEMY OF ARTS,https://sites.google.com/a/lex2.org/schools-sraa/,3202023,ELEM,B,89.8,89.8,,,,
LEXINGTON 2,"Springdale Elementary, 361 Wattling Road, West Columbia, SC, 29170",SPRINGDALE ELEMENTARY,https://sites.google.com/a/lex2.org/schools-spr/,3202024,ELEM,B,87,87,,,,
LEXINGTON 2,"Claude A. Taylor Elementary, 103 Ann Lane, Cayce, SC, 29033",CLAUDE A TAYLOR ELEMENTARY,https://sites.google.com/a/lex2.org/schools-tay/,3202025,ELEM,D,68.8,68.8,,,,
LEXINGTON 2,"Pine Ridge Middle, 735 Pine Ridge Drive, West Columbia, SC, 29172",PINE RIDGE MIDDLE,https://sites.google.com/a/lex2.org/schools-prms/,3202026,MIDD,B,86.1,,,86.1,,
LEXINGTON 2,"Herbert A. Wood Elementary, 737 Pine Ridge Drive, West Columbia, SC, 29172",HERBERT A WOOD ELEMENTARY,https://sites.google.com/a/lex2.org/schools-wood/,3202027,ELEM,D,66.2,66.2,,,,
LEXINGTON 3,"Batesburg-Leesville High, 600 Summerland Avenue, Batesburg-Leesville, SC, 29006",BATESBURG-LEESVILLE HIGH,http://blhs.groupfusion.net/,3203026,HIGH,B,87.8,,,,,87.8
LEXINGTON 3,"Batesburg-Leesville Elementary, 403 South Lee Street, Batesburg-Leesville, SC, 29070",BATESBURG-LEESVILLE ELEMENTARY,http://bles.groupfusion.net/,3203028,ELEM,C,76.6,76.6,,,,
LEXINGTON 3,"Batesburg-Leesville Middle, 425 Shealy Road, Batesburg-Leesville, SC, 29006",BATESBURG-LEESVILLE MIDDLE,http://blms.groupfusion.net/,3203029,MIDD,D,67.4,,,67.4,,
LEXINGTON 4,"Swansea High, 500 East First Street, Swansea, SC, 29160",SWANSEA HIGH,http://shs.lexington4.net/,3204034,HIGH,C,79.8,,,,,79.8
LEXINGTON 4,"Frances F. Mack Intermediate, 161 Gaston Street, Gaston, SC, 29053",FRANCES F MACK INTERMEDIATE,http://fmis.lexington4.net/,3204035,COMBO,F,53.5,46.2,,59.6,,
LEXINGTON 4,"Sandhills Middle, 582 Meadowfield Road, Gaston, SC, 29053",SANDHILLS MIDDLE,http://sms.lexington4.net/,3204036,MIDD,F,45.8,,,45.8,,
LEXINGTON 4,"Sandhills Elementary, 130 Lewis Rast Road, Swansea, SC, 29160",SANDHILLS ELEMENTARY,http://ses.lexington4.net/,3204039,ELEM,F,54.5,54.5,,,,
LEXINGTON 5,"Chapin High, 300 Columbia Avenue, Chapin, SC, 29036",CHAPIN HIGH,http://www.lexrich5.org/ChapinHS.cfm,3205038,HIGH,A,90.3,,,,,90.3
LEXINGTON 5,"Irmo High, 6671 St. Andrews Road, Columbia, SC, 29212",IRMO HIGH,http://www.lexrich5.org/IrmoHS.cfm,3205039,HIGH,B,85.5,,,,,85.5
LEXINGTON 5,"Irmo Middle, 6051 Wescott Road, Columbia, SC, 29212",IRMO MIDDLE,http://www.lexrich5.org/IrmoMS.cfm,3205040,MIDD,A,91.7,,,91.4,100,
LEXINGTON 5,"Chapin Elementary, 940 Old Bush River Road, Chapin, SC, 29036",CHAPIN ELEMENTARY,http://www.lexrich5.org/Chapin.cfm,3205041,ELEM,B,87.6,87.6,,,,
LEXINGTON 5,"Dutch Fork Elementary, 7900 Broad River Road, Irmo, SC, 29063",DUTCH FORK ELEMENTARY,http://www.lexrich5.org/DutchFork.cfm,3205042,ELEM,A,90.5,90.5,,,,
LEXINGTON 5,"Irmo Elementary, 7401 Gibbes Street, Irmo, SC, 29063",IRMO ELEMENTARY,http://www.lexrich5.org/Irmo.cfm,3205043,ELEM,B,88.9,88.9,,,,
LEXINGTON 5,"Leaphart Elementary, 120 Piney Grove Road, Columbia, SC, 29210",LEAPHART ELEMENTARY,http://www.lexrich5.org/Leaphart.cfm,3205044,ELEM,B,81.3,81.3,,,,
LEXINGTON 5,"Seven Oaks Elementary, 2800 Ashland Road, Columbia, SC, 29210",SEVEN OAKS ELEMENTARY,http://www.lexrich5.org/SevenOaks.cfm,3205045,ELEM,A,92.5,92.5,,,,
LEXINGTON 5,"CrossRoads Middle, 6949 St. Andrews Road, Columbia, SC, 29212",CROSSROADS MIDDLE,http://www.lexrich5.org/CrossRoadsMS.cfm,3205046,MIDD,A,91.7,,,91.7,,
LEXINGTON 5,"Nursery Road Elementary, 6706 Nursery Road, Columbia, SC, 29212",NURSERY ROAD ELEMENTARY,http://www.lexrich5.org/NurseryRoad.cfm,3205047,ELEM,B,89.8,89.8,,,,
LEXINGTON 5,"Harbison West Elementary, 257 Crossbow Drive, Columbia, SC, 29212",HARBISON WEST ELEMENTARY,http://www.lexrich5.org/HarbisonWest.cfm,3205048,ELEM,A,90,90,,,,
LEXINGTON 5,"H. E. Corley Elementary, 1500 Chadford Road, Irmo, SC, 29063",H E CORLEY ELEMENTARY,http://www.lexrich5.org/HECorley.cfm,3205049,ELEM,A,92.4,92.4,,,,
LEXINGTON 5,"Chapin Middle, 1130 Old Lexington Highway, Chapin, SC, 29036",CHAPIN MIDDLE,http://www.lexrich5.org/ChapinMS.cfm,3205050,MIDD,A,90.3,,,90.3,,
LEXINGTON 5,"Dutch Fork High, 1400 Old Tamah Road, Irmo, SC, 29063",DUTCH FORK HIGH,http://www.lexrich5.org/DutchForkHS.cfm ,3205051,HIGH,A,91.5,,,,,91.5
LEXINGTON 5,"Lake Murray Elementary, 1531 Three Dog Road, Chapin, SC, 29036",LAKE MURRAY ELEMENTARY,http://www.lexrich5.org/LakeMurray.cfm,3205052,ELEM,A,100,100,,,,
LEXINGTON 5,"River Springs Elementary, 115 Connie Wright Road, Irmo, SC, 29063",RIVER SPRINGS ELEMENTARY,http://www.lexrich5.org/RiverSprings.cfm,3205053,ELEM,A,94.1,94.1,,,,
LEXINGTON 5,"Dutch Fork Middle, 1528 Old Tamah Road, Irmo, SC, 29063",DUTCH FORK MIDDLE,http://www.lexrich5.org/DutchForkMS.cfm,3205054,MIDD,A,91.3,,,91.3,,
LEXINGTON 5,"Ballentine Elementary, 1040 Bickley Road, Irmo, SC, 29063",BALLENTINE ELEMENTARY,http://www.lexrich5.org/Ballentine.cfm,3205055,ELEM,A,98.6,98.6,,,,
LEXINGTON 5,"Oak Pointe Elementary, 1 River Bottom Road, Irmo, SC, 29063",OAK POINTE ELEMENTARY,http://www.lexrich5.org/OakPointe.cfm,3205056,ELEM,A,93.2,93.2,,,,
MCCORMICK,"McCormick High, 6981 Highway 28 South, McCormick, SC, 29835",MCCORMICK HIGH,http://www.mccormick.k12.sc.us/Domain/10,3301001,HIGH,C,73.3,,,,,73.3
MCCORMICK,"McCormick Middle, 6979 Highway 28 South, McCormick, SC, 29835",MCCORMICK MIDDLE,http://www.mccormick.k12.sc.us/Domain/9,3301002,MIDD,B,81.8,,,81.8,,
MCCORMICK,"McCormick Elementary, 6977 Highway 28 South, McCormick, SC, 29835",MCCORMICK ELEMENTARY,http://www.mccormick.k12.sc.us/Domain/8,3301003,ELEM,D,62.3,62.3,,,,
MARION 10,"Marion High, 1205 South Main Street, Marion, SC, 29571",MARION HIGH,http://www.mhs.marion2.k12.sc.us/,3410002,HIGH,C,74.2,,,,,74.2
MARION 10,"Marion Intermediate, 2320 North Highway 41-A, Marion, SC, 29571",MARION INTERMEDIATE,http://www.marion.k12.sc.us/education/school/school.php?sectionid=6&,3410004,ELEM,F,48.7,48.7,,,,
MARION 10,"Johnakin Middle, 601 Gurley Street, Marion, SC, 29571",JOHNAKIN MIDDLE,http://www.marion.k12.sc.us/education/school/school.php?sectionid=4&,3410007,MIDD,C,70.9,,,70.9,,
MARION 10,"Mullins High, 747 Miller's Road, Mullins, SC, 29574",MULLINS HIGH,http://www.mhs.marion2.k12.sc.us/,3410008,HIGH,F,47.2,,,,,47.2
MARION 10,"Palmetto Middle, 305 O'Neal Street, Mullins, SC, 29574",PALMETTO MIDDLE,http://palmetto.sc.msm.schoolinsites.com/,3410009,MIDD,F,47.5,,,47.5,,
MARION 10,"McCormick Elementary, 1123 Sandy Bluff Road, Mullins, SC, 29574",MCCORMICK ELEMENTARY,http://www.mes.marion2.k12.sc.us/,3410010,ELEM,F,56,56,,,,
MARION 10,"Britton's Neck Elementary, 223 Gresham Road, Gresham, SC, 29546",BRITTONS NECK ELEMENTARY,http://marionsd7.sc.schoolwebpages.com/education/school/school.php?sectionid=3,3410023,ELEM,B,81.6,81.6,,,,
MARION 10,"Creek Bridge High, 6641 South Highway 41, Marion, SC, 29571",CREEK BRIDGE HIGH,http://marionsd7.sc.schoolwebpages.com/education/school/school.php?sectionid=5,3410024,COMBO,F,47.4,,,48.9,,42.8
MARLBORO,"McColl Elementary-Middle, 700-B North Main Street, McColl, SC, 29570",MCCOLL ELEMENTARY/MIDDLE,http://mcsdmcollelementary.sharpschool.net/,3501020,COMBO,F,55.8,75.4,,36.3,,
MARLBORO,"Clio Elementary-Middle, 2635 Highway 9 East, Clio, SC, 29525",CLIO ELEMENTARY/MIDDLE,http://mcsdclioelementary.sharpschool.net/,3501023,COMBO,F,38.8,66.7,,20,,
MARLBORO,"Wallace Elementary-Middle, 3643 Highway 9 West, Wallace, SC, 29596",WALLACE ELEMENTARY/MIDDLE,http://mcsdwallace.sharpschool.net/,3501025,COMBO,C,71.4,88.2,,56.3,,
MARLBORO,"Marlboro County High, 951 Fayetteville Avenue Extension, Bennettsville, SC, 29512",MARLBORO COUNTY HIGH,http://mcsdmarlborohigh.sharpschool.net/,3501026,HIGH,F,38.2,,,,,38.2
MARLBORO,"Blenheim Elementary-Middle, 143 Highland Street, Blenheim, SC, 29516",BLENHEIM ELEMENTARY/MIDDLE,http://mcsdblenheimmiddle.sharpschool.net/,3501027,COMBO,F,27.3,23.6,,28.3,,
MARLBORO,"Marlboro School of Discovery, 201 Jefferson Street, Clio, SC, 29525",MARLBORO COUNTY SCHOOL OF DISCOV,http://mcsdmarlborodiscovery.sharpschool.net/,3501028,MIDD,A,94.3,,,94.3,,
MARLBORO,"Bennettsville Intermediate, 701 Cheraw Street, Bennettsville, SC, 29512",BENNETTSVILLE INTERMEDIATE,http://mcsdbennetelementary.sharpschool.net/,3501029,COMBO,F,27.2,30,,20,,
NEWBERRY,"Newberry High, 3113 Main Street, Newberry, SC, 29018",NEWBERRY HIGH,http://www.newberryhs.org/,3601001,HIGH,*,,,,,,
NEWBERRY,"Mid-Carolina High, 377 Cy Schumpert Road, Prosperity, SC, 29127",MID CAROLINA HIGH,http://www.mid-carolinahighschool.org/,3601002,HIGH,C,77.6,,,,,77.6
NEWBERRY,"Whitmire Community School (High), 2597 SC Highway 66, Whitmire, SC, 29178",WHITMIRE HIGH,http://whitmirecommunityschool.sc.ncs.schoolinsites.com/,3601004,COMBO,F,35,,,35,,
NEWBERRY,"Boundary Street Elementary, 1406 Boundary Street, Newberry, SC, 29108",BOUNDARY STREET ELEMENTARY,http://www.boundarystreet.org/,3601005,ELEM,C,78.2,78.2,,,,
NEWBERRY,"Gallman Elementary, 255 Hawkins Road, Newberry, SC, 29108",GALLMAN ELEMENTARY,http://gallmanelem.sc.nce.schoolinsites.com/,3601008,ELEM,C,79.2,79.2,,,,
NEWBERRY,"Pomaria-Garmany Elementary, 7288 US Highway 176, Pomaria, SC, 29126",POMARIA/GARMANY ELEMENTARY,http://www.pomaria-garmany.org/,3601009,ELEM,A,98.6,98.6,,,,
NEWBERRY,"Little Mountain Elementary, 692 Mill Street, Little Mountain, SC, 29075",LITTLE MOUNTAIN ELEMENTARY,http://littlemountainelem.sc.nce.schoolinsites.com/,3601010,ELEM,A,99.9,99.9,,,,
NEWBERRY,"Reuben Elementary, 3605 Spearman Road, Newberry, SC, 29108",REUBEN ELEMENTARY,http://reubenelem.sc.nce.schoolinsites.com/,3601015,ELEM,A,95,95,,,,
NEWBERRY,"Newberry Elementary, 1829 Nance Street, Newberry, SC, 29108",NEWBERRY ELEMENTARY,http://newberryes.org/,3601018,ELEM,B,80.7,80.7,,,,
NEWBERRY,"Mid-Carolina Middle, 6834 US Highway 76, Prosperity, SC, 29127",MID CAROLINA MIDDLE,http://mid-carolinamiddle.sc.ncm.schoolinsites.com/,3601019,MIDD,C,74.2,,,74.2,,
NEWBERRY,"Newberry Middle, 125 O'Neal Street, Newberry, SC, 29108",NEWBERRY MIDDLE,http://www.newberrymiddleschool.org/,3601020,MIDD,C,78.3,,,78.3,,
NEWBERRY,"Whitmire Community School (Elementary), 2597 SC Highway 66, Whitmire, SC, 29178",WHITMIRE COMMUNITY ELEMENTARY,http://whitmirecommunityschool.sc.ncs.schoolinsites.com/,3601021,ELEM,A,95.9,95.9,,,,
NEWBERRY,"Prosperity-Rikard Elementary, 381 South Wheeler Street, Prosperity, SC, 29127",PROSPERITY-RIKARD ELEMENTARY,http://prosperity-rikardelem.sc.nce.schoolinsites.com/,3601022,ELEM,A,98.4,98.4,,,,
OCONEE,"Tamassee-Salem Middle-High, 4 Eagle Lane, Salem, SC, 29676",TAMASSEE-SALEM MIDDLE/HIGH,http://www.oconee.k12.sc.us/TamasseeHS.cfm,3701003,COMBO,A,93.6,,,93,,95
OCONEE,"Seneca High, 100 Bob Cat Ridge, Seneca, SC, 29678",SENECA SENIOR HIGH,http://www.oconee.k12.sc.us/SenecaHS.cfm,3701005,HIGH,B,87.6,,,,,87.6
OCONEE,"Walhalla Middle, 177 Razorback Lane, Walhalla, SC, 29691",WALHALLA MIDDLE,http://www.oconee.k12.sc.us/WalhallaMS.cfm,3701006,MIDD,B,86.3,,,86.3,,
OCONEE,"Walhalla High, 151 Razorback Lane, Walhalla, SC, 29691",WALHALLA SENIOR HIGH,http://www.oconee.k12.sc.us/WalhallaHS.cfm,3701007,HIGH,A,90.6,,,,,90.6
OCONEE,"West-Oak High, 130 Warrior Lane, Westminster, SC, 29693",WEST-OAK SENIOR HIGH,http://www.oconee.k12.sc.us/WestOakHS.cfm,3701008,HIGH,B,85,,,,,85
OCONEE,"Keowee Elementary, 7051 Keowee School Road, Seneca, SC, 29672",KEOWEE ELEMENTARY,http://www.oconee.k12.sc.us/Keowee.cfm,3701012,ELEM,A,98,98,,,,
OCONEE,"Northside Elementary, 710 North Townville Street, Seneca, SC, 29678",NORTHSIDE ELEMENTARY,http://www.oconee.k12.sc.us/Northside.cfm,3701013,ELEM,C,71,71,,,,
OCONEE,"James M. Brown Elementary, 225 Coffee Road, Walhalla, SC, 29691",JAMES M. BROWN ELEMENTARY,http://www.oconee.k12.sc.us/JamesBrown.cfm,3701016,ELEM,B,84.2,84.2,,,,
OCONEE,"Ravenel Elementary, 150 Ravenel School Road, Seneca, SC, 29678",RAVENEL ELEMENTARY,http://www.oconee.k12.sc.us/Ravenel.cfm,3701017,ELEM,B,83.7,83.7,,,,
OCONEE,"Tamassee-Salem Elementary, 9950 North Highway 11, Tamassee, SC, 29686",TAMASSEE-SALEM ELEMENTARY,http://www.oconee.k12.sc.us/TamasseeES.cfm,3701020,ELEM,A,99.2,99.2,,,,
OCONEE,"Walhalla Elementary, 508 Fowler Road, Walhalla, SC, 29691",WALHALLA ELEMENTARY,http://www.oconee.k12.sc.us/WalhallaES.cfm,3701022,ELEM,A,91.2,91.2,,,,
OCONEE,"Westminster Elementary, 206 Hamilton Street, Westminster, SC, 29693",WESTMINSTER ELEMENTARY,http://www.oconee.k12.sc.us/Westminster.cfm,3701023,ELEM,A,91.9,91.9,,,,
OCONEE,"Seneca Middle, 810 West South Fourth Street, Seneca, SC, 29678",SENECA MIDDLE,http://www.oconee.k12.sc.us/SenecaMS.cfm,3701026,MIDD,C,75.8,,,75.8,,
OCONEE,"Fair-Oak Elementary, 1964 Oakway Road, Westminster, SC, 29693",FAIR-OAK ELEMENTARY,http://www.oconee.k12.sc.us/FairOak.cfm,3701027,ELEM,A,99.9,99.9,,,,
OCONEE,"Orchard Park Elementary, 600 Toccoa Highway, Westminster, SC, 29693",ORCHARD PARK ELEMENTARY,http://www.oconee.k12.sc.us/OrchardPark.cfm,3701028,ELEM,A,92.4,92.4,,,,
OCONEE,"Oakway Intermediate, 150 Schoolhouse Road, Westminster, SC, 29693",OAKWAY INTERMEDIATE,http://www.oconee.k12.sc.us/Oakway.cfm,3701029,ELEM,B,80.8,80.8,,,,
OCONEE,"West Oak Middle, 501 Westminster Highway, Westminster, SC, 29693",WEST OAK MIDDLE,http://www.oconee.k12.sc.us/WestOakMS.cfm,3701030,MIDD,B,84.2,,,84.2,,
OCONEE,"Blue Ridge Elementary, 995 South Oak Street, Seneca, SC, 29678",BLUE RIDGE ELEMENTARY,http://www.oconee.k12.sc.us/BlueRidge.cfm,3701031,ELEM,F,51.2,51.2,,,,
ORANGEBURG 3,"Holly Hill-Roberts Middle, 530 Hesseman Street, Holly Hill, SC, 29059",HOLLY HILL-ROBERTS MIDDLE,http://obg3.k12.sc.us/HHRMS/,3803018,MIDD,F,40.4,,,40.4,,
ORANGEBURG 3,"Holly Hill Elementary, 1490 Brant Avenue, Holly Hill, SC, 29059",HOLLY HILL ELEMENTARY,http://obg3.k12.sc.us/HHES/,3803019,ELEM,B,89.5,89.5,,,,
ORANGEBURG 3,"St. James-Gaillard Elementary, 1555 Gardensgate Road, Eutawville, SC, 29048",ST JAMES-GAILLARD ELEMENTARY,http://obg3.k12.sc.us/STJGES/,3803021,ELEM,D,63,63,,,,
ORANGEBURG 3,"Vance-Providence Elementary, 633 Camden Road, Vance, SC, 29163",VANCE-PROVIDENCE ELEMENTARY,http://obg3.k12.sc.us/VPES/,3803022,ELEM,D,62.1,62.1,,,,
ORANGEBURG 3,"Elloree Elementary, 200 Warrior Drive , Elloree, SC, 29047",ELLOREE ELEMENTARY,http://obg3.k12.sc.us/EES/,3803047,ELEM,F,49.3,49.3,,,,
ORANGEBURG 3,"Lake Marion High School and Technology Center, 3656 Tee Vee Road, Santee, SC, 29142",LAKE MARION HIGH,http://obg3.k12.sc.us/LMHS/,3803048,HIGH,F,52.3,,,,,52.3
ORANGEBURG 3,"Science, Technology, Engineering, and Mathematics Magnet, 530 Hesseman Avenue, Holly Hill, SC, 29059",SCIENCE TECHNOLOGY ENGINEERING M,http://obg3.k12.sc.us/SMS/,3803049,MIDD,A,93,,,93,,
ORANGEBURG 3,"Elloree Middle School of Inquiry, 200 Warrior Drive, Elloree, SC, 29047",ELLOREE MIDDLE SCHOOL OF INQUIRY,0,3803050,MIDD,F,27,,,27,,
ORANGEBURG 4,"Edisto High, 500 R.M. Foster Drive, Cordova, SC, 29039",EDISTO HIGH,http://ehs.orangeburg4.schoolfusion.us/,3804024,HIGH,C,70.9,,,,,70.9
ORANGEBURG 4,"Carver Edisto Middle, 2018 Carver School Road, Cordova, SC, 29039",CARVER-EDISTO MIDDLE,http://cem.orangeburg4.schoolfusion.us,3804025,MIDD,C,70.9,,,70.9,,
ORANGEBURG 4,"Branchville High    , 1349 Dorange Road, Branchville, SC, 29432",BRANCHVILLE  HIGH,http://blsh.orangeburg4.schoolfusion.us/,3804049,COMBO,C,74.2,,,69,,85.8
ORANGEBURG 4,"Lockett Elementary, 1349 Dorange Roadville, Branchville, SC, 29432",LOCKETT ELEMENTARY,http://blse.orangeburg4.schoolfusion.us/?sessionid=be3ce947861661bbd2258e4fd282fdfe&t,3804051,COMBO,A,90.6,89.2,,95,,
ORANGEBURG 4,"Edisto Elementary, 136 Woodolive Lane, Cordova, SC, 29039",EDISTO ELEMENTARY,http://ees.orangeburg4.schoolfusion.us/,3804053,ELEM,F,56.9,56.9,,,,
ORANGEBURG 4,"Hunter-Kinard-Tyler High, 7066 Norway Road, Neeses, SC, 29107",HUNTER-KINARD-TYLER HIGH,http://hkth.orangeburg4.schoolfusion.us/,3804054,COMBO,F,55,,,60,,47.3
ORANGEBURG 4,"Hunter-Kinard-Tyler Elementary, 7066 Norway Road, Neeses, SC, 29107",HUNTER-KINARD-TYLER ELEMENTARY,http://hkte.orangeburg4.schoolfusion.us/?sessionid=be3ce947861661bbd2258e4fd282fdfe&t,3804055,COMBO,F,38.7,39.9,,36.2,,
ORANGEBURG 5,"Bethune-Bowman Middle-High, 4857 Charleston Highway, Rowesville, SC, 29133",BETHUNE-BOWMAN MIDDLE HIGH,http://bbmhs.ocsd5schools.org/,3805010,COMBO,B,87.4,,,87.4,,
ORANGEBURG 5,"Bethune-Bowman Elementary, 4857 Charleston Highway, Roweville, SC, 29133",BETHUNE-BOWMAN ELEMENTARY,http://bbes.ocsd5schools.org/,3805012,ELEM,A,96,96,,,,
ORANGEBURG 5,"Robert E. Howard Middle, 1255 Belleville Road, Orangeburg, SC, 29115",ROBERT E HOWARD MIDDLE,http://hms.ocsd5schools.org/,3805026,MIDD,F,46.7,,,46.7,,
ORANGEBURG 5,"Orangeburg Wilkinson High, 601 Bruin Parkway, Orangeburg, SC, 29118",ORANGEBURG-WILKINSON HIGH,http://owhigh.ocsd5schools.org/,3805028,HIGH,F,45.9,,,,,45.9
ORANGEBURG 5,"Marshall Elementary, 1441 Marshall Street, Orangeburg, SC, 29118",MARSHALL ELEMENTARY,http://mares.ocsd5schools.org/,3805034,ELEM,C,70.8,70.8,,,,
ORANGEBURG 5,"Mellichamp Elementary, 350 Murray Road, Orangeburg, SC, 29115",MELLICHAMP ELEMENTARY,http://meles.ocsd5schools.org/,3805035,ELEM,A,94.5,94.5,,,,
ORANGEBURG 5,"Brookdale Elementary, 394 Brookdale Drive, Orangeburg, SC, 29115",BROOKDALE ELEMENTARY,http://bes.ocsd5schools.org/,3805036,ELEM,A,95.9,95.9,,,,
ORANGEBURG 5,"William J. Clark Middle, 919 Bennett Avenue, Orangeburg, SC, 29115",WILLIAM J CLARK MIDDLE,http://cms.ocsd5schools.org/,3805037,MIDD,C,79.8,,,79.8,,
ORANGEBURG 5,"Rivelon Elementary, 350 Thomas B. Eklund Circle, Orangeburg, SC, 29115",RIVELON ELEMENTARY,http://res.ocsd5schools.org/,3805038,ELEM,F,27.7,27.7,,,,
ORANGEBURG 5,"Sheridan Elementary, 1139 Hillsboro Road, Orangeburg, SC, 29115",SHERIDAN ELEMENTARY,http://ses.ocsd5schools.org/,3805039,ELEM,D,60.4,60.4,,,,
ORANGEBURG 5,"Whittaker Elementary, 790 Whittaker Parkway, Orangeburg, SC, 29115",WHITTAKER ELEMENTARY,http://wes.ocsd5schools.org/,3805040,ELEM,A,100,100,,,,
ORANGEBURG 5,"North Middle-High, 692 Cromer Avenue, North, SC, 29112",NORTH MIDDLE HIGH,http://nmhs.ocsd5schools.org/,3805042,COMBO,C,71.8,,,73.8,,66.7
ORANGEBURG 5,"Dover Elementary, 1411 Bedford Avenue, North, SC, 29112",DOVER ELEMENTARY,http://des.ocsd5schools.org/,3805044,ELEM,F,53.8,53.8,,,,
PICKENS,"Dacusville Middle, 899 Thomas Mill Road, Easley, SC, 29640",DACUSVILLE MIDDLE,http://dms.pickens.k12.sc.us/,3901001,MIDD,B,86.7,,,86.7,,
PICKENS,"R. C. Edwards Middle, 1157 Madden Bridge Road, Central, SC, 29630",R C EDWARDS MIDDLE,http://ems.pickens.k12.sc.us/,3901002,MIDD,B,83.5,,,83.5,,
PICKENS,"D. W. Daniel High, 140 Blue and Gold Boulevard, Central, SC, 29630",D W DANIEL HIGH,http://dhs.pickens.k12.sc.us/,3901003,HIGH,B,89,,,,,89
PICKENS,"Richard H. Gettys Middle, 105 Stewart Drive, Easley, SC, 29640",RICHARD H GETTYS MIDDLE,http://gms.pickens.k12.sc.us/,3901004,MIDD,B,85.2,,,85.2,,
PICKENS,"Easley High, 154 Green Wave Boulevard, Easley, SC, 29642",EASLEY HIGH,http://ehs.pickens.k12.sc.us/,3901005,HIGH,D,61.7,,,,,61.7
PICKENS,"Liberty High, 124 Red Devil Drive, Liberty, SC, 29657",LIBERTY HIGH,http://lhs.pickens.k12.sc.us/,3901006,HIGH,A,91.3,,,,,91.3
PICKENS,"Pickens Middle, 140 Torch Lane, Pickens, SC, 29671",PICKENS MIDDLE,http://pms.pickens.k12.sc.us/,3901007,MIDD,B,84.4,,,84.4,,
PICKENS,"Pickens High, 150 Blue Flame Drive, Pickens, SC, 29671",PICKENS SENIOR HIGH,http://phs.pickens.k12.sc.us/,3901008,HIGH,B,83.1,,,,,83.1
PICKENS,"Ambler Elementary, 838 Ambler School Road, Pickens, SC, 29671",AMBLER ELEMENTARY,http://aes.pickens.k12.sc.us/,3901010,ELEM,A,100,100,,,,
