School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score,Marker_Type,address
2012,660,Fulton County,192,Hapeville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49,9.5,10.5,1,0.6,1.6,70.6,small_blue,"Hapeville Elementary School, 3440 N Fulton Ave, Hapeville, GA, 30354-1408"
2012,710,Paulding County,1050,Dallas Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.4,9.9,9,0.5,0,0.5,70.8,small_blue,"Dallas Elementary School, 520 Hardee St, Dallas, GA, 30132-4713"
2012,625,Chatham County,2069,Thunderbolt Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49,9.1,6.8,0.5,5.6,6.1,71,small_blue,"Thunderbolt Elementary School, 3313 Louis St, Thunderbolt, GA, 31404-5018"
2012,625,Chatham County,2062,Largo-Tibet Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.9,8.7,9,1,0.8,1.8,71.4,small_blue,"Largo-Tibet Elementary School, 430 Tibet Ave , Savannah, GA, 31406-4441"
2012,675,Henry County,294,Austin Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.1,8,9,0.5,5.8,6.3,71.4,small_blue,"Austin Road Elementary School, 50 Austin Rd , Stockbridge, GA, 30281-1249"
2012,669,Hall County,4056,Sardis Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.4,8.2,8.3,0,1.7,1.7,71.6,small_blue,"Sardis Elementary School, 2805 Sardis Rd , Gainesville, GA, 30506-2228"
2012,669,Hall County,5054,McEver Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.3,8.6,7.5,1,3.2,4.2,71.6,small_blue,"McEver Elementary School, 3265 Montgomery Dr, Gainesville, GA, 30504-5515"
2012,629,Clarke County,105,Alps Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.7,9.9,11.3,0,2.8,2.8,71.7,small_blue,"Alps Road Elementary School, 200 Alps Rd , Athens, GA, 30606-4058"
2012,633,Cobb County,489,Powder Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.1,9.4,9.8,0.5,2.9,3.4,71.7,small_blue,"Powder Springs Elementary School, 4570 Grady Grier Dr , Powder Springs, GA, 30127-2555"
2012,715,Polk County,174,Westside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.6,8.3,8.3,1.5,1,2.5,71.7,small_blue,"Westside Elementary School, 51 Frank Lott Dr , Cedartown, GA, 30125-6079"
2012,669,Hall County,176,Myers Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.9,8.9,8.3,0,3.7,3.7,71.8,small_blue,"Myers Elementary School, 2676 Candler Rd , Gainesville, GA, 30507-8961"
2012,644,DeKalb County,4058,Hightower Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.2,9.1,9,1,4.6,5.6,71.9,small_blue,"Hightower Elementary School, 4236 Tilly Mill Rd, Doraville, GA, 30360-3112"
2012,710,Paulding County,299,Allgood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.8,9.2,7.5,1,2.4,3.4,71.9,small_blue,"Allgood Elementary School, 312 Hart Rd , Dallas, GA, 30157-0514"
2012,625,Chatham County,3062,Low Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 08, 09, 12",E,50,9.2,9,1,2.8,3.8,72,small_blue,"Low Elementary School, 15 Blue Ridge Ave , Savannah, GA, 31404-5800"
2012,675,Henry County,5050,Locust Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.2,9.1,10.5,0.5,5,5.5,72.3,small_blue,"Locust Grove Elementary School, 95 L G Griffin Rd, Locust Grove, GA, 30248-4302"
2012,633,Cobb County,3058,Fair Oaks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.9,9.6,9,0.5,6.5,7,72.5,small_blue,"Fair Oaks Elementary School, 407 Barber Rd SE , Marietta, GA, 30060-3946"
2012,629,Clarke County,3058,Fowler Drive Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.2,9.6,9,0,3.9,3.9,72.7,small_blue,"Fowler Drive Elementary School, 400 Fowler Dr, Athens, GA, 30601-1347"
2012,660,Fulton County,116,Main Street Charter Academy Elementary,"KK, 01, 02, 03, 04, 05",E,54.6,7.7,9,0.5,1.2,1.7,73,small_blue,"Main Street Charter Academy Elementary, 3726 Main St, Atlanta, GA, 30337-3708"
2012,644,DeKalb County,190,Pine Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.2,10,13.5,1,2.5,3.5,73.2,small_blue,"Pine Ridge Elementary School, 750 Pine Ridge Dr , Stone Mountain, GA, 30087-4630"
2012,7820612,State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School,612,Ivy Prep Academy at Kirkwood for Girls School,"KK, 01, 02, 03, 04, 05, 06",E,51.7,8.8,6.8,0,6,6,73.3,small_blue,"Ivy Prep Academy at Kirkwood for Girls School, 1807 Memorial Dr SE, Atlanta, GA, 30317-2103"
2012,707,Newton County,3050,Livingston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.1,8.5,12,1,2.8,3.8,73.4,small_blue,"Livingston Elementary School, 3657 Highway 81 S , Covington, GA, 30016-7530"
2012,648,Douglas County,107,Bill Arp Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.7,9.9,10.5,1.5,0.9,2.4,73.5,small_blue,"Bill Arp Elementary School, 6550 Alexander Pkwy , Douglasville, GA, 30135-3596"
2012,707,Newton County,122,Flint Hill Elementary,"PK, KK, 01, 02, 03, 04, 05",E,54,9.3,8.3,1,1.2,2.2,73.8,small_blue,"Flint Hill Elementary, 1300 Airport Road, Oxford, GA, 30054"
2012,648,Douglas County,189,Factory Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.6,9.1,12,0.5,2.8,3.3,74,small_blue,"Factory Shoals Elementary School, 2300 Shoals School Rd , Douglasville, GA, 30135-2928"
2012,629,Clarke County,191,Cleveland Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.9,9.2,9,0,4,4,74.1,small_blue,"Cleveland Road Elementary School, 1700 Cleveland Rd , Bogart, GA, 30622-1642"
2012,644,DeKalb County,4062,Montclair Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.1,8.7,9.8,0.5,4,4.5,74.1,small_blue,"Montclair Elementary School, 1680 Clairmont Pl NE , Atlanta, GA, 30329-1610"
2012,660,Fulton County,4060,Mimosa Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.2,9.1,7.5,1,4.4,5.4,74.2,small_blue,"Mimosa Elementary School, 1550 Warsaw Rd, Roswell, GA, 30076-1532"
2012,660,Fulton County,3058,Lee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.4,9.9,9.8,0.5,2.7,3.2,74.3,small_blue,"Lee Elementary School, 4600 Scarborough Rd, College Park, GA, 30349-1704"
2012,667,Gwinnett County,1013,Ferguson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.3,10.5,8.3,0.5,3.8,4.3,74.4,small_blue,"Ferguson Elementary School, 1755 Centerview Dr, Duluth, GA, 30096"
2012,633,Cobb County,110,International Academy of Smyrna,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,51.4,11.4,11.3,0,0.4,0.4,74.5,small_blue,"International Academy of Smyrna, 2144 S Cobb Dr SE , Smyrna, GA, 30080-1322"
2012,667,Gwinnett County,1016,Anderson-Livsey Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.7,9.9,9,1,2.1,3.1,74.7,small_blue,"Anderson-Livsey Elementary School, 4521 Centerville Hwy, Snellville, GA, 30039-6717"
2012,689,Liberty County,183,Lyman Hall Elementary School,"KK, 01, 02, 03, 04, 05",E,53.9,9.7,7.5,0.5,3.1,3.6,74.7,small_blue,"Lyman Hall Elementary School, 1396 Shaw Rd, Hinesville, GA, 31313-5347"
2012,648,Douglas County,5052,Annette Winn Elementary School,"KK, 01, 02, 03, 04, 05",E,47.9,11.1,10.5,0,5.3,5.3,74.8,small_blue,"Annette Winn Elementary School, 3536 Veterans Memorial Hwy , Lithia Springs, GA, 30122-1415"
2012,709,Oglethorpe County,198,Oglethorpe County Elementary School,"03, 04, 05",E,55.4,8.5,9,0,2.1,2.1,75,measle_turquoise,"Oglethorpe County Elementary School, 15 Fairground Rd , Lexington, GA, 30648-2034"
2012,644,DeKalb County,3064,Pleasantdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.1,9.7,12,1,1.3,2.3,75.1,measle_turquoise,"Pleasantdale Elementary School, 3695 Northlake Dr, Doraville, GA, 30340-4139"
2012,633,Cobb County,5052,Brumby Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.7,10.7,11.3,1.5,4.1,5.6,75.3,measle_turquoise,"Brumby Elementary School, 1306 Powers Ferry Rd SE, Marietta, GA, 30067-5410"
2012,660,Fulton County,206,Oakley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.8,9.8,10.5,0.5,5.7,6.2,75.3,measle_turquoise,"Oakley Elementary School, 7220 Oakley Ter , Union City, GA, 30291-5175"
2012,710,Paulding County,210,Sara M. Ragsdale Elementary,"PK, KK, 01, 02, 03, 04, 05",E,56,9.2,9,0.5,0.6,1.1,75.3,measle_turquoise,"Sara M. Ragsdale Elementary, 528 Holly Springs Rd, Rockmart, GA, 30153-5100"
2012,629,Clarke County,2056,Barnett Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54,10.6,8.3,0,2.7,2.7,75.6,measle_turquoise,"Barnett Shoals Elementary School, 3220 Barnett Shoals Rd , Athens, GA, 30605-4330"
2012,689,Liberty County,1050,Jordye Bacon Elementary School,"KK, 01, 02, 03, 04, 05",E,52.9,8.2,9.8,1,3.7,4.7,75.6,measle_turquoise,"Jordye Bacon Elementary School, 100 Deen St, Hinesville, GA, 31313-4317"
2012,625,Chatham County,300,Southwest Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.1,9.2,8.3,0.5,2.6,3.1,75.7,measle_turquoise,"Southwest Elementary School, 6020 Ogeechee Rd, Savannah, GA, 31419-9544"
2012,625,Chatham County,2056,Gould Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53,9.2,10.5,1.5,1.6,3.1,75.8,measle_turquoise,"Gould Elementary School, 4910 Pineland Dr, Savannah, GA, 31405-2508"
2012,644,DeKalb County,2065,Cary Reynolds Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.8,10.5,10.5,1,2,3,75.8,measle_turquoise,"Cary Reynolds Elementary School, 3498 Pine St, Doraville, GA, 30340-2776"
2012,667,Gwinnett County,294,Nesbit Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.2,10.4,8.3,0.5,6.4,6.9,75.8,measle_turquoise,"Nesbit Elementary School, 6575 Cherokee Dr , Tucker, GA, 30084-1618"
2012,691,Long County,105,Walker Middle School,"04, 05, 06, 07, 08",E,54.5,9,9.8,0.5,2,2.5,75.8,measle_turquoise,"Walker Middle School, 116 Main Street Ext SW , Ludowici, GA, 31316"
2012,715,Polk County,310,Youngs Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.6,9,7.5,1.5,4.2,5.7,75.8,measle_turquoise,"Youngs Grove Elementary School, 601 Wooten Rd, Cedartown, GA, 30125-5466"
2012,633,Cobb County,592,Bryant Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.8,11.6,9.8,1.5,4.2,5.7,75.9,measle_turquoise,"Bryant Elementary School, 6800 Factory Shoals Rd SW, Mableton, GA, 30126-5040"
2012,625,Chatham County,4052,Bloomingdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.3,8.8,9.8,1,2.3,3.3,76.2,measle_turquoise,"Bloomingdale Elementary School, 101 E Main St, Bloomingdale, GA, 31302-9278"
2012,625,Chatham County,4070,Windsor Forest Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.3,8.4,9,1.5,4,5.5,76.2,measle_turquoise,"Windsor Forest Elementary School, 414 Briarcliff Cir , Savannah, GA, 31419-2124"
2012,648,Douglas County,498,Eastside Elementary School,"KK, 01, 02, 03, 04, 05",E,50.3,11.3,10.5,0.5,3.6,4.1,76.2,measle_turquoise,"Eastside Elementary School, 8266 Connally Dr, Douglasville, GA, 30134-3841"
2012,710,Paulding County,2052,New Georgia Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.9,8.2,9.8,0.5,2.8,3.3,76.2,measle_turquoise,"New Georgia Elementary School, 5800 Mulberry Rock Rd, Villa Rica, GA, 30180-3658"
2012,715,Polk County,188,Northside Elementary,"PK, KK, 01, 02, 03, 04, 05",E,52.2,10.4,9.8,1,2.8,3.8,76.2,measle_turquoise,"Northside Elementary, 100 N Philpot St , Cedartown, GA, 30125-2738"
2012,644,DeKalb County,5059,Kingsley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.4,9.2,9.8,0.5,0.4,0.9,76.3,measle_turquoise,"Kingsley Elementary School, 2051 Brendon Dr, Dunwoody, GA, 30338-4501"
2012,648,Douglas County,4052,Mount Carmel Elementary School,"KK, 01, 02, 03, 04, 05",E,53.6,8.1,9.8,0.5,4.3,4.8,76.3,measle_turquoise,"Mount Carmel Elementary School, 2356 Fairburn Rd , Douglasville, GA, 30135-1448"
2012,710,Paulding County,294,Northside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.6,8.5,9.8,0.5,2.9,3.4,76.3,measle_turquoise,"Northside Elementary School, 2223 Cartersville Hwy , Dallas, GA, 30132-2270"
2012,689,Liberty County,102,Liberty Elementary School,"KK, 01, 02, 03, 04, 05",E,54.1,9,9,1,3.4,4.4,76.5,measle_turquoise,"Liberty Elementary School , 600 Edgewater Dr , Midway, GA, 31320-4493"
2012,707,Newton County,198,Middle Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.4,11.1,9.8,1,3.2,4.2,76.5,measle_turquoise,"Middle Ridge Elementary School, 11649 By Pass Rd, Covington, GA, 30014-3752"
2012,648,Douglas County,198,Bright Star Elementary School,"KK, 01, 02, 03, 04, 05",E,50.6,8.7,10.5,0,6.9,6.9,76.7,measle_turquoise,"Bright Star Elementary School, 6300 John West Rd, Douglasville, GA, 30134-1457"
2012,607,Barrow County,4050,Holsenbeck Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.4,9.3,8.3,1.5,2.5,4,77,measle_turquoise,"Holsenbeck Elementary School, 445 Holsenbeck School Rd, Winder, GA, 30680-3749"
2012,633,Cobb County,3067,Russell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.1,9,11.3,0.5,5.1,5.6,77,measle_turquoise,"Russell Elementary School, 3920 S Hurt Rd SW, Smyrna, GA, 30082-3521"
2012,669,Hall County,4054,Lula Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.9,8.7,11.3,0.5,2.6,3.1,77,measle_turquoise,"Lula Elementary School, 6130 Chattahoochee St, Lula, GA, 30554-2916"
2012,669,Hall County,101,Martin Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.8,7.8,10.5,0.5,3.7,4.2,77.3,measle_turquoise,"Martin Elementary School, 4216 Martin Rd , Flowery Branch, GA, 30542-3509"
2012,669,Hall County,103,Sugar Hill Elementary,"PK, KK, 01, 02, 03, 04, 05",E,51.2,8.8,11.3,1,5.1,6.1,77.4,measle_turquoise,"Sugar Hill Elementary, 3259 Athens Hwy, Gainesville, GA, 30507-8502"
2012,675,Henry County,209,Bethlehem Elementary School,"KK, 01, 02, 03, 04, 05",E,55,9.3,11.3,0.5,1.3,1.8,77.4,measle_turquoise,"Bethlehem Elementary School, 1000 Academic Pkwy , Locust Grove, GA, 30248-2579"
2012,710,Paulding County,197,Sam D. Panter Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.5,8.4,12.8,0.5,2.2,2.7,77.4,measle_turquoise,"Sam D. Panter Elementary School, 190 Panter School Rd, Hiram, GA, 30141-4801"
2012,607,Barrow County,1050,Auburn Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.7,8.8,9.8,1,2.3,3.3,77.6,measle_turquoise,"Auburn Elementary School, 1334 6th Ave , Auburn, GA, 30011-3281"
2012,644,DeKalb County,311,Leadership Preparatory Academy,"KK, 01, 02, 03, 04, 05, 06",E,52.7,9.8,10.5,0.5,4.2,4.7,77.7,measle_turquoise,"Leadership Preparatory Academy, 6400 Woodrow Rd, Lithonia, GA, 30038-2437"
2012,669,Hall County,3056,Riverbend Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.1,8,11.3,0.5,4.8,5.3,77.7,measle_turquoise,"Riverbend Elementary School, 1742 Cleveland Hwy, Gainesville, GA, 30501-1313"
2012,629,Clarke County,1062,Whitehead Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.6,10,9,0,7.3,7.3,77.9,measle_turquoise,"Whitehead Road Elementary School, 500 Whitehead Rd, Athens, GA, 30606-1602"
2012,648,Douglas County,3052,Lithia Springs Elementary School,"KK, 01, 02, 03, 04, 05",E,51.8,9.7,12,0.5,3.9,4.4,77.9,measle_turquoise,"Lithia Springs Elementary School, 6946 Florence Dr , Lithia Springs, GA, 30122-1933"
2012,660,Fulton County,4069,E. C. West Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.1,10.9,10.5,1,2.4,3.4,77.9,measle_turquoise,"E. C. West Elementary School, 7040 Rivertown Rd, Fairburn, GA, 30213-2764"
2012,660,Fulton County,1064,Oak Knoll Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.5,11.5,10.5,1.5,3.2,4.7,78.2,measle_turquoise,"Oak Knoll Elementary School, 2626 Hogan Rd, East Point, GA, 30344-3827"
2012,747,Walton County,105,Monroe Elementary,"PK, KK, 01, 02, 03, 04, 05",E,53.4,8.8,11.3,1,3.8,4.8,78.3,measle_turquoise,"Monroe Elementary, 140 Dillard Dr , Monroe, GA, 30656-4620"
2012,633,Cobb County,199,Nickajack Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.2,10.7,9.8,1,2.7,3.7,78.4,measle_turquoise,"Nickajack Elementary School, 4555 Mavell Rd SE , Smyrna, GA, 30082-4729"
2012,642,Dawson County,111,Riverview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.5,7.6,12,1,2.4,3.4,78.5,measle_turquoise,"Riverview Elementary School, 370 Dawson Forrest Road, Dawsonville, GA, 30534"
2012,707,Newton County,298,West Newton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.6,9.1,12,1,4.9,5.9,78.6,measle_turquoise,"West Newton Elementary School, 13387 Brown Bridge Rd , Covington, GA, 30016-4116"
2012,633,Cobb County,1052,Belmont Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.3,12.2,14.3,1,7.9,8.9,78.7,measle_turquoise,"Belmont Hills Elementary School, 605 Glendale Pl SE, Smyrna, GA, 30080-1835"
2012,667,Gwinnett County,1058,Rockbridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53,10.4,7.5,0.5,7.3,7.8,78.7,measle_turquoise,"Rockbridge Elementary School, 6066 Rockbridge School Rd, Norcross, GA, 30093-2019"
2012,707,Newton County,102,Oak Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56,9.9,8.3,1,3.5,4.5,78.7,measle_turquoise,"Oak Hill Elementary School, 6243 Highway 212, Covington, GA, 30016-4429"
2012,675,Henry County,1050,Fairview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.2,11.7,10.5,0.5,4.3,4.8,79.2,measle_turquoise,"Fairview Elementary School, 458 Fairview Rd, Stockbridge, GA, 30281-1040"
2012,607,Barrow County,205,Bethlehem Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,8.1,9.8,1,4.7,5.7,79.4,measle_turquoise,"Bethlehem Elementary School, 47 McElhannon Rd SW , Bethlehem, GA, 30620-2717"
2012,633,Cobb County,3054,Clay Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.5,10,14.3,0.5,8.1,8.6,79.4,measle_turquoise,"Clay Elementary School, 730 Boggs Rd SW , Mableton, GA, 30126-4206"
2012,667,Gwinnett County,285,Hopkins Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.1,9.6,10.5,2,5.2,7.2,79.4,measle_turquoise,"Hopkins Elementary School, 1315 Dickens Rd NW, Lilburn, GA, 30047-3519"
2012,644,DeKalb County,3067,Smoke Rise Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56,9.5,10.5,0.5,3.2,3.7,79.7,measle_turquoise,"Smoke Rise Elementary School, 1991 Silver Hill Rd, Stone Mountain, GA, 30087-1648"
2012,608,Bartow County,2052,Emerson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.1,9.9,9.8,1,4,5,79.8,measle_turquoise,"Emerson Elementary School, 54 7th St, Emerson, GA, 30137-2219"
2012,608,Bartow County,196,Allatoona Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.1,8.1,9,1,6.6,7.6,79.8,measle_turquoise,"Allatoona Elementary School, 4150 New Hope Church Rd SE, Acworth, GA, 30102-2726"
2012,660,Fulton County,292,Palmetto Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.2,9,12,1,5.6,6.6,79.8,measle_turquoise,"Palmetto Elementary School, 505 Carlton Rd, Palmetto, GA, 30268-1041"
2012,675,Henry County,191,Cotton Indian Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.5,10.3,12,0.5,3.5,4,79.8,measle_turquoise,"Cotton Indian Elementary School, 1201 Old Conyers Rd, Stockbridge, GA, 30281-2603"
2012,633,Cobb County,194,Hayes Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.1,10.9,13.5,0.5,2.9,3.4,79.9,measle_turquoise,"Hayes Elementary School, 1501 Kennesaw Due West Rd NW , Kennesaw, GA, 30152-4337"
2012,660,Fulton County,909,Lake Forest Elementary,"PK, KK, 01, 02, 03, 04, 05",E,52.7,8.5,10.5,1,7.3,8.3,80,measle_turquoise,"Lake Forest Elementary, 5920 Sandy Springs Cir NE, Atlanta, GA, 30328-5937"
2012,675,Henry County,2552,Smith-Barnes Elementary School,"04, 05",E,51.8,10.1,11.3,0.5,6.3,6.8,80,measle_turquoise,"Smith-Barnes Elementary School, 147 Tye St , Stockbridge, GA, 30281-3507"
2012,629,Clarke County,112,Judia Jackson Harris Elementary,"PK, KK, 01, 02, 03, 04, 05",E,52.5,10.2,12,0.5,5.1,5.6,80.3,measle_turquoise,"Judia Jackson Harris Elementary, 2300 Danielsville Rd, Athens, GA, 30601-1038"
2012,660,Fulton County,114,Feldwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,51.7,10,12.8,0.5,5.3,5.8,80.3,measle_turquoise,"Feldwood Elementary School, 5790 Feldwood Rd, College Park, GA, 30349-2867"
2012,660,Fulton County,104,Spalding Drive Elementary,"PK, KK, 01, 02, 03, 04, 05",E,58.4,9.2,10.5,0.5,1.7,2.2,80.3,measle_turquoise,"Spalding Drive Elementary, 130 W Spalding Dr NE, Atlanta, GA, 30328-1913"
2012,675,Henry County,194,Wesley Lakes Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.6,11.5,13.5,0.5,4.2,4.7,80.3,measle_turquoise,"Wesley Lakes Elementary School, 685 McDonough Pkwy , Mcdonough, GA, 30253-3759"
2012,675,Henry County,2050,Hampton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.1,11,14.3,1,4.9,5.9,80.3,measle_turquoise,"Hampton Elementary School, 10 Central Ave, Hampton, GA, 30228-2162"
2012,644,DeKalb County,3053,Chesnut Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.1,9.2,10.5,0.5,0.3,0.8,80.6,measle_turquoise,"Chesnut Elementary School, 4576 N Peachtree Rd , Dunwoody, GA, 30338-5809"
2012,660,Fulton County,175,Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55,10.2,11.3,1.5,2.6,4.1,80.6,measle_turquoise,"Jackson Elementary School, 1400 Martin Rd, Roswell, GA, 30076-3177"
2012,707,Newton County,106,Rocky Plains Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.3,8.6,10.5,1,4.3,5.3,80.7,measle_turquoise,"Rocky Plains Elementary School, 5300 Highway 162 S, Covington, GA, 30016-5914"
2012,607,Barrow County,193,Bramlett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.4,7.4,10.5,1,4.6,5.6,80.9,measle_turquoise,"Bramlett Elementary School, 622 Freeman Brock Rd, Auburn, GA, 30011-2610"
2012,629,Clarke County,178,Timothy Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.8,10,9,0.5,3.6,4.1,80.9,measle_turquoise,"Timothy Elementary School, 1900 Timothy Rd, Athens, GA, 30606-3239"
2012,607,Barrow County,105,County Line Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.8,8.4,10.5,1,4.4,5.4,81.1,measle_turquoise,"County Line Elementary School, 334 Rockwell Church Rd NW, Winder, GA, 30680-2923"
2012,608,Bartow County,106,Pine Log Elementary,"PK, KK, 01, 02, 03, 04, 05",E,55.2,10.3,10.5,0.5,4.6,5.1,81.1,measle_turquoise,"Pine Log Elementary, 1095 Cass Pine Log Rd , Rydal, GA, 30171-1407"
2012,710,Paulding County,198,Nebo Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56,7.7,13.5,1,2.9,3.9,81.1,measle_turquoise,"Nebo Elementary School, 2843 Nebo Rd , Dallas, GA, 30157-6365"
2012,633,Cobb County,4052,Brown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.6,10.2,12.8,1,6.6,7.6,81.2,measle_turquoise,"Brown Elementary School, 3265 Brown Rd SE, Smyrna, GA, 30080-4109"
2012,669,Hall County,2052,Flowery Branch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.6,9.4,10.5,0.5,2.2,2.7,81.2,measle_turquoise,"Flowery Branch Elementary School, 5544 Radford Rd, Flowery Branch, GA, 30542-2709"
2012,707,Newton County,115,Live Oak Elementary,"PK, KK, 01, 02, 03, 04, 05",E,51.5,10.8,13.5,1,4.4,5.4,81.2,measle_turquoise,"Live Oak Elementary, 500 Kirkland Rd, Covington, GA, 30016-3315"
2012,722,Rockdale County,289,Hightower Trail Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.3,9.7,10.5,2,5.7,7.7,81.2,measle_turquoise,"Hightower Trail Elementary School, 2510 Highway 138 NE , Conyers, GA, 30013-1102"
2012,747,Walton County,2052,Walker Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,9.2,9.8,1,3.2,4.2,81.2,measle_turquoise,"Walker Park Elementary School, 333 Carl Davis Rd NW, Monroe, GA, 30656-3434"
2012,625,Chatham County,194,Georgetown School,"PK, KK, 01, 02, 03, 04, 05, 06, 07",E,57.9,8.8,11.3,1,2.3,3.3,81.3,measle_turquoise,"Georgetown School, 1516 King George Blvd , Savannah, GA, 31419-9075"
2012,667,Gwinnett County,300,Susan Stripling Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.4,10.7,10.5,1,5.7,6.7,81.3,measle_turquoise,"Susan Stripling Elementary School, 6155 Atlantic Blvd , Norcross, GA, 30071-1306"
2012,710,Paulding County,304,Connie Dugan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.6,9.6,10.5,0.5,2.1,2.6,81.3,measle_turquoise,"Connie Dugan Elementary School, 1362 Winn Rd , Douglasville, GA, 30134-5301"
